,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
47987,0,0.536846224,45,0,1.325558147,3000.0,4,0,1,0,2.0
8157,0,0.280161402,49,0,0.439922821,5700.0,14,0,3,0,0.0
116747,0,0.003310888,48,0,0.00115429,2598.0,5,0,0,0,1.0
104404,0,0.31713555,40,0,0.371750342,9500.0,13,0,2,0,1.0
35662,0,0.038292459,77,0,1379.0,,8,0,1,0,0.0
73911,0,0.00686698,58,0,0.074315515,2300.0,8,0,0,0,0.0
145607,0,0.111825212,67,0,0.52851129,5225.0,14,0,1,0,1.0
37723,0,0.727031787,60,0,2961.0,0.0,8,0,0,0,0.0
134716,0,0.014713865,75,0,0.167430237,2400.0,6,0,1,0,1.0
8573,0,0.081900302,55,0,0.24895021,5000.0,10,0,2,0,1.0
19202,0,0.025878965,46,0,0.01416943,3316.0,5,0,0,0,1.0
59001,1,0.180685044,62,1,0.249255952,5375.0,18,0,0,0,1.0
17047,0,0.026298464,73,0,0.010997251,4000.0,5,0,0,0,1.0
51185,0,0.048664864,51,0,0.006597868,5910.0,2,0,0,0,0.0
1962,0,0.0,60,0,0.624692034,3652.0,9,0,2,0,0.0
124886,0,0.051852207,77,0,0.34025974,6159.0,6,0,0,0,0.0
124966,1,1.706467662,30,1,0.004786979,2088.0,1,0,0,0,1.0
86010,0,0.131841132,57,0,0.366721854,6039.0,8,0,1,0,1.0
29773,0,0.143654774,52,0,3070.0,,5,0,1,0,
134764,0,0.13920477,64,0,4177.0,,10,0,3,0,0.0
93795,0,0.399414307,46,0,0.451163907,4166.0,5,0,1,0,1.0
62500,0,0.9999999,56,0,0.073516808,10500.0,2,0,1,0,0.0
110684,0,0.657364138,45,1,0.476084348,5832.0,10,0,1,0,2.0
54316,0,0.682949002,52,0,1.730423192,3000.0,11,0,0,0,0.0
72072,0,0.313193969,40,0,0.334797758,6600.0,10,0,1,0,2.0
30535,0,0.9999999,36,0,0.024189647,6200.0,1,0,0,0,2.0
18636,1,0.9999999,37,1,0.0,3831.0,0,1,0,0,0.0
63514,0,0.858175675,54,0,0.413055158,11167.0,9,0,1,0,1.0
136728,0,0.040607391,38,0,0.348730172,12166.0,11,0,2,0,1.0
87673,0,0.107691106,41,0,0.412082147,6670.0,9,0,1,0,1.0
132130,0,0.04941358,63,0,103.0,,7,0,0,0,0.0
139887,0,0.033541009,62,0,0.365401396,4583.0,12,0,1,0,0.0
51286,0,0.9999999,79,0,22.0,,1,0,1,0,0.0
29127,0,6.83e-05,61,0,0.335528241,6833.0,19,0,3,0,0.0
128532,0,0.506668414,61,1,0.651040572,4756.0,17,0,1,1,0.0
100652,0,0.405882843,33,0,0.505919495,3800.0,6,0,1,0,0.0
45277,0,0.041842935,77,0,784.0,,6,0,1,0,0.0
136207,0,0.151233951,63,1,0.064693197,5100.0,7,0,0,0,1.0
27871,0,0.241776194,47,0,0.054744914,9388.0,5,0,0,0,2.0
142644,0,0.583731772,63,1,2394.0,,7,0,0,0,1.0
56108,0,0.764981575,66,0,3352.0,,10,0,2,0,0.0
10939,1,0.356971311,44,0,0.466152528,3500.0,6,0,0,0,2.0
4979,0,0.551817433,26,0,0.056391316,11100.0,6,0,0,1,0.0
122102,0,0.018139113,70,0,0.003942407,5833.0,5,0,0,0,0.0
137469,0,0.026312686,35,0,0.017997429,7000.0,21,0,0,0,0.0
123941,0,0.389046027,78,0,408.0,,2,0,0,0,0.0
15718,0,0.011110685,63,0,11.0,,4,0,0,0,3.0
112527,0,0.445877008,76,1,2.205789711,6666.0,16,0,1,0,1.0
5707,0,0.0,52,0,0.155467154,9300.0,7,0,1,0,2.0
22014,0,0.095747008,48,0,0.117674204,6500.0,6,0,0,0,4.0
70343,0,0.269178222,49,0,0.367726455,5000.0,15,0,2,0,0.0
142266,0,0.966668889,42,0,0.633061156,6000.0,9,0,2,0,0.0
78156,0,0.540432446,44,0,2.326673327,1000.0,6,0,1,0,0.0
67448,0,0.018689139,40,0,0.004315335,9500.0,5,0,0,0,0.0
123281,0,0.29434625,42,0,0.122461731,3200.0,7,0,0,0,0.0
81385,0,0.216934348,71,0,0.727762112,3900.0,17,0,1,0,0.0
108554,0,1.01998002,27,1,0.31710362,800.0,2,1,0,0,0.0
146060,0,0.030362832,55,0,1557.0,,6,0,1,0,1.0
76754,0,0.9999999,73,0,1089.0,,1,0,1,0,0.0
67406,0,0.080656186,46,0,0.595675541,8000.0,9,0,3,0,2.0
38771,0,0.239585819,42,0,0.237389823,13500.0,24,0,0,0,3.0
122281,0,0.019147918,41,0,0.609286244,4048.0,8,0,2,0,0.0
39443,0,0.188400473,37,0,0.254792097,3390.0,10,0,1,0,0.0
44968,0,0.546102425,35,1,0.136973623,2160.0,2,0,0,0,0.0
60199,0,0.921679103,53,0,4315.0,,9,0,1,0,0.0
47134,0,0.246173842,56,0,0.490716938,3500.0,9,0,1,0,0.0
93237,0,0.00933044,36,0,0.283411686,1488.0,6,0,0,0,0.0
23104,0,0.336950418,66,0,0.643271346,5000.0,11,0,2,0,0.0
113356,0,0.028447578,42,0,0.230588235,5949.0,9,0,1,0,2.0
141981,0,1.004029249,45,1,0.116119458,5390.0,3,2,0,0,2.0
20842,0,0.093077691,30,0,0.397920416,5000.0,7,0,2,0,0.0
81273,0,0.496532684,49,0,0.595890411,5401.0,13,0,1,0,0.0
48751,0,0.0,35,0,0.325949854,6500.0,7,0,1,0,2.0
120711,0,0.109868133,64,0,0.276344731,5000.0,10,0,2,0,0.0
80114,0,0.104438451,32,0,0.206391716,5600.0,17,0,0,0,0.0
6864,0,0.047437186,67,0,0.249266862,3750.0,6,0,1,0,0.0
125532,0,0.030360714,63,0,37.0,,6,0,0,0,
21985,0,0.892103597,34,0,0.525618595,4000.0,6,1,0,0,0.0
35483,0,0.170172433,48,0,0.125948821,22000.0,6,0,1,0,2.0
144915,0,0.0,44,0,0.361219898,12000.0,7,0,3,0,4.0
97663,0,0.955629622,43,2,0.442215438,2292.0,4,0,1,0,0.0
127949,0,0.817530412,48,0,0.055576703,2626.0,2,0,0,0,0.0
101815,0,0.259338619,42,0,0.538385093,8049.0,7,0,2,0,0.0
139124,0,0.0,65,1,0.563016158,2784.0,10,0,2,0,0.0
36964,0,0.071810643,54,0,0.106902519,5200.0,10,0,0,0,0.0
4027,0,0.015022816,75,0,0.348440899,8273.0,14,0,2,0,0.0
51989,0,0.19682157,43,1,0.147852148,1000.0,3,0,0,0,4.0
46519,0,0.209256003,56,0,0.288635568,20000.0,10,0,2,0,3.0
149324,0,0.32560572,39,0,5131.0,,14,0,2,0,0.0
71934,0,0.005839766,66,0,0.439268241,4700.0,10,0,2,0,2.0
20351,0,0.884401956,56,1,2476.0,,7,0,1,0,0.0
141039,0,0.043559505,53,0,230.0,,4,0,1,0,0.0
33084,0,0.226907347,63,0,3033.0,,12,0,1,0,0.0
27070,0,0.004336981,56,0,0.007596961,2500.0,4,0,0,0,0.0
69484,0,0.9999999,44,0,0.255919431,28000.0,5,0,2,0,2.0
107279,0,0.247158673,49,0,0.751520824,4273.0,14,0,1,0,1.0
148991,0,0.370587415,46,0,0.230682312,11504.0,6,0,2,0,1.0
41724,0,0.233754608,51,0,0.306336708,8000.0,11,0,2,0,2.0
34481,0,0.157861484,42,0,0.706463028,5368.0,8,0,2,0,0.0
91376,0,0.423930934,44,0,0.913029678,6300.0,13,0,1,0,3.0
53955,0,0.097371582,70,0,0.363946042,7338.0,7,0,1,0,1.0
102274,0,0.399682481,41,0,7079.0,,12,0,3,0,1.0
76367,0,0.190766593,52,1,5371.0,,19,0,3,0,2.0
59456,0,0.635349197,58,0,2425.0,,4,0,1,0,0.0
147661,0,0.949928399,47,0,0.808397201,3000.0,15,0,2,0,2.0
39091,0,0.028448724,65,0,0.233204633,5179.0,11,0,1,0,1.0
113392,0,0.5004995,54,1,0.203263739,4166.0,7,0,0,0,2.0
76198,0,0.104499559,30,0,0.190799397,3977.0,6,0,0,0,2.0
11576,0,0.922799826,53,0,0.57064444,4918.0,7,0,1,0,0.0
94244,0,0.9999999,73,0,0.153169366,5000.0,2,0,0,0,2.0
126517,0,0.129596573,51,0,0.39940015,4000.0,8,0,1,0,1.0
97794,1,0.739473314,40,0,0.487837388,6001.0,7,0,2,0,2.0
84914,0,0.001043288,61,0,296.0,0.0,7,0,0,0,0.0
108452,0,0.316657871,57,0,0.614069691,6083.0,6,0,1,0,4.0
74194,0,0.035759428,65,0,0.281496326,7484.0,8,0,1,0,1.0
120569,0,0.496532775,58,0,0.301163587,4382.0,5,0,1,0,0.0
145098,0,0.125153167,49,1,0.762314803,7896.0,9,0,2,0,2.0
80981,0,0.068356585,80,0,72.0,,16,0,0,0,0.0
107295,0,0.103198857,47,1,0.244862488,9780.0,11,0,2,0,1.0
103603,0,0.091054526,80,0,0.150788211,2917.0,6,0,0,0,0.0
17214,0,0.363577447,44,0,0.77650839,2800.0,6,0,2,0,3.0
3572,0,0.0,55,0,1178.0,,19,0,1,0,0.0
119583,0,0.041463798,39,0,0.309974169,12000.0,6,0,1,0,3.0
28477,0,1.01239752,36,0,0.547290542,5000.0,10,0,1,0,4.0
135654,0,0.267398178,32,1,0.451107011,4335.0,13,0,1,0,2.0
66862,0,0.027749306,84,0,0.015804598,2087.0,2,0,0,0,1.0
88960,0,0.389828779,53,0,0.258164114,8420.0,7,0,2,0,0.0
94887,0,0.51558607,80,0,0.287207277,5166.0,12,0,0,0,0.0
30936,0,0.005020738,61,0,0.30525558,12500.0,16,0,3,0,0.0
68803,0,0.490276018,35,2,0.583126551,2417.0,11,0,0,0,2.0
99980,0,0.031510123,46,1,0.006273764,5259.0,5,0,0,0,0.0
54506,0,0.00475981,59,0,0.053470919,8527.0,4,0,0,0,0.0
31032,0,0.21222394,55,0,0.148478658,9300.0,13,0,0,0,0.0
140062,0,0.082577317,76,0,0.371713316,4715.0,21,0,2,0,0.0
50537,0,0.207665871,68,0,0.313642565,7329.0,16,0,1,0,0.0
138378,0,0.405914489,51,1,0.33533321,10833.0,13,0,1,0,1.0
65643,0,0.009772542,47,0,0.232908798,6830.0,8,0,2,0,5.0
124386,1,0.870163875,37,1,0.499652329,30200.0,15,0,6,0,1.0
47834,0,0.221030494,47,0,0.267415518,10593.0,7,0,2,0,2.0
16066,0,0.011764586,83,0,0.017574141,6372.0,17,0,0,0,1.0
132245,0,0.057207515,45,0,3481.0,,5,0,1,0,0.0
7301,0,0.024999735,47,0,0.525147485,10000.0,16,0,3,0,3.0
49265,0,0.876241485,54,0,0.550430594,6850.0,19,0,1,0,1.0
35510,0,0.9999999,71,0,1392.0,,5,0,1,0,0.0
66424,0,0.212981321,42,1,0.357778638,5167.0,10,0,1,0,0.0
83121,0,0.013906979,71,0,0.165720498,8278.0,9,0,1,0,0.0
104132,0,0.031438609,74,0,1471.0,,8,0,1,0,
17406,1,0.008366493,26,0,0.120399818,2200.0,9,0,0,0,0.0
145122,0,0.130848147,65,0,0.073074154,8333.0,19,0,0,0,0.0
48289,0,0.0,58,0,4729.0,,24,0,7,0,0.0
6606,0,0.038808813,48,0,1786.0,,8,0,1,0,0.0
16474,0,0.130056015,59,0,1858.0,,24,0,1,0,0.0
32887,0,0.848742419,49,1,2577.0,0.0,8,0,0,0,0.0
64359,0,1.255489022,40,1,0.256463289,2900.0,2,0,0,1,5.0
47752,0,0.172641368,49,0,0.101986402,7500.0,3,0,0,0,2.0
128216,0,0.075083317,25,0,0.219358233,1900.0,4,0,0,0,0.0
69256,0,0.040663956,62,0,0.055081803,36000.0,6,0,1,0,0.0
134366,0,0.0,21,0,0.0,0.0,1,0,0,0,0.0
25880,0,0.363737239,36,0,0.430382833,4100.0,7,0,1,0,0.0
21401,0,0.009268494,62,0,0.090164724,10380.0,10,0,1,0,0.0
37696,0,0.011405799,53,0,2813.0,,17,0,1,0,0.0
19390,0,0.000705799,24,0,0.185647983,2800.0,4,0,0,0,1.0
76154,0,0.593830334,48,1,0.221262299,8333.0,5,0,1,0,5.0
38292,0,0.234679009,63,0,0.326837574,21141.0,6,0,3,0,1.0
119140,0,0.059306255,24,0,0.203622736,1600.0,5,0,0,0,1.0
117263,0,0.265809929,28,0,0.405086103,4993.0,8,0,1,0,0.0
19770,0,0.861204627,41,0,0.425429828,2500.0,5,0,1,0,0.0
115605,0,0.016839462,60,0,0.003418549,6727.0,6,0,0,0,0.0
43298,1,0.874054587,62,6,0.03234792,11128.0,15,2,0,6,1.0
133894,0,0.9999999,68,0,3496.0,,5,0,2,0,0.0
137271,0,0.386829724,41,0,0.771159179,9014.0,8,0,2,0,0.0
132373,0,0.0,71,0,1616.0,,4,0,2,0,1.0
94753,0,0.067924484,50,0,0.293867638,9881.0,11,0,3,0,0.0
99595,0,0.017841166,52,0,0.167345931,8096.0,5,0,1,0,2.0
68553,0,0.761222392,45,0,0.343854283,7191.0,5,0,1,0,2.0
111069,0,0.214056794,43,0,0.226224784,4857.0,9,0,0,0,3.0
121859,0,0.00759981,37,0,8698.0,,9,0,2,0,0.0
123095,0,0.008666089,41,0,0.388861114,10000.0,4,0,3,0,0.0
57609,0,0.017737686,80,0,0.190545572,6176.0,6,0,0,0,0.0
25893,0,0.410785233,40,0,0.237745517,5854.0,12,0,0,0,2.0
122883,0,0.054014129,48,0,0.093982074,3904.0,15,0,0,0,0.0
92889,0,0.292411954,76,0,0.132238942,2192.0,5,0,0,0,0.0
51960,0,0.9999999,25,0,291.0,,1,0,0,0,
19513,0,0.038671165,54,0,0.240796291,11000.0,16,1,1,0,1.0
79121,0,0.800807588,63,0,0.348757498,3500.0,8,0,0,0,0.0
147481,1,0.6235699,36,0,1.003141959,3500.0,7,0,1,0,0.0
1008,0,0.02403549,63,0,19.0,,2,0,0,0,0.0
36155,1,0.887058564,41,3,0.725210084,2379.0,12,0,1,1,1.0
73133,0,0.013169314,52,0,1068.0,,4,0,2,0,0.0
42454,0,0.0,37,0,1.009998,5000.0,7,0,3,0,4.0
124329,0,0.973700942,28,0,0.427078601,2200.0,7,0,0,0,0.0
31902,0,0.027533698,55,0,0.136972605,5000.0,7,0,1,0,3.0
50500,0,0.9999999,45,0,602.0,,1,2,0,0,0.0
36682,0,0.162253815,24,0,0.385045982,2500.0,5,0,0,0,0.0
142494,0,0.376336436,56,0,2821.0,,15,0,3,0,2.0
100012,0,0.204619231,78,1,0.194376194,7325.0,11,0,1,0,1.0
70455,0,0.100161102,63,0,0.36123348,2269.0,7,0,0,0,0.0
18942,1,0.306126593,47,2,1220.0,,10,0,1,1,0.0
38720,0,0.148701118,59,0,0.434813583,4210.0,12,0,2,0,0.0
140994,0,0.0,48,0,0.312851489,4800.0,5,0,1,0,3.0
62997,0,0.687732342,33,1,0.549571603,4084.0,8,0,1,0,2.0
129847,0,0.027703967,80,0,0.011377349,5800.0,19,0,0,0,1.0
23538,0,0.431966772,41,0,5202.0,,7,0,3,0,0.0
84107,0,0.0,62,0,0.312394347,14788.0,8,0,1,0,1.0
5387,0,0.662523928,53,0,5131.0,,9,0,2,0,0.0
47078,0,0.126045336,64,0,0.547924364,4600.0,10,0,2,0,0.0
36921,0,0.021645635,57,0,0.1392485,9500.0,9,0,1,0,0.0
70120,0,0.4285989,40,0,0.667416573,2666.0,9,0,1,0,0.0
61402,0,0.032988283,74,0,0.048427359,2002.0,16,0,0,0,0.0
99093,0,0.9999999,51,0,0.006498375,4000.0,0,0,0,0,3.0
147058,0,0.044699255,57,0,80.0,,3,0,0,0,0.0
148983,0,0.304791292,77,0,0.720960987,4536.0,8,0,1,0,0.0
138787,0,0.394691586,45,0,3.51540383,1200.0,20,0,2,0,0.0
31039,0,0.387922211,54,0,0.111195159,1321.0,2,0,0,0,0.0
23813,0,0.239682368,52,0,0.543496046,11000.0,11,0,2,0,2.0
139155,1,0.452483866,56,0,0.390013055,18383.0,39,0,2,0,2.0
33417,0,0.372439396,55,0,0.340127992,12656.0,16,0,1,0,1.0
48979,0,0.037441377,47,0,0.282852956,6140.0,25,0,3,0,1.0
109851,0,0.505679726,40,1,0.366623592,5416.0,13,0,2,1,3.0
87149,0,0.168747912,48,0,0.13589404,7549.0,7,0,0,0,1.0
114144,0,0.051905421,49,0,0.711076074,5073.0,30,0,3,0,1.0
133183,0,0.004385837,72,0,3004.0,,11,0,2,0,0.0
80849,0,0.034252807,69,0,0.208860759,2843.0,13,0,1,0,0.0
118646,0,0.915969317,55,1,2221.0,,13,0,1,0,0.0
121852,0,0.855420534,27,0,870.0,,15,0,0,0,0.0
112352,0,1.889214771,63,0,0.262876131,5416.0,10,0,1,0,0.0
88879,0,1.0119988,35,0,0.242736645,5334.0,5,0,1,0,1.0
48627,0,0.019216974,68,0,0.004756098,8199.0,4,0,0,0,0.0
23014,0,0.927507249,53,0,0.318934485,2777.0,4,0,0,0,1.0
64964,0,0.02820583,64,0,1150.0,,11,0,1,0,0.0
16330,0,0.236781058,26,0,0.163371961,4400.0,8,0,0,0,0.0
36727,1,0.431188088,56,0,0.708756969,3048.0,12,0,1,1,0.0
123728,0,0.522189153,70,0,0.301861252,11819.0,12,0,1,0,0.0
130087,0,0.013732086,44,0,0.279148524,6200.0,4,0,1,0,2.0
132949,0,0.209220729,61,0,1849.0,,8,0,2,0,0.0
135033,0,0.014505791,78,0,0.107973007,4000.0,8,0,1,0,0.0
134095,0,0.162020536,48,0,0.353036045,12400.0,9,0,2,0,1.0
125471,0,0.132941043,60,0,1.232781377,4166.0,17,0,1,0,3.0
141812,0,0.613897083,33,0,0.183489197,3100.0,6,0,0,0,0.0
51469,0,0.9999999,48,0,0.803906044,3788.0,8,0,2,0,2.0
114253,0,0.542668131,35,0,0.231964484,9009.0,9,0,0,2,2.0
101355,0,0.9999999,61,0,9.0,0.0,3,0,0,0,0.0
120992,0,0.015212865,59,0,0.151041054,8500.0,9,0,1,0,0.0
128479,0,0.043453182,73,0,1269.0,,5,0,1,0,0.0
144797,0,0.555655857,60,0,1387.0,,2,0,1,0,0.0
23625,0,0.021408248,76,0,0.00733089,3000.0,5,0,0,0,0.0
72355,0,0.0,48,0,0.463563705,4253.0,8,0,1,0,1.0
82046,0,0.517241379,23,0,0.057061341,700.0,2,1,0,1,0.0
28879,0,0.0,71,0,0.0,,2,0,0,0,
107860,1,0.822736752,61,1,1.965395894,1704.0,9,0,1,0,1.0
147682,0,0.070112812,67,0,0.247338881,5166.0,16,0,1,0,0.0
20155,0,0.736116567,41,1,0.863063324,6900.0,7,0,2,0,0.0
27784,0,0.0,58,0,0.091181764,3333.0,6,0,0,0,6.0
99153,0,0.991000818,38,1,2.61598858,1400.0,5,0,2,0,2.0
115934,0,0.081574085,60,0,0.340568202,11333.0,17,0,1,0,1.0
21135,0,0.690642101,56,5,0.553716729,7250.0,14,0,3,0,0.0
49547,0,0.458754125,26,0,0.475701194,3600.0,10,0,2,0,0.0
95869,0,0.038285619,66,0,0.344989793,11266.0,12,0,2,0,0.0
11876,0,0.146403967,74,0,0.757874941,2126.0,10,0,2,0,1.0
71853,0,0.527905071,52,0,0.50499918,6100.0,12,0,1,0,0.0
12139,0,0.235259521,48,0,1359.0,,7,0,1,0,0.0
48450,0,0.016825598,75,0,0.132232387,8416.0,10,0,1,1,0.0
128471,0,0.019688976,66,0,1305.0,,8,0,1,0,0.0
56057,0,0.054238267,43,0,0.245784979,9133.0,13,0,1,0,2.0
147296,0,0.347528196,43,0,0.318136373,5000.0,11,0,2,0,1.0
97703,0,0.0,46,0,0.635520814,5500.0,4,0,1,0,0.0
136001,0,0.496513085,48,0,0.270547945,4671.0,9,0,0,0,1.0
125248,0,0.015726317,59,0,0.645498165,7085.0,12,0,1,0,0.0
138600,0,0.0,64,1,0.188603799,3000.0,5,0,0,0,0.0
85928,0,0.163107578,82,1,0.144625407,4604.0,7,0,2,0,0.0
119443,0,0.77869088,26,0,0.400249896,2400.0,7,0,0,0,0.0
131532,0,0.555492457,61,0,0.435614691,10972.0,18,0,4,0,2.0
72714,0,0.462165308,40,0,1566.0,,7,0,0,0,0.0
118101,0,0.089701194,64,1,0.138300405,4200.0,10,0,0,0,1.0
25145,0,0.624497481,44,0,0.806008902,8087.0,10,0,2,0,2.0
82985,0,0.404649235,63,0,0.251187203,4000.0,5,0,1,0,0.0
138177,0,0.0,30,1,0.37394247,6500.0,10,0,1,0,2.0
85337,0,0.018987875,37,0,0.611277744,5000.0,9,0,3,0,1.0
7721,0,0.593850831,41,0,0.287481536,5415.0,11,0,0,0,0.0
51381,0,0.9999999,35,0,1.128746104,4170.0,3,0,1,0,1.0
107404,0,0.080174556,76,0,0.008540976,14166.0,7,0,0,0,0.0
104482,0,0.109737678,61,0,0.572644118,4700.0,14,0,2,0,0.0
116835,1,0.900458142,26,1,0.082566462,3911.0,7,0,0,1,0.0
38872,0,0.06437425,36,0,0.168186424,2960.0,5,0,0,0,0.0
76807,0,0.308534348,57,0,0.74948123,5300.0,11,0,3,0,2.0
23584,0,0.171031959,52,0,0.703659268,3333.0,11,0,2,0,1.0
36133,1,0.9999999,43,3,1.024390244,5616.0,4,0,2,1,0.0
138650,0,0.85262691,58,0,0.604257929,11413.0,13,0,1,0,1.0
47725,0,0.099609296,62,0,2416.0,,16,0,2,0,1.0
134485,0,0.073016708,26,0,0.385076616,1500.0,8,0,0,0,1.0
67010,0,0.509582446,73,0,0.113201999,3400.0,8,0,0,0,0.0
75137,0,0.402235506,56,0,2333.0,,18,0,1,0,1.0
108531,0,0.0,39,0,0.006856359,5833.0,4,0,0,0,2.0
57283,0,0.061848208,57,0,0.007204761,9576.0,9,0,0,0,0.0
102850,0,0.191254075,52,0,0.32103254,5500.0,8,0,2,0,3.0
97642,0,0.148127681,52,0,0.304278693,6917.0,13,0,1,0,3.0
132063,0,0.091053244,61,0,0.441093151,6000.0,17,0,1,0,0.0
77057,0,0.160580575,54,0,0.323225722,7650.0,16,0,1,0,1.0
74649,0,0.390321936,29,1,0.215773396,3600.0,4,0,1,0,0.0
76880,0,0.076840243,54,0,0.394780261,6666.0,5,0,2,0,2.0
31647,0,0.623344958,53,3,0.400786557,11187.0,10,0,2,2,1.0
107507,0,0.623536133,55,0,0.84448121,4230.0,9,0,1,0,1.0
4847,0,0.982516284,54,2,0.231838775,6400.0,5,0,0,0,0.0
118339,0,0.29403922,26,0,0.085582883,5000.0,9,0,0,0,0.0
96435,0,0.415131461,48,0,1546.0,,11,0,0,0,0.0
134921,0,0.287835608,74,0,0.31215971,550.0,4,0,0,0,0.0
101445,0,0.02573432,66,0,2023.0,,7,0,1,0,1.0
91284,0,0.383840669,59,0,1343.0,,7,0,0,0,0.0
15882,0,0.035712585,38,0,0.378550329,4400.0,4,0,1,0,2.0
34166,0,0.0,45,0,0.40409576,10400.0,7,0,1,0,2.0
77242,0,0.787475017,31,0,510.0,0.0,3,0,0,0,0.0
36836,0,1.009557418,58,0,0.158400615,2600.0,2,0,0,0,0.0
138451,0,0.0,28,0,0.51874063,2000.0,5,0,1,0,0.0
145164,0,0.9999999,49,0,0.011815496,4400.0,1,0,0,1,0.0
1455,0,0.822094232,76,0,325.0,,6,0,0,0,0.0
145234,0,0.124921877,46,0,3333.0,,10,0,2,0,4.0
130905,1,0.9999999,56,1,288.0,,1,3,1,0,0.0
129064,0,0.015954103,39,0,0.398830058,6666.0,10,0,2,0,1.0
92664,0,0.192524777,39,0,0.387093788,10800.0,11,0,2,0,2.0
104891,0,0.048319034,67,0,1050.0,,2,0,1,0,0.0
22221,0,0.9999999,26,0,0.369406868,960.0,5,0,0,0,0.0
47996,0,0.097618958,62,0,0.724606772,3750.0,8,0,1,0,0.0
15586,0,0.052147898,53,0,0.324711748,6417.0,12,0,1,0,0.0
34230,0,0.0,32,0,0.0,1576.0,2,0,0,0,0.0
107501,0,0.017311959,66,0,0.003466205,7500.0,5,0,0,0,0.0
59211,0,0.270280405,37,0,0.119547915,6281.0,4,0,0,0,3.0
84656,0,0.9999999,58,0,0.117220695,4000.0,0,2,0,0,0.0
22228,0,0.778302589,63,0,0.271603279,7440.0,6,0,0,0,0.0
61546,0,0.138510328,61,0,0.329941442,10416.0,9,0,2,0,0.0
66811,0,0.9999999,40,0,100.0,,0,0,0,0,1.0
135109,0,0.135997624,46,0,2731.0,,24,0,1,0,3.0
36399,0,0.393989983,57,1,0.161892525,13230.0,14,0,1,0,0.0
134313,0,0.01552069,77,0,0.003554766,4500.0,3,0,0,0,0.0
110924,0,0.150330902,71,1,0.186180849,4500.0,10,0,1,0,0.0
90929,0,0.272118617,62,0,0.229501575,12378.0,9,0,1,0,0.0
109784,0,0.17301569,66,0,0.305087466,6230.0,14,0,1,0,0.0
133190,0,0.172965407,75,0,0.003408781,7333.0,2,0,0,0,0.0
28694,0,0.898210179,39,0,0.463832785,4257.0,6,0,0,0,2.0
69977,0,0.0,32,0,0.461339694,5030.0,6,0,1,0,0.0
95101,0,0.0,48,0,33.0,,6,0,0,0,
122656,0,0.125974805,38,0,0.006426276,2800.0,1,0,0,0,0.0
36770,0,0.493439344,51,0,0.308535317,12500.0,9,0,1,0,1.0
66956,0,0.262543896,58,0,0.495313086,5333.0,13,0,3,0,0.0
25514,0,0.685226939,56,1,0.56635139,3488.0,8,1,1,1,0.0
124701,0,0.024808782,58,0,0.348880138,8125.0,11,0,2,0,1.0
10802,1,0.496259352,54,1,0.364165329,4983.0,4,0,1,0,0.0
122991,0,0.137590215,53,0,0.148098768,18750.0,8,0,2,0,1.0
45,0,0.368875933,68,0,1687.5,1.0,31,0,1,0,0.0
101269,0,0.316504618,65,0,3713.0,,27,0,2,0,1.0
24625,1,0.9999999,41,2,0.145356102,2400.0,2,0,0,0,3.0
42598,0,0.07769741,58,0,0.271491403,2500.0,6,0,1,0,1.0
87081,0,0.194589086,55,0,1150.0,,19,0,0,0,1.0
56213,0,0.0,54,0,517.0,,4,0,1,0,
79602,0,0.011605092,60,0,0.325530035,13583.0,11,0,1,0,0.0
80645,0,0.9999999,59,0,0.699265976,4631.0,5,0,2,0,1.0
50268,0,0.989535695,35,0,0.487825357,3572.0,4,0,0,0,0.0
83623,0,0.1805186,56,2,0.923512748,6000.0,15,0,3,0,2.0
138255,0,0.049987503,74,0,0.000553812,10833.0,2,0,0,0,0.0
142170,0,0.0,66,0,1112.0,,7,0,1,0,2.0
128223,1,0.0,54,1,0.386358587,4500.0,5,0,1,0,0.0
40360,0,0.094064016,42,0,0.330381374,7000.0,8,0,1,0,3.0
74440,0,0.049396707,37,0,1913.0,,5,0,2,0,0.0
58897,0,0.9999999,70,0,3.0,,1,0,0,0,0.0
133970,0,0.072829287,81,0,0.470286885,1951.0,3,0,0,0,0.0
119721,0,0.01086946,68,0,0.489878543,3210.0,12,0,1,0,0.0
85544,0,0.396649554,56,1,0.674831292,4000.0,7,0,1,0,2.0
52603,0,0.067205539,32,0,0.307159045,7500.0,18,0,1,0,0.0
110865,0,0.263785556,38,0,0.928279247,7333.0,9,0,2,0,0.0
122032,0,0.257038781,67,0,0.346074216,18836.0,17,0,2,0,1.0
64403,0,0.966016992,55,0,0.176120882,4036.0,10,0,0,0,0.0
149822,0,0.000253158,65,0,0.000266631,7500.0,12,0,0,0,0.0
132788,0,0.900328508,58,0,0.221650589,4664.0,8,0,0,0,0.0
92204,0,0.297412955,63,0,0.310135517,7083.0,19,0,1,0,0.0
47951,0,0.017168967,34,0,0.378599222,2569.0,8,0,1,0,2.0
4807,0,0.023873566,68,0,0.526641724,7750.0,14,0,2,0,0.0
41366,0,0.042988971,55,0,39.0,,4,0,0,0,0.0
