"X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
71278,1,0.561098466,50,1,0.066514806,13169,5,0,0,1,2
122454,1,0.51108118,51,0,0.275065963,6063,5,0,1,0,0
84806,1,0.9999999,51,98,0,NA,0,98,0,98,0
53598,1,0.407973334,29,0,0.187893728,3650,4,0,0,0,0
67040,1,0.826347305,36,0,0.236488597,3200,12,0,0,0,0
75349,1,0.970562355,40,2,0.369506353,4800,8,0,1,0,2
122986,1,0.953770145,53,0,0.558055243,8000,15,0,2,0,0
32000,1,0,43,0,0,NA,11,0,0,0,0
86426,1,1.563020544,61,3,0.219760831,5100,7,3,0,4,0
50419,1,0.9999999,32,1,0.858190302,6000,6,0,2,0,3
107458,1,0.9999999,40,1,0.092405653,6438,1,2,0,0,2
87101,1,1.009080706,46,3,0.502532658,3750,5,0,0,0,4
95426,1,0.025949077,62,0,0.18960099,10500,32,0,2,0,0
10068,1,0.159993044,49,0,0.271820449,400,3,0,0,0,0
18203,1,1.281718282,47,3,395,NA,5,0,1,1,1
6683,1,0.508330905,53,1,0.505494505,10100,13,0,2,0,0
90392,1,0.340996125,56,0,0.320397907,19300,17,0,3,0,2
50805,1,0.624978817,43,1,0.115836758,10462,7,0,0,0,2
94427,1,0.884662277,44,1,2745,NA,13,0,1,0,0
75050,1,0.018107966,31,0,0.178912352,6913,10,2,0,0,4
48571,1,0.9999999,31,4,1082,NA,4,4,0,1,0
28804,1,0.695320851,38,0,0.618575064,7859,8,0,2,0,3
76526,1,0.116499752,65,1,0.176821821,7368,11,0,2,0,0
110860,1,0.9999999,37,2,0.186684551,8200,4,0,1,0,2
31892,1,0.438513563,48,0,0.38795424,5943,15,0,1,0,0
72518,1,0.9999999,54,98,0,NA,0,98,0,98,0
100910,1,0.975041597,34,3,0.119180088,3414,15,0,0,0,3
40846,1,0.902016331,43,1,687,NA,2,0,0,0,0
56702,1,0.9999999,55,0,0.046990602,5000,1,0,0,0,0
30366,1,0.045869095,51,0,0.441133222,10200,15,1,2,1,2
149925,1,0.673698801,62,1,3653,NA,16,0,1,0,1
143661,1,0.077883489,56,0,0.962233466,5533,9,0,2,0,0
65853,1,0.361638362,33,0,0.002553105,9791,1,0,0,0,3
25509,1,0.51911978,52,0,0.660935626,2500,11,0,1,0,0
79432,1,0.9999999,57,1,0.038568257,3603,3,0,0,0,1
100913,1,0.138749881,61,0,0.214430482,7400,16,1,1,0,0
146265,1,0.9999999,37,0,13,NA,0,1,0,0,0
29543,1,0.9999999,40,0,0.005782918,2247,0,0,0,0,0
82045,1,1.052731576,50,0,0.431104593,15000,11,0,2,1,2
97168,1,0.596972432,53,0,2620,NA,13,0,1,0,0
119223,1,0,72,0,0.169970785,9583,3,0,1,0,0
95644,1,0.536070308,51,1,0.269421957,7040,5,5,0,0,1
141928,1,0.9999999,52,1,0.37175,3999,3,3,1,3,0
14789,1,0.9999999,23,98,0,NA,0,98,0,98,0
53936,1,0.789779363,75,0,0.50780762,1600,16,0,0,0,0
45541,1,0.118782555,33,1,0.255807116,3400,8,0,0,2,0
81358,1,1.023932142,36,1,101,NA,1,0,0,0,0
74609,1,0.031181272,51,0,0.904240447,8583,11,0,3,0,4
59215,1,0.9999999,31,0,1561,NA,2,3,1,1,2
148948,1,0.17169154,40,0,0.384676776,6264,4,0,1,0,0
13438,1,0.815819412,29,0,3.320341048,820,9,0,2,0,0
111221,1,0.481291069,51,4,2611,NA,11,2,1,1,0
133074,1,0.925170068,41,0,0.022661631,4500,1,0,0,1,3
120572,1,0.931098227,35,2,0.431253529,7083,16,0,1,1,4
80925,1,0.010907108,47,4,0.21575748,12666,9,2,1,2,1
15630,1,0.119924825,45,0,0.612903226,3068,11,0,2,0,3
68654,1,0.961456881,49,0,0.653884216,8083,12,0,2,0,1
51000,1,0,88,5,0,9500,9,1,0,1,0
116192,1,0.990230259,50,5,0.265716785,8000,12,0,0,0,0
42313,1,0.619557459,24,0,0.009024644,2880,1,0,0,0,0
2704,1,1.094433952,40,4,0.315929793,4500,7,0,0,0,2
121468,1,0.155550617,61,2,0.156968606,5000,7,0,0,1,0
11713,1,0.00749925,54,0,0.368091762,958,5,0,0,0,1
20210,1,0.335129373,55,1,1962.5,1,21,0,1,1,0
4158,1,0.323280507,60,0,0.566333383,6700,9,0,2,0,1
121914,1,0.894776306,30,2,0.35019112,3400,5,0,0,1,0
105668,1,0.86452981,49,1,5974,NA,16,0,2,0,2
116455,1,0.456203962,53,0,0.56323946,6000,7,0,1,0,3
41705,1,0.402410463,53,2,0.362909273,4000,15,0,2,1,0
21582,1,0.9999999,29,0,0.516571724,3861,4,0,2,0,1
111053,1,0.9999999,30,0,0.623994484,4350,9,2,1,4,0
143517,1,0.869328494,40,1,0.48344095,4800,6,0,1,0,2
40784,1,0.969100618,47,2,1.083436151,6483,10,0,2,0,2
38683,1,0.357240251,53,0,0.455006922,4333,4,0,1,0,3
3460,1,0.530960507,51,2,0.151082251,2309,10,1,0,0,0
49384,1,0.518321119,37,2,1535,NA,5,1,1,1,0
41055,1,0.699255225,53,0,1135,NA,10,3,0,2,0
64931,1,0.9999999,40,2,1.030333842,5900,10,1,4,0,0
26185,1,0.762192246,41,3,0.521344866,7167,14,0,3,0,1
124167,1,0.32720681,59,1,4.799674267,1841,20,0,5,0,0
40626,1,1.340732519,42,2,0.130637636,4500,4,2,0,0,1
79975,1,0.9999999,43,0,30,NA,1,2,0,0,0
104548,1,0.804398534,65,0,0.292165772,7262,7,1,1,0,0
15923,1,0.930667359,35,1,706,NA,7,2,0,1,0
127050,1,0.772523695,47,0,2.035273369,1700,10,0,2,0,2
47039,1,0.837410072,57,1,0.691077231,4000,10,0,1,0,0
75586,1,0.9999999,67,2,706,NA,2,3,0,2,0
145418,1,0,27,0,0,NA,2,0,0,2,0
49964,1,0.9999999,35,0,0.044888798,4900,3,1,0,0,0
98572,1,0.751696065,66,0,0.665256681,5200,10,1,1,0,1
146949,1,0.054416074,39,0,0.555166783,4286,6,0,2,0,0
104704,1,0.391910037,52,0,0.559863448,4100,6,0,1,0,3
118617,1,1.389513109,53,4,0.152542373,2300,5,2,0,0,0
133957,1,1.00179964,38,3,2.934065934,1000,7,0,2,1,1
3860,1,0.781885397,44,1,0.608878224,5000,10,2,1,1,0
13102,1,0.312162899,35,1,1.5337132,2105,11,0,1,0,2
84747,1,0.63224517,57,1,1.319347319,3431,11,0,5,0,2
86686,1,0.9999999,48,1,0.288311216,5500,2,2,1,1,0
54545,1,0.246203038,26,1,0.120432085,4350,4,2,0,0,1
47119,1,0.514714277,59,0,0.582104474,4000,8,0,1,0,1
17946,1,0.9999999,46,1,0.768675368,3600,2,2,1,1,3
109387,1,0.141001916,55,0,0.299903257,3100,4,0,0,0,0
132504,1,0.9999999,28,1,139,NA,1,1,0,1,1
116043,1,1.274725275,36,0,0.328557148,3000,2,4,0,0,2
87002,1,0.902262217,46,2,0.186440678,8200,6,0,0,0,1
24731,1,1.078921079,35,0,0.338314867,3880,9,0,0,0,2
116849,1,0.176889956,61,2,1.220889203,4250,15,0,3,1,0
83149,1,0.963356688,47,0,0.834506372,5256,17,0,2,0,1
11801,1,0.629852906,43,4,0.553965008,4400,15,3,0,0,2
8854,1,0.150407085,45,0,0.13027179,3200,3,0,0,0,0
103629,1,0.005293806,58,2,0.077099821,3916,11,0,0,0,0
1714,1,0.9999999,52,0,0.237812128,6727,2,4,0,1,1
115299,1,0.9999999,33,1,0.266589729,1732,2,0,0,0,0
133218,1,0.325214716,43,0,619,NA,3,1,0,1,0
61812,1,1.06942516,46,9,0.346173868,1920,11,1,0,1,1
52488,1,1.286068717,45,2,0.297283786,6000,12,0,0,0,1
50503,1,0.978206203,54,3,0.592592593,3833,10,3,2,1,0
136580,1,0.9999999,65,1,597,NA,1,1,0,0,0
42992,1,0.930043723,28,2,0.118529097,2800,4,0,0,2,0
29327,1,0,86,1,0.082983403,5000,12,1,0,0,0
94493,1,0.9999999,41,0,0.516217608,5826,4,0,1,1,3
37027,1,1.043342111,44,2,1186,NA,15,1,1,0,2
64695,1,0.741441914,41,0,0.636284132,10290,12,0,2,0,0
38619,1,0.680995119,54,2,3450,NA,10,3,1,1,0
106923,1,0.6105599,45,1,0.289816815,12500,10,0,1,0,4
123318,1,0.398201626,60,0,0.361029997,7533,10,0,1,0,2
147691,1,0.9999999,66,0,0,NA,0,0,0,0,0
65669,1,0.471764657,48,1,0.370297941,8692,16,0,2,0,1
19292,1,0,26,2,0,4000,1,0,0,0,0
91647,1,0.958417971,52,4,0.381881676,9735,15,0,1,0,0
42176,1,0.9999999,27,0,0.279125567,3750,4,1,0,0,0
138406,1,0.61787948,49,0,0.363529871,2560,6,0,0,0,0
68942,1,0.933491218,47,1,0.310504294,4540,6,0,1,2,3
45181,1,0.959144975,48,0,0.554216867,4896,10,0,1,1,1
20482,1,0.88372093,39,2,0.405921681,4187,9,0,1,0,0
36845,1,0.9999999,57,0,0,NA,1,1,0,0,0
129543,1,1.02994012,64,1,0.23965207,3333,3,1,1,0,0
100579,1,1.118453628,48,0,0.038192362,5000,5,1,0,0,3
130226,1,0.296209078,53,0,0.438146463,4833,15,0,2,0,1
144925,1,0.194811908,39,2,0.368755048,26000,14,0,4,0,2
31131,1,0.410347202,60,1,0.39041871,2650,7,1,1,0,0
97167,1,0.434846746,45,0,396,NA,4,1,0,0,0
2083,1,0.056024823,58,3,1598,NA,5,1,2,0,NA
15511,1,0.425085262,49,1,3350,NA,12,0,2,0,1
99391,1,0.9999999,55,4,0.321320017,6908,5,0,1,1,1
30888,1,0.687402643,33,0,0.257774223,10000,9,0,2,0,0
83881,1,0.347287516,54,1,0.260570305,3050,5,0,1,0,0
115930,1,0.961293067,25,0,0.100346021,2600,5,0,0,0,0
130779,1,0.9999999,48,0,0,2900,0,1,0,0,0
47448,1,0.765234765,22,0,0.014656895,1500,1,0,0,0,0
90200,1,0,35,0,3295,NA,9,0,3,0,2
36082,1,0.9999999,32,1,628,NA,2,0,0,1,0
87247,1,0.524218866,48,4,0.415805236,10350,8,0,1,0,3
47091,1,0.052626809,86,2,52,NA,9,2,0,1,NA
114461,1,0.021213528,72,1,1887,NA,8,1,1,2,0
118832,1,0.356322788,60,3,1422,NA,10,0,2,0,0
140088,1,0.9999999,56,2,0.19300106,6600,3,3,0,0,0
17740,1,0.01343975,50,1,0.16236091,10334,6,1,1,0,3
94043,1,0,32,0,0.533275992,9300,11,0,3,0,1
6847,1,0.739710048,28,2,1.042714329,3300,8,1,2,1,0
67745,1,0,65,1,0.369950989,11833,8,1,1,0,1
116780,1,0.9999999,51,2,0.189291269,4500,4,4,0,1,0
137583,1,0.932133483,65,3,1.201534733,2475,6,0,2,0,0
4006,1,0.9999999,36,3,1848,NA,4,1,1,2,0
89812,1,0.9999999,38,0,0,2666,0,0,0,0,2
112809,1,0.432213982,33,0,0.328206114,5200,6,0,1,0,1
63918,1,0.378299203,33,0,0.840889502,5800,14,0,4,0,0
49719,1,0.351750973,70,2,0.946017994,3000,5,2,2,0,0
115810,1,0.9999999,56,0,0.058659556,8250,2,2,0,1,0
22585,1,0.675675676,46,4,0.242889992,8262,10,0,0,1,0
92291,1,0.455808335,43,0,0.213889306,20000,16,0,2,0,2
76276,1,0.788997575,50,0,0.496501166,3000,23,0,0,0,2
23352,1,0.773786978,51,1,2011,NA,20,0,1,0,NA
74498,1,0.755685941,35,1,0.483080513,2570,9,0,0,0,2
89480,1,0.9999999,39,3,0.982287601,3330,7,4,1,0,2
106512,1,0.9999999,40,0,0,NA,0,0,0,0,0
105667,1,0.882063882,51,1,0.498117647,4249,10,0,1,0,1
92784,1,0.036928694,93,0,0.003727866,13948,15,0,0,0,0
128778,1,0.9999999,64,0,394,NA,1,0,1,1,NA
49739,1,0.19424405,40,0,788,NA,6,0,0,0,1
73246,1,0.158596647,33,0,0.702016107,18500,36,0,13,0,0
42384,1,1.055625509,55,1,0.46831472,7968,21,0,1,2,0
102384,1,0.401532612,53,0,0.439246866,20500,22,0,5,0,1
126707,1,0,42,1,0.232368817,11300,4,0,1,2,2
121382,1,0.125958014,30,0,0.159157558,3750,5,0,0,0,0
32274,1,0.332102753,49,1,0.314761105,6550,8,0,1,0,2
131852,1,0.9999999,53,2,0.049512021,4200,2,1,0,0,0
1423,1,0,41,1,0.526684164,8000,4,1,2,1,1
68582,1,0.648857268,45,1,0.660122164,9167,15,0,2,0,1
20397,1,0.962366338,56,1,0.549417512,2660,9,0,1,1,0
95328,1,0.9999999,25,0,14,NA,0,0,0,1,NA
55915,1,0.924088936,39,1,0.267851717,6581,7,0,0,2,4
67946,1,0.288098603,47,0,0.144079602,5024,9,0,0,0,2
7325,1,0.475980001,39,1,0.521492836,3000,3,0,2,0,3
4019,1,0.075351938,67,0,0.333730429,5875,7,0,1,0,0
68249,1,0.313589624,60,0,0.225265643,4234,18,0,0,0,0
96015,1,0.319214662,48,0,0.883996057,6085,17,0,3,0,1
13526,1,0.888983537,61,1,0.771398611,7628,15,0,3,0,0
46905,1,0.536227045,72,0,0.802991233,9694,24,0,4,0,0
113351,1,0.9999999,46,1,14,NA,0,2,0,2,0
61579,1,0.931206879,44,2,0.84107946,2000,3,0,0,2,2
145452,1,0.366633367,33,0,4240,NA,4,0,2,0,2
92376,1,0.534616346,41,0,0.051985147,3500,3,0,0,0,0
113430,1,0.385941521,59,0,0.238935821,7930,5,0,1,0,2
22675,1,0.179828735,45,1,0.169731685,3316,6,1,0,1,1
107476,1,0.935447015,31,0,1002,NA,7,0,1,0,1
19945,1,0.157661889,40,0,0.282071793,10000,16,0,1,0,2
144963,1,0.9999999,28,0,50,NA,0,0,0,2,1
56603,1,0.9999999,42,98,0,7000,0,98,0,98,0
131545,1,0.9999999,43,0,509,NA,4,0,0,0,4
6893,1,0.9999999,51,0,1024,NA,3,1,1,0,0
143204,1,0.251497006,33,1,2398,0,5,1,2,0,1
85375,1,0,83,2,0.355328934,5000,6,0,1,0,0
34542,1,0.530087303,51,0,0.55244501,5500,9,0,1,0,0
138653,1,1.841654779,50,2,0.396256262,3792,4,2,1,0,1
49682,1,0.933554817,32,0,0.084878331,3451,5,0,0,0,2
134435,1,1.03109328,66,6,0.180750574,3916,15,0,0,1,0
81767,1,0.9999999,32,1,0.532056619,1200,3,0,0,0,1
9477,1,0.9999999,47,0,11,NA,0,1,0,0,0
55346,1,0.819523465,43,0,2.179937952,966,10,0,1,0,2
57763,1,0.052535903,30,0,349,NA,10,0,0,0,1
81852,1,0.079293081,90,2,0.027710327,7000,11,0,0,1,0
3813,1,0.473755047,54,3,0.15364106,6000,6,6,0,2,0
15772,1,0.938993391,56,1,0.246286896,5318,6,0,1,0,3
51285,1,0.256344388,72,2,0.463579354,2072,13,0,2,0,0
79880,1,0.473136915,39,2,0.41731105,4008,4,2,0,0,3
121200,1,0.03815551,75,0,830,NA,7,0,0,0,NA
131243,1,0.9999999,58,0,0.527492765,3800,4,0,2,0,3
30582,1,0.93006993,27,0,0.103158737,2500,4,0,0,0,0
104310,1,0.772933697,34,0,0.216909046,4056,4,2,0,3,3
79554,1,0.9999999,27,98,0,NA,0,98,0,98,0
123986,1,0.9999999,22,0,0.221462388,1900,1,0,0,0,0
51740,1,1.01349775,30,3,0.30743013,4400,10,0,0,0,0
29832,1,0.014621897,49,0,0.431399317,5859,14,1,3,1,0
90815,1,0.861962523,50,0,0.199013424,12365,16,1,0,0,2
28400,1,0.9999999,27,1,0.124947938,2400,1,0,0,0,1
109348,1,1.223880597,45,1,0.17994002,3000,4,3,0,0,2
98145,1,0.080932517,80,0,1,2500,11,0,1,2,0
19235,1,0.926592402,37,0,1.200587803,1360,5,0,0,0,2
96048,1,1.068627941,36,6,0.696375958,6787,9,3,1,1,4
84825,1,2.435129741,52,1,0.235224586,3383,2,0,0,1,0
75651,1,0.274483678,24,0,0.004402054,2725,2,0,0,0,0
136178,1,1.021956088,33,1,0.107393172,4422,4,3,0,0,0
49575,1,0.9999999,32,0,0.276163699,3200,2,0,0,0,0
65558,1,0.905118602,76,2,0.820790816,1567,8,0,2,0,0
92076,1,0,51,4,0.448131955,5031,5,0,1,1,0
101203,1,1.482758621,36,1,38,NA,4,0,0,0,0
80026,1,0.957591081,39,3,1808,NA,8,1,1,0,0
109227,1,0.431952889,28,0,0.204295766,8100,7,0,2,0,2
22491,1,0.012720086,42,0,0.299847077,8500,14,0,1,0,2
59890,1,1.096451774,39,4,0.922707798,5834,7,0,1,0,1
61246,1,0.122651339,62,0,0.319557196,4064,13,0,1,0,1
70667,1,0.21590121,78,1,0.393535488,3000,9,0,1,0,0
76511,1,0.76624875,37,0,0.444584781,9500,5,0,2,0,2
131076,1,0.9999999,36,2,0.211518684,2916,7,1,0,0,0
129979,1,1.069302379,38,2,0.313789655,11000,7,0,4,0,0
24475,1,0.9999999,57,9,1.01270648,1573,7,0,0,0,1
42537,1,0.9999999,51,1,0.070289983,17000,3,1,0,0,6
125908,1,1.129959388,39,1,0.226133001,6420,7,3,0,1,0
51201,1,0.97029703,44,1,0.55922039,2000,11,0,1,0,3
698,1,2066,58,0,0.27112148,6000,8,1,1,0,1
134919,1,0.9999999,34,1,0.272484417,2245,2,0,0,0,1
45402,1,1.00528964,34,0,1.811042361,2100,12,0,2,0,3
119678,1,1.15827707,50,1,0.718715393,4514,9,11,1,1,1
25544,1,0.762034514,63,0,0.096063859,3632,4,0,0,1,0
78039,1,0.561929759,43,0,0.385854008,8383,12,1,3,0,1
12538,1,0.976744186,63,1,209,NA,2,0,0,1,NA
72081,1,1.004385528,48,4,1.163225386,4600,16,1,2,2,1
28663,1,1.021736768,41,3,0.352867308,7166,13,0,1,1,0
27501,1,0.657848668,52,1,0.533240997,2165,4,2,1,1,1
39917,1,0.012025344,31,0,886,NA,12,0,0,0,0
23977,1,0.97420187,37,2,0.124652816,9000,8,2,1,2,2
122896,1,0.77844644,38,0,0.419720187,1500,5,0,0,0,1
63251,1,0.430923537,36,0,4075,NA,19,0,2,0,0
123636,1,0,43,2,0.365489001,10500,12,1,2,0,4
77787,1,0.9371909,49,4,0.429009465,7500,14,2,2,3,0
24151,1,0.952268258,39,0,0.8948022,5636,8,0,2,0,2
70743,1,1.115463635,31,1,0.854715095,3000,6,1,1,2,0
110855,1,0.255709202,46,0,1603,NA,10,0,1,0,0
65144,1,0.9999999,41,0,0.158841159,2001,0,9,0,1,2
99530,1,0.751619627,56,4,0.353699697,11554,12,0,2,0,2
51089,1,0.429496648,52,0,113,NA,2,0,0,0,0
42932,1,0.425249169,23,0,0.002497918,1200,2,0,0,0,0
112519,1,0.95978698,73,3,0.724372955,3667,9,0,1,1,0
15609,1,2.787375415,35,1,85,NA,2,0,0,0,0
89640,1,0.062211556,61,1,1.649500384,1300,11,1,1,0,0
4575,1,0.090751779,59,3,0.61098991,7333,4,1,2,0,0
123321,1,0.193247126,53,1,0.504998781,4100,7,4,2,2,2
66918,1,0.672866044,50,0,0.459448896,5116,15,0,2,0,1
55384,1,0.411383105,29,0,0.802093245,1050,10,0,0,0,0
42942,1,0.9999999,59,0,159,NA,1,0,0,0,0
27691,1,0.9999999,68,1,0.786108919,1266,4,0,3,1,0
106381,1,0.87359108,36,2,0.424726661,4755,8,4,0,0,1
140687,1,0.989844494,53,1,0.261261261,3773,6,2,0,0,1
143006,1,0.480211382,50,1,0.406906046,8716,14,0,1,0,0
16159,1,0.849270665,62,1,0.056441327,3135,9,2,0,1,0
23573,1,0.9999999,24,98,0,NA,0,98,0,98,0
88154,1,0.035458478,33,3,0.296351824,2000,10,0,0,1,0
80232,1,0.9999999,25,1,0.085958771,2570,4,2,0,0,3
94202,1,0.9999999,54,2,0.349858928,2480,3,1,0,0,0
424,1,0.991502124,61,10,1.2979007,3000,11,2,3,5,1
97370,1,0.960968558,45,2,4824,NA,9,5,3,1,0
79890,1,0.774131522,31,3,0.436015511,4125,8,1,0,0,0
111444,1,1.241953385,39,2,742,NA,5,1,0,4,0
99766,1,0.98462721,66,3,2.302609661,1800,6,0,2,1,0
54971,1,0.9999999,37,0,0.003528374,3400,0,6,0,0,1
68474,1,0,62,1,6667,NA,14,0,4,0,0
142817,1,0.651049779,37,0,0.215900976,4200,6,0,0,0,0
117151,1,0.912690169,61,1,2004,NA,12,1,1,0,NA
75525,1,0.444854638,53,1,0.289871504,10583,6,0,2,0,1
64416,1,0.246468424,61,5,0.357107149,6000,24,0,1,0,0
112817,1,0.9999999,54,1,0.168186618,10416,7,0,1,1,0
180,1,0.946963874,35,0,1593,NA,6,0,1,0,1
41871,1,0.303299633,42,0,0.426992897,3800,8,1,1,0,1
113452,1,0.942902569,52,0,0.519118997,13075,14,3,2,2,1
98152,1,0.80680552,52,0,1966,0,7,0,1,0,0
119249,1,0.13094009,39,0,0.077288942,9250,3,0,0,0,0
64993,1,0.667004678,39,0,0.597834205,5355,10,0,2,0,3
63237,1,1.074985003,26,2,0.711634547,1400,8,0,0,3,0
98384,1,0.93510337,46,0,4014,NA,12,0,1,1,1
138402,1,0.9999999,35,0,0.054778089,2500,1,0,0,0,0
47748,1,0.930232558,45,0,0.029328445,6000,2,1,0,0,2
112416,1,0.665880328,63,0,6164,NA,16,0,3,0,0
78030,1,1.058588282,29,3,0.436410174,6250,9,0,1,0,0
53394,1,0.021781026,41,0,0.021905078,3012,3,0,0,0,2
35176,1,0.956087824,38,2,0.324957167,1750,7,1,0,0,1
119148,1,1.076505108,53,0,0.510566357,1182,8,1,0,0,2
97399,1,0.286523783,55,1,0.675620188,5844,9,0,4,0,3
148390,1,0.851293445,34,2,0.434964769,5250,9,1,2,0,0
69769,1,1.003646973,36,3,0.179388261,3628,5,0,0,2,0
137642,1,0.689243028,40,0,0.001621271,3083,1,0,0,0,3
138411,1,0.9999999,55,1,0.103399029,3500,1,1,0,0,1
51650,1,0.9999999,30,0,0.143697264,3910,3,0,0,1,3
116708,1,0.155414833,47,0,0.320244328,4583,7,0,2,0,0
116792,1,0.994637875,46,0,1.126213592,8960,9,0,4,0,0
23635,1,0.9999999,35,2,0.362155689,4174,6,0,2,0,0
60883,1,1.083444415,45,0,0.109372283,5750,11,1,0,0,0
137437,1,0.9999999,31,0,134,NA,1,1,0,0,0
94105,1,0.723310676,24,0,0.123384254,850,4,0,0,0,0
73816,1,0.957295982,31,0,0.954321393,3042,12,0,2,0,3
120603,1,0.9999999,56,1,0.428103602,3358,3,0,1,2,1
654,1,0.314685703,51,3,0.160317928,16984,13,0,2,1,4
12806,1,0.9999999,29,0,412,NA,1,0,0,1,0
137747,1,0.613409415,49,0,0.31351461,4927,6,1,1,1,0
37861,1,0.306552821,39,0,0.538162426,9000,5,0,2,0,0
56300,1,0.938053817,49,5,0.363858066,8200,9,2,2,0,1
95341,1,0.9999999,32,0,0.122371596,2900,4,0,0,0,2
139591,1,0.341639748,22,0,0.074423771,3600,5,0,0,1,0
18689,1,0.9999999,57,0,0,3501,0,1,0,0,0
57846,1,0.057058914,63,1,0.124818578,6200,7,0,2,1,1
16498,1,0.504875941,40,2,0.236601579,4813,13,0,1,0,1
62591,1,0.9999999,63,2,0.006499188,8000,0,0,0,1,0
125405,1,0.226389472,46,2,0.362688379,14000,19,0,2,0,2
13887,1,0.922072556,41,4,0.400343643,5819,12,1,2,0,3
147532,1,1.020395921,61,0,0.166568838,15332,6,2,1,2,1
121903,1,0.624061527,61,1,0.135957471,8840,4,0,0,0,0
142848,1,0.9999999,46,0,0,3855,0,0,0,0,1
50121,1,0.861569215,40,0,0.200879472,5002,8,0,0,0,1
113227,1,0.9999999,38,0,0.237288136,1415,3,0,0,0,2
122219,1,0.90319163,61,3,1577,NA,7,1,0,0,NA
143223,1,0.468446487,52,0,0.516177416,4666,13,0,1,0,0
52110,1,1.052778888,51,2,3668,NA,2,0,1,1,0
122873,1,0.65512087,41,0,0.146806258,8500,8,0,0,0,0
36621,1,0.981555032,42,1,0.553602243,9271,21,0,2,0,1
64869,1,0.484653819,59,0,0.106695355,7900,4,0,0,0,1
129471,1,0.687176198,42,0,0.874524112,6303,11,0,3,0,1
129438,1,0.930738409,48,0,0.56473921,6000,13,1,1,0,1
127935,1,0.9999999,45,0,0.006027273,13272,1,1,0,0,3
20870,1,0.086791565,63,0,1910,NA,9,0,2,0,0
56316,1,0.872031992,24,3,0.795714286,6999,6,0,3,0,0
112907,1,0.019192323,34,3,0.177789787,3700,6,3,0,0,0
94588,1,0.004277434,90,3,23,NA,24,0,0,0,0
67977,1,0.9999999,31,1,362,NA,2,3,0,0,0
45369,1,0.9999999,55,98,0,NA,0,98,0,98,0
968,1,1.004421666,48,3,0.605098725,4000,10,0,2,0,1
71824,1,0.89647667,38,0,0.311935067,5420,9,0,1,0,2
147084,1,0.244349718,64,0,1.225050916,981,13,0,1,0,0
44315,1,1.053324869,36,2,0.186700767,5864,5,2,1,2,2
1201,1,0,36,0,0.157678245,4375,7,0,0,0,2
117539,1,0.515846562,42,0,2.270260747,2837,4,0,2,0,2
66881,1,1.358641359,36,3,0.274750081,3100,5,3,0,1,2
63804,1,0.155781005,49,1,0.609861395,4400,13,0,2,0,0
106538,1,0.209911604,54,0,1.57057257,1501,8,0,3,0,0
129406,1,0.9999999,56,0,0,NA,0,0,0,0,0
137241,1,0.199960008,41,0,0.74921451,3500,5,0,2,0,0
60162,1,0.979783324,42,1,0.556563158,10916,11,0,4,1,0
115405,1,0,42,1,0.378225299,3177,7,1,2,1,2
88969,1,1.173469388,38,1,0.57677665,1575,5,6,0,3,0
99622,1,1.892215569,64,1,2398,NA,3,2,1,1,0
140539,1,0.281383047,50,1,1.077709152,8904,10,0,4,0,0
135146,1,0,33,0,0.078867381,6250,3,1,0,0,3
3593,1,0.018899055,62,1,1517,NA,5,0,2,0,0
64361,1,1.49500998,41,1,472,NA,2,2,0,1,1
84120,1,0.304242395,69,1,0.163043478,5703,6,0,0,0,1
92675,1,0.9999999,49,1,0.227059326,2342,1,0,0,0,0
24794,1,0.316947175,40,1,0.211964673,6000,9,0,1,0,0
116966,1,0.929017746,43,1,0.501684762,2670,4,0,2,1,4
66620,1,0.066551922,53,2,0.586611606,4600,5,1,1,0,3
34284,1,0.9999999,22,0,0.234853217,1600,1,0,0,0,0
55155,1,0.867018997,55,1,2296,NA,5,2,2,1,0
51678,1,1.053814311,61,3,0.48290804,6230,12,2,2,1,0
114993,1,0.000699977,62,0,966,NA,4,0,1,0,0
126683,1,0.344297373,38,0,1.789157965,4500,23,14,11,1,0
120116,1,0.9999999,38,0,0,2500,1,2,0,0,2
80889,1,0.9999999,27,0,0.662674651,500,1,0,0,1,0
123351,1,0.9999999,47,2,0.247244314,7166,5,0,1,0,0
117738,1,0.849334231,49,4,0.615397434,6000,9,2,2,0,0
50347,1,0.406576316,54,2,0.661658031,3859,7,1,1,0,2
30700,1,0.556387748,35,0,0.328483085,2748,6,0,0,0,0
32144,1,1.043824701,55,0,0.004824259,1450,1,0,0,0,0
106623,1,0.920265781,46,2,0.053035724,57300,4,2,2,1,2
38170,1,0.917445797,48,1,0.386426096,8368,10,0,1,0,1
46754,1,0.380055863,40,0,0.333462771,10300,15,0,2,0,1
71356,1,0.078434773,42,0,0.250249917,3000,6,0,0,0,0
23633,1,0.021913178,48,0,0.19837355,7500,7,0,1,0,1
73369,1,0.798018039,47,0,1.491924319,6500,18,0,2,0,2
79490,1,1.253651038,56,2,427,NA,4,2,0,0,0
146372,1,0.972781558,41,1,5.219269103,300,4,1,0,0,0
56357,1,0.877078578,50,0,1.326504245,5417,15,0,5,0,0
