"id","Instance_number","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","Cluster","SeriousDlqin2yrs"
27334,27333,1,55,1,0.495263,"6226",8,1,2,1,"1","cluster0","n"
27335,27334,0.800664,41,0,375,"?",4,3,0,0,"0","cluster0","n"
27336,27335,0.027449,66,0,0.047952,"1000",5,0,0,0,"0","cluster0","n"
27337,27336,0.025166,47,0,841,"?",8,0,1,0,"0","cluster0","n"
27338,27337,0,46,0,0.546041,"6667",13,0,2,0,"1","cluster0","n"
27339,27338,0.10017,42,0,0.494337,"8916",7,0,3,0,"0","cluster0","n"
27340,27339,0.027887,51,0,0.652058,"6000",14,0,2,0,"0","cluster0","n"
27341,27340,0.741966,41,2,0.256083,"9000",9,1,1,0,"2","cluster0","n"
27342,27341,1,65,0,0.013904,"4458",1,0,0,0,"0","cluster0","n"
27343,27342,0.618899,53,0,0.238411,"7700",9,0,0,0,"0","cluster0","n"
27344,27343,0.520591,50,0,0.43563,"10159",7,0,3,0,"5","cluster0","n"
27345,27344,0.609492,46,0,0.28906,"3500",12,0,1,0,"1","cluster0","n"
27346,27345,1.065755,53,2,0.19724,"8841",13,0,1,0,"2","cluster0","y"
27347,27346,0.08118,51,0,0.279589,"25000",12,0,3,0,"3","cluster0","n"
27348,27347,0,56,0,0.532254,"4200",4,0,1,0,"0","cluster0","n"
27349,27348,0.484357,48,0,0.338266,"11014",7,0,1,0,"1","cluster0","y"
27350,27349,0.569167,29,0,0.453109,"5000",12,0,1,0,"0","cluster0","n"
27351,27350,0.121668,58,0,0.339806,"1750",7,0,0,0,"0","cluster0","n"
27352,27351,0.043141,31,0,0.338741,"6225",7,0,2,0,"0","cluster0","n"
27353,27352,0.042749,77,0,0.039532,"6500",8,0,1,0,"0","cluster0","n"
27354,27353,0.934503,58,0,1.775858,"4340",7,0,2,0,"0","cluster0","n"
27355,27354,0.030988,28,1,0.074923,"7500",12,0,0,0,"3","cluster0","n"
27356,27355,0.385925,32,0,0.383113,"7117",7,0,2,0,"2","cluster0","n"
27357,27356,1,23,0,0,"?",0,0,0,0,"0","cluster0","n"
27358,27357,0.02797,32,1,0.625251,"2486",11,0,1,0,"1","cluster0","n"
27359,27358,0.007998,25,0,0.04918,"2500",6,0,0,0,"0","cluster0","n"
27360,27359,0.021372,71,0,0.06998,"3500",13,0,0,0,"0","cluster0","n"
27361,27360,0.334569,58,1,0.655367,"6194",16,0,2,0,"0","cluster0","n"
27362,27361,0,43,0,0.501119,"6700",5,0,3,0,"0","cluster0","n"
27363,27362,0.731003,40,0,0.416868,"8702",12,0,1,0,"2","cluster0","n"
27364,27363,0.42222,46,0,1.349174,"4965",10,0,5,0,"2","cluster0","y"
27365,27364,1,52,0,1062,"?",4,3,1,0,"0","cluster0","n"
27366,27365,0.904718,40,2,764,"?",7,0,1,0,"2","cluster0","n"
27367,27366,0,46,0,1870,"?",14,1,2,0,"2","cluster0","n"
27368,27367,0.01443,59,0,0.278632,"4094",5,0,1,0,"0","cluster0","n"
27369,27368,0.092479,87,0,45,"?",1,0,0,0,"?","cluster0","n"
27370,27369,0.162585,50,1,3327,"?",6,0,1,0,"0","cluster0","n"
27371,27370,0.544174,64,0,4796,"?",9,0,3,0,"0","cluster0","n"
27372,27371,0.017131,79,0,0.185602,"5069",7,0,1,0,"0","cluster0","n"
27373,27372,0.429641,57,0,9211,"?",11,0,7,0,"0","cluster0","n"
27374,27373,0.206098,45,1,0.325078,"8600",19,0,2,0,"2","cluster0","n"
27375,27374,0.170822,66,0,428,"?",5,0,0,0,"?","cluster0","n"
27376,27375,0.299655,48,0,0.502636,"5500",17,0,1,0,"0","cluster0","n"
27377,27376,0.035196,53,0,1364,"?",3,0,1,0,"0","cluster0","n"
27378,27377,0.992437,38,1,0.593323,"8416",7,0,4,0,"0","cluster0","n"
27379,27378,0.389862,46,2,1255,"?",11,0,2,0,"0","cluster0","y"
27380,27379,0.489051,30,0,0.112054,"5300",5,0,0,0,"1","cluster0","n"
27381,27380,0.095727,51,0,0.5023,"5000",8,0,2,0,"1","cluster0","n"
27382,27381,0.039691,39,0,0.126658,"15000",11,0,1,0,"2","cluster0","n"
27383,27382,0.010187,67,0,5,"?",6,0,0,0,"0","cluster0","n"
27384,27383,0.2993,30,0,1565,"?",5,0,1,0,"0","cluster0","n"
27385,27384,0.085106,56,0,82,"?",5,0,0,0,"0","cluster0","n"
27386,27385,0.098071,37,0,0.421596,"6000",11,0,1,0,"1","cluster0","n"
27387,27386,0.654072,70,0,0.613515,"12592",10,0,2,0,"0","cluster0","n"
27388,27387,0.576902,40,0,2153,"?",2,0,1,0,"1","cluster0","n"
27389,27388,0.375459,42,0,0.123708,"5900",4,0,0,0,"0","cluster0","n"
27390,27389,2e-04,38,0,0.387374,"2676",5,0,1,0,"1","cluster0","n"
27391,27390,0.086398,61,0,0.782073,"3000",16,0,2,0,"1","cluster0","n"
27392,27391,0.01628,47,0,2326,"?",8,0,2,0,"0","cluster0","n"
27393,27392,0.067076,57,0,0.377664,"20504",11,0,5,0,"1","cluster0","n"
27394,27393,0,59,0,0.445028,"6666",4,0,2,0,"0","cluster0","n"
27395,27394,0.913934,45,1,0.428043,"13250",11,0,2,0,"4","cluster0","n"
27396,27395,0.007237,74,0,9,"?",5,0,0,0,"0","cluster0","n"
27397,27396,1,66,0,0.193286,"6642",3,0,1,0,"0","cluster0","y"
27398,27397,0.144815,56,0,0.26583,"11875",5,0,1,0,"0","cluster0","n"
27399,27398,0.233896,34,0,685,"0",2,0,0,0,"3","cluster0","n"
27400,27399,0.694501,55,0,0.080824,"18100",10,0,0,0,"2","cluster0","n"
27401,27400,1.112273,49,1,0.331391,"1200",4,0,0,0,"2","cluster0","y"
27402,27401,0.441989,48,1,0.680575,"8771",13,0,2,0,"3","cluster0","n"
27403,27402,0.004405,76,0,0.006171,"2754",14,0,0,0,"0","cluster0","n"
27404,27403,0.468361,39,1,0.293391,"10122",12,0,2,0,"0","cluster0","n"
27405,27404,0.498543,46,0,0.074343,"12818",6,0,0,0,"3","cluster0","n"
27406,27405,1,39,1,0.440985,"3532",3,3,1,0,"0","cluster0","y"
27407,27406,0.088092,70,0,0.280236,"6101",7,0,1,0,"2","cluster0","n"
27408,27407,0.019211,33,0,0.001286,"7000",2,0,0,0,"0","cluster0","n"
27409,27408,0.682009,28,0,0.207754,"4100",8,0,0,0,"0","cluster0","n"
27410,27409,0.032712,79,0,2,"?",1,0,0,0,"?","cluster0","n"
27411,27410,0,63,0,0.153685,"5250",12,0,0,0,"0","cluster0","n"
27412,27411,0.776963,48,0,0.415154,"3800",8,0,1,0,"0","cluster0","n"
27413,27412,0.307516,36,0,0.477991,"6292",13,0,1,0,"1","cluster0","n"
27414,27413,0.231449,50,0,0.439138,"15074",15,0,3,0,"1","cluster0","n"
27415,27414,0.003088,41,0,0.000182,"10999",5,0,0,0,"3","cluster0","n"
27416,27415,1,92,0,0.252773,"6400",3,0,1,0,"0","cluster0","n"
27417,27416,0.738102,36,0,0.49572,"2569",15,0,0,0,"0","cluster0","n"
27418,27417,0.045207,52,1,0.26553,"11557",10,0,1,0,"5","cluster0","n"
27419,27418,0.068216,85,0,0.241503,"2500",8,0,1,0,"0","cluster0","n"
27420,27419,1,66,3,0.174957,"4040",6,0,0,0,"1","cluster0","n"
27421,27420,0.008459,60,0,0.084583,"5000",7,0,1,0,"0","cluster0","n"
27422,27421,0.668994,41,1,0.621582,"3400",7,0,1,0,"1","cluster0","n"
27423,27422,0.033482,48,0,0.039675,"10333",5,0,0,0,"0","cluster0","n"
27424,27423,0.086833,43,0,0.524248,"11608",18,0,3,0,"2","cluster0","n"
27425,27424,0.000234,65,0,0.185081,"10000",5,0,1,0,"0","cluster0","n"
27426,27425,0.003619,41,0,0.597826,"2115",5,0,2,0,"1","cluster0","n"
27427,27426,1,64,0,0,"?",2,0,0,0,"0","cluster0","n"
27428,27427,0.006161,93,0,6,"?",3,0,0,0,"?","cluster0","n"
27429,27428,0,49,0,0.290931,"4244",8,0,2,0,"0","cluster0","n"
27430,27429,0.173814,49,2,0.185894,"3501",14,0,0,0,"3","cluster0","n"
27431,27430,0.217694,36,0,68,"?",8,0,0,0,"0","cluster0","n"
27432,27431,0.746467,32,0,0.522576,"2546",7,0,1,0,"4","cluster0","n"
27433,27432,0.091884,61,0,0.314597,"4500",6,0,1,0,"0","cluster0","n"
27434,27433,0.12382,34,0,494,"?",9,0,0,0,"0","cluster0","n"
27435,27434,0.064469,53,0,0.582259,"3956",2,0,1,0,"2","cluster0","n"
27436,27435,0.650024,49,0,0.144886,"10000",6,0,0,0,"1","cluster0","n"
27437,27436,0.833513,36,0,0.290871,"10000",7,0,2,0,"2","cluster0","n"
27438,27437,0,64,0,0.149577,"16666",7,1,2,0,"1","cluster0","n"
27439,27438,0.088575,68,0,0.013391,"2762",3,0,0,0,"0","cluster0","n"
27440,27439,1.072664,30,2,0.190979,"3125",6,0,0,2,"0","cluster0","n"
27441,27440,0.021428,59,0,0.525233,"8896",14,0,2,0,"0","cluster0","n"
27442,27441,0.413655,32,0,0.565259,"2083",4,0,1,0,"0","cluster0","n"
27443,27442,0.177794,38,0,0.974051,"6666",13,0,2,0,"1","cluster0","n"
27444,27443,0,84,0,0,"2040",14,0,0,0,"0","cluster0","n"
27445,27444,0.13334,49,0,0.296426,"4000",8,0,2,0,"1","cluster0","n"
27446,27445,0.17023,38,0,0.356975,"4666",11,0,1,0,"2","cluster0","n"
27447,27446,0.012449,52,0,0.004115,"1700",2,0,0,0,"0","cluster0","n"
27448,27447,1,50,1,402,"?",3,0,0,0,"4","cluster0","n"
27449,27448,0.016471,67,0,734,"?",12,0,1,0,"1","cluster0","n"
27450,27449,1,22,0,0,"1000",1,0,0,0,"0","cluster0","n"
27451,27450,0.620292,39,0,0.624459,"3000",11,0,1,0,"3","cluster0","n"
27452,27451,0.197372,25,0,20,"0",1,0,0,0,"0","cluster0","n"
27453,27452,0.871929,72,0,1.131696,"3583",8,0,3,0,"0","cluster0","n"
27454,27453,0.541688,46,0,0.090136,"8109",5,0,0,0,"1","cluster0","n"
27455,27454,0.316344,65,3,2913,"?",8,0,1,1,"0","cluster0","n"
27456,27455,0.094808,54,0,0.046384,"9140",8,0,1,0,"0","cluster0","n"
27457,27456,0,65,1,817,"?",12,0,1,0,"0","cluster0","n"
27458,27457,0.013458,53,0,1787,"?",5,0,1,0,"1","cluster0","n"
27459,27458,0.190968,34,0,0.240133,"20800",10,0,3,0,"3","cluster0","n"
27460,27459,0.009401,47,0,0.005553,"2700",4,0,0,0,"2","cluster0","n"
27461,27460,0.161385,47,0,0.301424,"3300",7,0,1,0,"2","cluster0","n"
27462,27461,0.400012,64,1,4172,"?",14,0,2,0,"0","cluster0","n"
27463,27462,0.042714,48,0,996,"?",8,0,1,0,"0","cluster0","n"
27464,27463,1.01806,73,1,0.415402,"2700",7,0,1,0,"0","cluster0","y"
27465,27464,1,49,0,0.147952,"5298",1,0,0,0,"0","cluster0","n"
27466,27465,1,79,0,0,"?",1,0,0,0,"0","cluster0","n"
27467,27466,0.029884,74,0,0.196908,"1228",5,0,1,0,"0","cluster0","n"
27468,27467,0.346572,27,1,0.334842,"5082",6,0,1,0,"3","cluster0","n"
27469,27468,0.096785,52,0,3214,"?",5,0,1,0,"0","cluster0","n"
27470,27469,0.150387,29,0,0.132314,"3400",12,0,0,0,"0","cluster0","n"
27471,27470,0,58,0,2369,"?",13,0,2,0,"1","cluster0","n"
27472,27471,0.019837,32,0,369,"?",6,0,0,0,"0","cluster0","n"
27473,27472,0.566858,42,1,0.083993,"4166",4,0,1,0,"0","cluster0","n"
27474,27473,0.011983,59,0,0.205915,"7133",16,1,1,0,"2","cluster0","n"
27475,27474,0,24,0,0,"2200",2,0,0,0,"0","cluster0","n"
27476,27475,0.006645,58,0,530,"?",7,0,1,0,"?","cluster0","n"
27477,27476,1,72,98,0.004888,"4500",0,98,0,98,"0","cluster0","n"
27478,27477,0.409199,32,3,0.280242,"2479",7,1,0,1,"1","cluster0","y"
27479,27478,0.266022,47,0,0.560989,"5500",10,0,3,0,"2","cluster0","n"
27480,27479,0.162419,24,0,0.015246,"2557",3,0,0,0,"0","cluster0","n"
27481,27480,0.266198,48,0,0.191238,"30950",11,0,2,0,"1","cluster0","n"
27482,27481,0.096361,35,0,0.560117,"4116",6,0,2,0,"0","cluster0","n"
27483,27482,0,58,1,494,"?",6,0,0,0,"0","cluster0","n"
27484,27483,0.06645,26,0,0.086503,"4022",4,0,0,0,"0","cluster0","n"
27485,27484,0.044647,82,0,0.524266,"4800",10,0,1,0,"1","cluster0","n"
27486,27485,0.097029,75,0,0.042519,"3762",4,0,0,0,"0","cluster0","n"
27487,27486,0.146979,62,0,0.01643,"4990",4,0,0,0,"0","cluster0","n"
27488,27487,0.063232,66,0,0.017984,"6338",7,0,0,0,"3","cluster0","n"
27489,27488,0.028334,54,0,0.286379,"13750",18,0,2,1,"3","cluster0","n"
27490,27489,0.772288,65,0,0.58364,"3801",13,0,2,0,"1","cluster0","n"
27491,27490,0.238073,48,0,0.269405,"13050",17,0,2,0,"3","cluster0","n"
27492,27491,0.012832,77,0,0.269432,"3254",5,0,0,0,"0","cluster0","n"
27493,27492,0.450174,55,1,0.441412,"4616",17,0,1,0,"0","cluster0","n"
27494,27493,0.846307,26,4,0.119891,"1100",4,0,0,0,"0","cluster0","n"
27495,27494,0.04055,78,0,83,"?",4,0,0,0,"0","cluster0","n"
27496,27495,0.100775,34,0,0.071998,"10416",9,0,0,1,"1","cluster0","n"
27497,27496,0.022919,71,0,0.050204,"5636",10,0,1,0,"0","cluster0","n"
27498,27497,0.018784,57,0,2.591398,"836",8,0,2,0,"0","cluster0","n"
27499,27498,0.832696,47,2,657,"?",6,0,0,3,"0","cluster0","n"
27500,27499,0.0024,56,0,892,"?",6,0,1,0,"3","cluster0","n"
27501,27500,0.657849,52,1,0.533241,"2165",4,2,1,1,"1","cluster0","y"
27502,27501,0.017153,77,0,2794,"?",11,0,2,0,"0","cluster0","n"
27503,27502,0.719559,45,0,0.485811,"5884",8,0,1,0,"1","cluster0","n"
27504,27503,0.000435,62,0,0,"4700",6,0,0,0,"0","cluster0","n"
27505,27504,1,35,0,0.313965,"9000",7,0,2,0,"3","cluster0","n"
27506,27505,0.007362,46,0,0.377329,"12023",8,0,1,0,"4","cluster0","n"
27507,27506,0,73,0,0.067847,"7000",6,0,1,0,"1","cluster0","n"
27508,27507,0.121723,51,0,0.59781,"5295",10,0,2,0,"0","cluster0","n"
27509,27508,0.236259,56,0,786,"?",6,0,0,1,"1","cluster0","n"
27510,27509,1,42,0,18,"?",6,0,0,0,"0","cluster0","n"
27511,27510,0.820273,50,0,0.785919,"3138",9,1,2,1,"0","cluster0","n"
27512,27511,0.026136,47,0,0.239458,"5833",4,0,2,0,"0","cluster0","n"
27513,27512,0.031952,76,0,0.016307,"2452",3,0,0,0,"0","cluster0","n"
27514,27513,0.475789,66,2,0.357154,"6646",7,1,2,0,"0","cluster0","n"
27515,27514,0.641196,35,0,0.14957,"5000",4,0,0,0,"0","cluster0","n"
27516,27515,0.078376,60,0,0.031771,"4500",4,0,0,0,"0","cluster0","n"
27517,27516,0.000608,49,0,1.067072,"4934",8,0,2,1,"0","cluster0","n"
27518,27517,0.041797,73,0,0.267676,"7000",7,0,2,0,"1","cluster0","n"
27519,27518,0,52,0,0.822415,"3800",7,0,1,0,"0","cluster0","n"
27520,27519,0,29,0,198,"?",3,0,0,0,"0","cluster0","n"
27521,27520,0.230998,45,0,0.64361,"2370",8,0,1,0,"0","cluster0","n"
27522,27521,0.019705,62,0,0.172183,"10000",10,0,1,0,"1","cluster0","n"
27523,27522,0.638205,38,0,0.263687,"2885",6,0,0,0,"0","cluster0","n"
27524,27523,1,65,0,20,"?",0,1,0,0,"0","cluster0","n"
27525,27524,0.358654,82,0,0.485303,"5000",10,0,1,0,"1","cluster0","n"
27526,27525,0.060109,63,0,0.417658,"10000",7,0,2,0,"0","cluster0","n"
27527,27526,0.279891,58,0,0.450845,"4200",10,0,3,0,"1","cluster0","n"
27528,27527,0.067047,67,0,2923,"?",20,0,1,0,"0","cluster0","n"
27529,27528,0.099628,63,0,0.162272,"3943",3,0,1,0,"0","cluster0","n"
27530,27529,0.023495,48,0,0.11975,"8166",12,0,2,0,"1","cluster0","n"
27531,27530,0.017783,65,0,37,"?",7,0,0,0,"0","cluster0","n"
27532,27531,0.265091,45,0,0.076867,"29999",4,0,1,0,"1","cluster0","n"
27533,27532,0.144579,66,0,0.269547,"2800",13,0,0,0,"0","cluster0","n"
27534,27533,0.000809,65,0,0.347061,"2500",4,0,1,0,"0","cluster0","n"
27535,27534,0.249335,42,0,0.220164,"7666",4,0,1,0,"2","cluster0","n"
27536,27535,0.315474,58,0,0.355266,"4756",9,0,1,0,"2","cluster0","y"
27537,27536,9e-05,51,1,0.62243,"3307",10,0,1,0,"1","cluster0","n"
27538,27537,0,62,1,341,"?",6,1,1,0,"?","cluster0","n"
27539,27538,0.091236,43,0,321,"?",8,0,0,0,"3","cluster0","n"
27540,27539,0.308672,50,1,0.452192,"4789",11,0,2,0,"6","cluster0","n"
27541,27540,0.232884,58,1,0.03222,"68000",8,0,1,0,"3","cluster0","n"
27542,27541,0.808672,51,0,0.368234,"8700",5,0,2,0,"2","cluster0","n"
27543,27542,0.0017,50,0,0.000175,"11416",6,0,0,0,"2","cluster0","n"
27544,27543,0.074519,55,0,3538,"?",14,0,3,0,"0","cluster0","n"
27545,27544,0.278796,64,0,0.624378,"4216",10,0,1,0,"1","cluster0","n"
27546,27545,0.012041,70,0,528,"?",8,0,1,0,"0","cluster0","n"
27547,27546,0.014982,83,0,12,"?",8,0,0,0,"1","cluster0","n"
27548,27547,1,24,0,150,"?",0,0,0,0,"0","cluster0","n"
27549,27548,0,50,0,0,"4500",4,0,0,0,"1","cluster0","n"
27550,27549,0.841539,30,1,0.07848,"4000",2,0,0,1,"1","cluster0","n"
27551,27550,0.337653,59,0,0.183698,"5900",7,0,2,0,"0","cluster0","n"
27552,27551,0.811935,49,0,0.011399,"20000",1,0,0,0,"5","cluster0","n"
27553,27552,0.042473,49,0,0.379746,"13300",15,0,2,0,"1","cluster0","n"
27554,27553,0.04898,41,0,1883,"?",15,0,2,0,"0","cluster0","n"
27555,27554,0.491031,57,1,0.577279,"5615",18,0,1,0,"2","cluster0","n"
27556,27555,0.636596,33,0,1.494521,"2189",5,0,1,0,"0","cluster0","n"
27557,27556,0.914126,54,0,2141,"?",6,0,1,0,"2","cluster0","n"
27558,27557,0.005,46,0,0.264868,"2000",11,0,1,0,"1","cluster0","n"
27559,27558,0.370908,45,0,0.443359,"4298",9,0,1,0,"1","cluster0","n"
27560,27559,0,30,0,0.107692,"3379",4,0,0,0,"0","cluster0","n"
27561,27560,0.239117,61,0,0.309843,"3433",9,0,1,0,"0","cluster0","n"
27562,27561,0.082482,49,1,0.325708,"2753",11,0,1,0,"0","cluster0","n"
27563,27562,0.012432,89,0,0.005749,"4000",7,0,0,0,"0","cluster0","n"
27564,27563,1.396226,37,3,3506,"?",10,4,2,4,"4","cluster0","y"
27565,27564,0.180706,50,0,0.477687,"2800",3,0,1,0,"2","cluster0","n"
27566,27565,0.257038,43,0,0.484599,"5583",16,0,2,0,"0","cluster0","n"
27567,27566,0.978186,36,0,0.464959,"2653",5,0,0,1,"1","cluster0","y"
27568,27567,0.383866,39,0,239,"?",2,0,0,0,"0","cluster0","n"
27569,27568,0.00855,64,0,741,"?",8,0,0,0,"0","cluster0","n"
27570,27569,0.117854,44,0,0.441169,"3900",26,0,1,0,"0","cluster0","n"
27571,27570,0.452766,42,0,0.418805,"4753",8,0,1,0,"3","cluster0","n"
27572,27571,0.987817,29,0,2696,"?",5,0,2,0,"0","cluster0","n"
27573,27572,0.022462,58,0,0.198769,"9583",10,0,2,0,"0","cluster0","n"
27574,27573,0.883551,44,0,0.34367,"20830",15,0,2,0,"3","cluster0","n"
27575,27574,0.276845,43,0,0.456917,"11999",11,0,3,0,"2","cluster0","n"
27576,27575,0.031299,58,0,3592,"?",13,0,1,0,"0","cluster0","n"
27577,27576,0.028064,62,0,0.147071,"12000",7,0,2,0,"2","cluster0","n"
27578,27577,0.072573,38,1,79,"?",7,0,0,0,"0","cluster0","n"
27579,27578,0.111214,41,3,1.351099,"1500",14,0,1,0,"0","cluster0","n"
27580,27579,0.34638,50,0,0.236691,"11833",10,0,2,0,"1","cluster0","n"
27581,27580,0.321893,28,0,0.30297,"10000",13,0,2,0,"2","cluster0","n"
27582,27581,0.552424,66,0,0.738631,"2000",15,1,0,1,"0","cluster0","n"
27583,27582,0.52646,63,0,0.337765,"9100",14,0,1,0,"0","cluster0","n"
27584,27583,0.101035,63,0,0.691319,"6300",19,0,4,0,"1","cluster0","y"
27585,27584,0.548362,53,0,0.368416,"9700",14,0,3,0,"0","cluster0","n"
27586,27585,0.128388,70,0,0.123601,"4109",3,0,0,0,"0","cluster0","n"
27587,27586,0.634398,65,0,0.644908,"7000",18,0,3,0,"0","cluster0","n"
27588,27587,0.242714,46,0,0.196961,"5000",12,0,1,0,"3","cluster0","n"
27589,27588,0.104562,62,0,0.278428,"4783",16,0,1,0,"0","cluster0","n"
27590,27589,0.477347,49,0,0.341397,"10333",15,0,2,0,"0","cluster0","n"
27591,27590,0.082793,47,2,0.223368,"6983",16,0,1,0,"1","cluster0","n"
27592,27591,0,80,0,0,"3311",7,0,0,0,"0","cluster0","n"
27593,27592,0.343477,44,0,0.607542,"4746",11,0,1,0,"0","cluster0","n"
27594,27593,0.317683,61,0,2500,"?",18,0,2,0,"0","cluster0","n"
27595,27594,0.883839,66,1,1.487347,"4583",25,1,3,0,"0","cluster0","n"
27596,27595,0.010346,56,0,0.005554,"4500",11,0,0,0,"0","cluster0","n"
27597,27596,0.04201,70,0,0.14817,"5000",4,0,1,0,"0","cluster0","n"
27598,27597,0.022419,65,0,18,"?",4,0,0,0,"0","cluster0","n"
27599,27598,0.081173,44,0,0.410585,"6782",8,0,2,0,"0","cluster0","n"
27600,27599,0.006046,61,0,0.455008,"5700",9,0,2,0,"2","cluster0","n"
27601,27600,0.617935,44,0,1.160008,"5230",9,0,3,0,"0","cluster0","n"
27602,27601,0.631411,48,1,0.291306,"6820",4,1,1,0,"2","cluster0","n"
27603,27602,0.007533,85,0,0.00048,"6250",3,0,0,0,"0","cluster0","n"
27604,27603,0.20239,42,0,4.698773,"2200",19,0,10,0,"3","cluster0","n"
27605,27604,0,70,0,0,"?",2,0,0,0,"0","cluster0","n"
27606,27605,0.120879,23,0,0.00333,"900",2,0,0,0,"0","cluster0","n"
27607,27606,0.042716,93,0,58,"?",5,0,0,0,"0","cluster0","n"
27608,27607,1.079607,46,4,0.127105,"3028",9,1,0,0,"4","cluster0","y"
27609,27608,0.751674,36,0,0.171687,"5311",5,0,0,0,"3","cluster0","n"
27610,27609,0.52495,25,0,0.00538,"1300",1,0,0,0,"0","cluster0","n"
27611,27610,0.342567,37,0,0.955218,"2500",5,0,1,0,"0","cluster0","n"
27612,27611,0.010393,89,0,10,"?",7,0,0,0,"?","cluster0","n"
27613,27612,0.130435,27,0,0.177794,"2800",2,0,0,0,"1","cluster0","n"
27614,27613,0.0019,48,0,4201,"?",14,0,3,0,"0","cluster0","n"
27615,27614,0.492502,52,0,0.223547,"6624",5,0,1,0,"3","cluster0","n"
27616,27615,0.00275,82,0,0.312768,"3500",8,0,1,0,"0","cluster0","n"
27617,27616,0.43483,30,2,0.309738,"5000",13,0,1,0,"0","cluster0","n"
27618,27617,0.059973,41,0,0.183244,"8223",6,0,1,0,"0","cluster0","n"
27619,27618,1,29,0,0.016151,"2166",0,0,0,0,"1","cluster0","n"
27620,27619,0.088407,45,0,0.283143,"8500",12,0,1,0,"3","cluster0","n"
27621,27620,0.204753,32,0,0.015797,"5000",3,0,0,0,"3","cluster0","n"
27622,27621,0.037563,81,2,0.27677,"4519",9,0,1,0,"0","cluster0","n"
27623,27622,0.550426,79,0,0.005168,"10834",2,1,0,0,"0","cluster0","y"
27624,27623,0.948481,66,0,123,"?",6,1,0,0,"0","cluster0","n"
27625,27624,0.009677,45,0,30,"?",7,0,0,0,"0","cluster0","n"
27626,27625,0.007499,38,0,936,"?",12,0,1,0,"0","cluster0","n"
27627,27626,0.399198,57,0,0.223816,"17500",16,0,2,0,"0","cluster0","n"
27628,27627,0.008444,28,0,0.055762,"7800",5,0,0,0,"0","cluster0","n"
27629,27628,0.089683,39,0,0.38037,"8333",17,0,1,0,"0","cluster0","n"
27630,27629,0.097379,60,0,0.26538,"7151",7,0,2,0,"0","cluster0","n"
27631,27630,0.012571,44,0,0.2009,"2000",23,0,0,0,"0","cluster0","n"
27632,27631,0.170776,34,0,0.299376,"11700",7,0,2,0,"2","cluster0","n"
27633,27632,0.060281,36,1,0.91144,"4256",12,0,5,0,"0","cluster0","n"
27634,27633,0.172775,54,0,0.259069,"5650",8,0,2,0,"0","cluster0","n"
27635,27634,0.023656,44,1,0.009471,"3800",4,0,0,0,"1","cluster0","n"
27636,27635,0.021388,38,0,0.161167,"11000",8,0,2,0,"4","cluster0","n"
27637,27636,0.73828,31,0,1.771554,"1820",10,0,1,0,"2","cluster0","n"
27638,27637,0.075371,56,2,0.549627,"7233",11,0,2,0,"1","cluster0","n"
27639,27638,0.004666,55,1,0.220691,"7983",19,0,2,0,"0","cluster0","n"
27640,27639,0,80,0,0.154564,"3001",2,0,1,0,"0","cluster0","n"
27641,27640,0.042587,65,0,0.0244,"4999",14,0,0,0,"0","cluster0","n"
27642,27641,1.472352,36,0,0.187416,"5180",4,2,0,0,"3","cluster0","n"
27643,27642,0.437447,36,0,0.177291,"6666",10,0,0,0,"0","cluster0","n"
27644,27643,0.016924,67,0,84,"?",11,0,0,0,"0","cluster0","n"
27645,27644,0.514167,46,0,0.746997,"9240",15,0,4,0,"2","cluster0","n"
27646,27645,0.568103,37,0,0.151589,"8212",11,0,0,0,"2","cluster0","n"
27647,27646,0.94667,46,0,1105,"?",4,0,0,0,"0","cluster0","n"
27648,27647,0.402966,58,0,0.343507,"4750",11,0,1,0,"1","cluster0","n"
27649,27648,0.586883,28,0,88,"?",1,0,0,0,"0","cluster0","n"
27650,27649,0.137565,57,0,0.048413,"12000",12,0,0,0,"0","cluster0","n"
27651,27650,0.150269,46,0,0.201228,"14167",14,0,2,0,"2","cluster0","n"
27652,27651,0.234245,31,0,0.173133,"5850",14,0,0,0,"1","cluster0","n"
27653,27652,0.015129,61,0,0.367916,"9175",10,0,2,0,"1","cluster0","n"
27654,27653,0.717131,33,2,0.161654,"5053",4,0,0,0,"2","cluster0","n"
27655,27654,0.815755,51,0,0.417335,"5733",12,0,1,0,"0","cluster0","n"
27656,27655,0.332738,69,0,0.292501,"2146",5,0,0,0,"0","cluster0","n"
27657,27656,0.227917,48,0,0.539642,"4754",5,0,2,0,"3","cluster0","n"
27658,27657,0,51,0,1325,"?",3,0,1,0,"0","cluster0","n"
27659,27658,0.106603,31,0,0.374814,"8750",8,0,1,0,"2","cluster0","n"
27660,27659,0.022238,59,0,2093,"?",8,0,1,0,"?","cluster0","n"
27661,27660,0.2886,80,0,1022,"?",4,0,1,0,"0","cluster0","n"
27662,27661,3.324786,45,0,1666,"?",6,0,1,0,"0","cluster0","n"
27663,27662,0.032033,43,0,0.017997,"6000",5,0,0,0,"1","cluster0","n"
27664,27663,0.145704,50,0,0.346332,"8000",16,0,1,0,"0","cluster0","n"
