,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
124565,0,0.532857467,57,0,0.544568823,4823.0,6,0,2,0,1.0
30482,0,0.025319939,48,0,0.049900919,5550.0,9,0,0,0,0.0
119215,0,0.364382428,60,0,0.271745651,5000.0,7,0,0,0,0.0
96708,0,0.9999999,56,0,0.002026342,986.0,0,0,0,0,1.0
132181,0,0.047176658,73,0,0.331293837,6700.0,12,0,2,0,0.0
34321,0,0.197565369,70,0,356.0,,4,0,0,0,0.0
45081,0,0.798967825,25,0,296.0,,3,0,0,0,0.0
87534,0,0.499525559,44,4,1.503267974,2600.0,11,0,2,0,2.0
10262,1,0.051134134,48,0,0.4029036,8609.0,13,0,1,0,4.0
71729,0,0.115952513,63,0,1544.0,,3,0,1,0,0.0
104317,0,0.013797241,42,0,0.277388944,7000.0,8,0,1,0,0.0
5045,0,0.112790053,53,1,0.636947665,12763.0,12,0,5,0,2.0
53467,1,0.9999999,35,1,0.0,3600.0,4,0,0,0,0.0
7604,1,1.080209043,25,0,0.212950891,2300.0,4,1,0,1,0.0
25772,0,0.354380657,73,0,4256.0,,22,0,2,0,1.0
29963,0,0.0087052,80,0,0.000861698,2320.0,4,0,0,0,0.0
30820,0,0.006144985,35,0,1486.0,,5,0,1,0,0.0
84806,1,0.9999999,51,98,0.0,,0,98,0,98,0.0
130677,0,0.358063592,54,1,0.281815725,3700.0,16,0,0,0,0.0
119404,0,0.972186564,66,0,0.666410306,5200.0,9,0,0,0,0.0
140209,0,0.9999999,22,0,8.0,1.0,0,0,0,0,0.0
149134,0,0.558648499,44,0,0.398277056,13000.0,18,0,2,0,2.0
46070,0,0.815124523,59,0,3.269928966,3800.0,11,0,1,0,0.0
74400,0,0.008824835,92,0,159.0,,7,0,1,0,
91426,0,1.003330558,44,2,1988.0,,7,1,1,2,0.0
104298,0,0.510883859,62,0,0.629430423,7250.0,14,0,1,0,0.0
95376,0,0.608130623,30,0,0.104986877,2666.0,2,0,0,0,0.0
85140,0,0.44855757,38,0,0.725080859,3400.0,6,0,1,0,0.0
56316,1,0.872031992,24,3,0.795714286,6999.0,6,0,3,0,0.0
126988,0,0.01427345,65,0,1370.0,,12,0,1,0,0.0
33239,0,0.242543455,69,0,2393.0,,8,0,1,0,0.0
104159,0,0.005216938,74,0,1.0,0.0,4,0,0,0,0.0
102222,0,0.187486608,58,0,0.046173423,5500.0,5,0,0,0,0.0
50397,0,0.135240801,51,0,0.238847584,15063.0,12,0,1,0,2.0
131307,0,0.016454047,65,0,0.063270337,3650.0,9,0,0,0,0.0
16109,0,0.025058087,44,0,1.034994168,6000.0,8,0,4,0,2.0
44271,1,0.88384755,45,0,28.0,,2,0,0,0,3.0
28427,0,0.564007915,68,0,0.618461538,6824.0,12,0,3,0,0.0
129280,0,0.246092039,66,0,0.279062958,3414.0,8,1,0,0,0.0
71202,0,0.17727829,65,0,0.02413417,7333.0,2,0,0,0,0.0
5939,0,0.29667103,49,0,0.806735914,6353.0,9,0,2,0,4.0
4748,0,0.226882799,55,1,0.242320351,7291.0,14,0,0,0,0.0
27301,0,0.9999999,60,2,87.0,,0,2,0,0,0.0
23144,0,0.512414904,26,0,0.173837311,5740.0,13,0,0,0,0.0
80483,0,0.036096352,30,0,0.424479975,12883.0,15,0,3,0,0.0
63639,0,0.9999999,63,0,37.0,,1,0,0,0,0.0
140143,0,0.485578896,42,0,0.228942764,4000.0,9,0,0,0,0.0
78099,0,0.118777624,49,0,0.53106699,7000.0,10,0,1,0,0.0
126726,0,0.985689081,72,2,0.441137272,2250.0,6,0,1,0,0.0
69260,0,0.0,56,0,0.0,,11,0,0,0,0.0
93225,0,0.047298319,50,0,0.23782235,8026.0,11,0,1,0,3.0
68404,0,0.157783095,59,0,0.963227419,2800.0,16,0,2,0,0.0
6589,0,0.026988981,31,0,0.206167904,1750.0,6,0,0,0,0.0
80213,0,0.204446335,30,1,0.13027179,3200.0,5,0,0,0,1.0
66002,0,0.052207608,49,0,0.356128774,5000.0,8,0,1,0,1.0
140264,0,0.9999999,47,1,0.283988335,7200.0,10,0,2,0,3.0
39843,0,0.9999999,23,1,0.002309469,432.0,1,0,0,0,0.0
5622,0,0.029749781,89,0,0.020397669,5833.0,12,0,0,0,0.0
121044,0,0.031565442,69,0,838.0,,4,0,1,0,0.0
127270,0,0.011459907,64,0,0.001809351,10500.0,10,0,0,0,0.0
77391,0,0.008409651,41,0,0.23852573,10065.0,23,0,1,0,2.0
100750,1,0.191577578,29,0,0.521976909,4936.0,9,0,2,0,2.0
89213,0,0.004813859,88,0,0.073352954,4416.0,13,0,0,0,1.0
131346,0,0.103243384,39,0,0.377693846,4500.0,10,0,1,0,0.0
24307,0,0.155057296,63,0,0.298056731,30000.0,12,0,2,0,3.0
143299,0,0.08357222,56,0,0.32550578,5535.0,11,0,1,0,1.0
71641,0,0.046513742,48,0,0.010351035,4443.0,1,0,0,0,1.0
99386,0,0.152003333,71,0,0.242718447,2059.0,6,0,0,0,0.0
110730,0,0.558291442,41,0,0.373175497,8700.0,9,0,1,0,1.0
58294,0,0.9999999,42,0,0.344268573,7833.0,6,0,1,0,0.0
16535,0,0.015190427,32,0,0.136818052,3500.0,16,0,0,0,1.0
140577,0,0.526170453,60,0,1.032786885,2500.0,16,0,1,0,0.0
133308,0,0.206206962,46,1,0.24233871,7439.0,6,0,1,1,0.0
57664,0,0.133896918,38,0,0.641615255,5348.0,5,0,1,0,0.0
19759,0,0.009149447,56,0,0.194195804,14299.0,13,0,2,1,4.0
116988,0,0.586860958,38,0,0.792557623,3600.0,14,0,1,0,2.0
139184,0,0.052182464,60,0,0.392713801,3238.0,9,0,2,0,1.0
71435,0,0.028664543,52,0,0.504362119,7908.0,17,0,6,0,0.0
76099,0,0.021970801,85,0,0.004998913,4600.0,3,0,0,0,1.0
12464,0,0.098498551,91,0,0.609688854,2538.0,11,0,2,0,0.0
114761,0,0.333722209,56,0,0.631980803,4583.0,7,0,1,0,0.0
132629,0,0.008628336,73,0,3.0,,1,0,0,0,0.0
18323,0,0.9999999,72,0,0.028292439,3993.0,1,0,0,1,0.0
60603,0,0.157513699,53,0,0.424406497,2400.0,9,0,1,0,0.0
143087,0,0.124002744,71,3,0.041996,10500.0,11,0,0,0,0.0
99716,0,0.035407441,66,0,51.0,,3,0,0,0,1.0
120303,0,0.201479852,31,0,0.34985791,3166.0,9,0,1,0,0.0
148374,0,0.0,60,0,0.18355893,6057.0,7,0,1,0,0.0
3415,0,0.01679832,78,0,0.118122977,4325.0,4,0,1,0,0.0
51979,0,0.836967088,29,0,0.206431986,2300.0,4,0,0,0,0.0
84138,0,0.082953177,41,0,0.295193843,6886.0,10,0,1,0,2.0
118505,0,0.860465116,46,0,0.001365587,5125.0,1,0,0,0,0.0
115672,0,0.117468775,52,0,0.44916491,6166.0,22,0,2,0,1.0
131283,0,0.009666022,63,0,0.111190306,2805.0,7,0,0,0,0.0
1095,0,0.026147183,67,0,0.329780147,1500.0,7,0,1,0,0.0
117512,0,0.486457008,46,0,192.0,,4,0,0,0,1.0
56650,0,0.379605294,52,2,0.290971719,11031.0,15,0,3,0,1.0
87531,0,0.117508813,59,0,0.511741455,4300.0,9,0,1,0,1.0
142002,0,0.457227461,51,0,0.705147059,5439.0,11,0,2,0,4.0
85708,0,0.079183348,55,0,0.611802041,11658.0,9,0,3,0,0.0
67040,1,0.826347305,36,0,0.236488597,3200.0,12,0,0,0,0.0
23083,0,0.9999999,27,0,0.0,6200.0,1,0,0,0,0.0
98942,0,0.018374488,49,0,0.440874036,10891.0,16,0,2,0,3.0
76938,0,0.17279136,52,0,0.273903328,8502.0,6,0,1,0,1.0
70979,0,0.098271626,46,0,0.167380748,3500.0,6,0,0,0,0.0
54706,0,0.280019175,50,0,0.270793407,5217.0,9,0,1,0,1.0
137163,0,0.83262043,63,0,0.56322107,8580.0,14,0,2,0,0.0
129694,0,0.063793621,48,0,0.43477238,8500.0,8,0,4,0,0.0
1723,0,0.032998429,30,0,0.004461298,4482.0,1,0,0,0,0.0
72123,0,0.069641086,49,0,0.069612418,10500.0,8,0,0,0,3.0
124912,0,0.34488528,40,0,0.483529668,9167.0,13,0,2,0,2.0
82409,0,0.97102351,55,0,0.354475276,4792.0,12,0,0,0,2.0
101681,0,0.014102802,79,0,82.0,,6,0,0,0,0.0
86464,1,0.760609678,58,0,0.479721622,12500.0,12,0,1,0,0.0
15199,0,0.9999999,47,2,0.001666111,3000.0,3,0,0,0,2.0
19548,0,0.221224532,67,0,2408.0,,16,0,1,0,2.0
70148,0,0.112473542,49,0,0.172153635,2915.0,4,0,0,0,1.0
70719,0,0.002163863,73,0,690.0,,8,0,2,0,0.0
121879,0,0.111534341,27,0,0.27817879,1800.0,4,0,0,0,0.0
85392,0,1.033222591,46,0,0.361230149,3966.0,3,0,0,0,1.0
3989,1,0.406654055,55,1,4239.0,,12,0,2,1,0.0
17266,0,0.9999999,22,0,0.0,820.0,1,0,0,0,0.0
95754,0,0.249763061,40,0,0.292486877,6095.0,6,0,2,0,3.0
60811,0,0.018523368,65,0,0.022954092,1001.0,5,0,0,0,0.0
118866,0,0.201183905,32,0,836.0,,5,0,1,0,0.0
27745,0,0.012499702,64,0,0.052926276,7500.0,14,0,0,0,1.0
63399,0,0.616853406,57,0,0.798550455,5380.0,14,0,2,0,0.0
38583,0,0.045330421,58,0,0.423353145,8075.0,11,0,2,0,0.0
102823,0,0.002256381,63,0,0.00059997,6666.0,9,0,0,0,0.0
107923,0,0.13579769,28,0,0.127264173,4250.0,3,0,0,0,0.0
129028,0,0.0,33,0,0.0,1600.0,1,0,0,0,0.0
144262,0,0.350387635,42,0,0.326923077,21007.0,25,0,1,0,3.0
52792,0,0.624278926,54,3,0.731642851,12106.0,10,0,1,0,1.0
90673,0,0.20731391,46,0,0.561989719,6613.0,4,0,2,1,3.0
49066,0,0.043312328,25,0,0.0063226,6800.0,7,0,0,0,0.0
91373,0,0.034151219,28,0,2338.0,,7,0,1,0,0.0
148208,0,0.534070679,36,0,2423.0,,9,0,2,0,0.0
75922,0,0.121875125,62,0,0.197906444,9170.0,5,0,1,0,0.0
92469,0,0.9999999,34,2,1771.0,,2,0,0,0,0.0
138447,0,0.0,33,0,0.67408148,4000.0,17,0,1,0,3.0
19682,0,0.053197399,66,1,0.09556955,9050.0,9,0,1,0,0.0
81558,0,0.878053049,41,0,0.528833552,3051.0,4,0,1,0,2.0
116455,1,0.456203962,53,0,0.56323946,6000.0,7,0,1,0,3.0
94413,0,0.018946894,83,0,0.112054329,2944.0,5,0,0,0,0.0
138078,0,0.0,63,0,0.646470956,1600.0,11,0,1,1,0.0
29423,0,0.496749282,60,0,1.358310627,2201.0,10,0,2,0,0.0
137269,0,0.000344788,24,0,0.12406577,1337.0,5,0,0,0,0.0
45009,0,0.117148076,52,0,124.0,,4,0,0,0,0.0
113127,0,0.12403414,33,0,0.448759854,5200.0,15,1,1,0,2.0
14417,0,0.9999999,46,0,0.298507463,3349.0,4,0,0,0,0.0
108918,0,0.0,54,0,0.34650278,6833.0,8,0,1,0,0.0
22418,0,0.260359852,27,0,0.087594886,10011.0,8,0,0,0,1.0
61101,0,0.104320058,57,0,0.470529471,1000.0,12,0,0,0,0.0
35613,0,0.04188733,63,0,0.244393658,7000.0,13,0,1,0,0.0
48563,0,0.00407332,54,1,0.245649535,2470.0,12,0,1,0,3.0
13110,0,0.05566998,45,0,67.0,,4,0,0,0,0.0
54600,0,0.502667112,70,0,0.553155748,4166.0,11,0,2,0,0.0
49384,1,0.518321119,37,2,1535.0,,5,1,1,1,0.0
49774,0,0.737500621,33,0,0.32979245,6118.0,8,0,1,0,4.0
143516,0,0.771824525,44,0,0.349391212,17000.0,11,0,2,0,3.0
115457,0,0.262315846,69,0,0.041682491,10531.0,5,0,1,0,0.0
48692,0,0.239586779,31,0,0.376803314,7000.0,15,0,2,0,1.0
109306,0,0.9999999,33,0,1136.0,,6,0,1,0,0.0
34169,0,0.025755595,49,0,0.006392395,6100.0,6,0,0,0,1.0
61900,0,0.308396858,56,0,0.134764063,7501.0,14,0,0,0,0.0
7691,0,0.050583276,58,0,0.344485464,4333.0,8,0,1,0,0.0
128237,1,0.907388766,72,1,0.558452847,2300.0,6,1,2,0,0.0
71041,0,0.012865069,66,0,0.07411357,3750.0,7,0,0,0,0.0
58749,0,0.999148292,50,0,0.371006199,6290.0,8,0,0,0,1.0
21857,0,0.030276349,55,1,2197.0,,8,0,2,0,0.0
12982,0,0.322154247,54,0,0.409646515,3026.0,12,0,1,0,0.0
10816,0,0.353443253,39,0,0.764308923,4000.0,11,0,1,0,2.0
113430,1,0.385941521,59,0,0.238935821,7930.0,5,0,1,0,2.0
63556,0,0.431893007,56,1,0.483551645,10000.0,11,0,2,0,1.0
124857,0,0.009249769,84,0,3762.0,,8,0,2,0,0.0
143416,0,0.02745565,87,0,60.0,,6,0,0,0,
110388,0,0.040809829,64,0,1681.0,,8,0,1,0,0.0
107078,0,0.643010554,31,0,0.261217348,8000.0,12,0,2,0,2.0
125159,0,0.000584835,65,0,0.39086971,3000.0,16,0,1,0,0.0
19823,0,0.931034483,33,0,0.259552656,4291.0,5,0,1,0,0.0
62134,0,0.9999999,38,0,0.171068671,2460.0,2,1,0,0,1.0
86961,0,0.036950093,35,0,2.237410072,1250.0,8,0,2,0,0.0
20026,0,0.006202102,61,1,0.450455276,7467.0,21,0,2,0,0.0
216,0,0.9999999,50,2,1208.0,,4,0,1,0,0.0
52553,0,0.088193331,44,0,0.301793264,6858.0,8,0,1,0,3.0
144778,0,0.180188429,62,0,835.0,,7,0,1,0,0.0
138193,1,0.902209779,33,0,0.547390522,3333.0,5,0,1,0,0.0
31494,0,0.004988118,61,0,2579.0,,8,0,3,0,0.0
45618,0,0.365383107,58,1,0.051985147,3500.0,4,0,0,1,0.0
114433,0,0.076828281,63,0,0.286880466,5144.0,11,0,1,0,0.0
37078,0,0.003409013,88,0,4.0,,4,0,0,0,0.0
16239,0,0.041080823,70,0,0.281743651,5000.0,9,0,1,0,0.0
147683,0,0.9999999,23,0,0.0,0.0,1,0,0,0,0.0
12930,0,0.185227234,60,1,0.409786769,10973.0,17,0,1,0,1.0
74133,1,0.048878042,35,2,0.097580484,5000.0,6,0,0,0,0.0
35685,0,0.075773106,46,0,0.376065677,9500.0,9,0,1,0,2.0
54359,0,0.912017596,29,1,513.0,,4,0,0,2,0.0
141089,0,0.390788076,68,0,2749.0,,13,0,1,0,0.0
102244,0,0.171205321,53,0,0.338009202,8910.0,12,0,2,0,2.0
41174,0,0.671969874,74,0,0.969503812,8000.0,14,0,2,0,0.0
38985,0,0.715399714,55,0,3443.0,,7,0,2,0,0.0
58616,0,0.153095536,66,0,4435.0,,13,0,3,0,1.0
64702,0,0.0,57,0,6511.0,,6,0,2,0,2.0
17611,0,0.008950876,40,0,0.189305942,10416.0,11,0,1,0,0.0
40956,0,0.04156276,52,2,4852.0,,6,0,1,1,1.0
122305,0,0.359866754,36,0,5.744011976,667.0,14,0,2,0,2.0
73971,0,0.116978167,54,0,0.332444681,3750.0,7,0,1,0,0.0
14664,0,0.046658807,44,1,1.395442852,2720.0,10,0,1,0,1.0
67374,0,0.847472151,69,0,0.455298993,1688.0,3,1,1,0,0.0
98169,1,0.670401156,54,1,0.308615231,6000.0,4,0,1,0,2.0
84759,0,0.877649909,63,0,0.613525546,4716.0,12,0,1,0,0.0
58365,0,0.05058109,50,0,0.107015642,6456.0,10,0,1,0,0.0
115963,1,0.660654608,55,0,0.628605914,8284.0,16,0,2,0,1.0
144877,0,0.632246972,70,0,1394.0,,8,0,1,0,
68118,0,0.380156843,61,0,3841.0,,19,0,1,0,0.0
28236,0,0.667666167,24,0,0.146110057,2634.0,2,0,0,0,0.0
93930,0,0.022232873,72,0,0.24494825,2028.0,18,0,1,0,0.0
63071,0,0.144521033,58,0,3474.0,,9,0,1,0,0.0
83794,0,0.020514898,78,0,38.0,,5,0,0,0,0.0
37261,0,0.378519193,64,1,0.463189325,10716.0,19,0,2,0,1.0
29743,0,0.2243088,49,3,0.426403642,5271.0,11,0,3,0,1.0
138991,0,0.642465083,32,0,0.148518473,8200.0,11,0,0,0,0.0
52416,0,0.407659473,51,0,0.097403645,6200.0,5,0,0,0,0.0
6419,0,0.509911182,36,0,0.083981842,3083.0,4,1,0,0,0.0
21196,0,0.364770013,51,0,1.315731917,6400.0,12,0,2,0,4.0
56511,0,0.76834275,34,0,0.80562579,3163.0,6,0,1,0,0.0
34222,0,0.000624984,64,0,0.0,4100.0,1,0,0,0,0.0
61411,0,0.01158824,76,0,0.056269637,3500.0,5,0,0,0,1.0
701,0,0.003938695,75,0,0.199949219,7876.0,11,0,2,0,0.0
122464,0,0.083469793,83,0,0.019712033,5833.0,9,0,0,0,1.0
34810,0,0.002352902,63,0,0.138272638,7166.0,13,0,1,0,0.0
8713,0,0.642376354,38,0,0.217432052,3200.0,8,0,0,0,0.0
14386,0,0.629397343,40,0,0.467869523,11250.0,12,0,1,0,2.0
95203,0,0.071540681,67,0,0.038147139,1100.0,5,0,0,0,0.0
5520,0,0.220620588,55,0,0.419464008,10932.0,18,0,2,0,0.0
3803,0,0.242702936,56,0,0.557639703,5117.0,12,0,1,0,1.0
96757,0,0.000173123,68,1,0.150471719,23000.0,11,0,1,0,0.0
139252,0,0.045107403,71,0,0.23796034,6000.0,12,0,1,0,0.0
71267,0,0.30720095,59,0,0.218169698,10500.0,15,0,1,0,0.0
19520,0,0.302294879,58,0,0.761540723,3400.0,7,0,1,0,0.0
37154,0,0.43804956,27,4,0.148493735,3750.0,9,0,0,0,0.0
110219,0,1.017216892,47,3,0.623937606,10000.0,7,0,1,0,1.0
17420,0,0.071957918,53,0,0.178311111,11249.0,10,0,2,0,3.0
138103,0,0.032364785,70,0,1249.0,,8,0,1,0,0.0
63005,0,0.9999999,96,0,0.0,,1,0,0,0,1.0
129946,0,0.834270716,30,0,0.216594469,3000.0,4,0,0,0,0.0
127603,0,0.9999999,32,1,0.298995622,3882.0,6,0,0,0,3.0
93236,0,0.056697429,62,0,0.134146341,5001.0,4,0,1,0,0.0
147379,0,0.138126498,46,0,0.176647672,9300.0,9,0,1,0,2.0
1306,0,0.070324183,39,0,0.351426383,10445.0,12,0,1,0,4.0
15224,0,0.9999999,36,0,0.009991674,1200.0,0,0,0,0,2.0
73880,0,0.045332326,60,0,0.510837917,3090.0,8,0,0,0,0.0
32066,0,0.004609436,57,0,0.469740634,9715.0,10,0,4,0,1.0
129413,0,0.214624679,63,0,0.766539253,3400.0,17,0,3,0,0.0
66084,0,0.0,56,0,0.268771471,6112.0,8,0,1,1,0.0
130256,0,0.499281492,46,0,0.335279616,7706.0,4,0,1,0,4.0
72774,0,0.037921257,59,0,0.05221062,4500.0,5,0,0,0,2.0
111400,0,0.783345574,59,1,0.327425585,4400.0,10,0,0,0,1.0
103589,0,0.416292543,64,0,1.316672617,2800.0,11,0,2,0,0.0
95112,0,0.059526242,48,0,0.358910272,4000.0,10,0,1,0,0.0
40471,0,0.064766372,33,0,0.294280955,1800.0,8,0,0,0,1.0
142571,0,0.653893147,43,0,0.64308398,5667.0,10,0,2,0,2.0
135556,0,0.514196774,35,0,0.032593481,5000.0,2,0,0,1,0.0
35167,0,0.279441118,22,0,0.001480933,2700.0,1,0,0,0,0.0
108349,0,0.0,41,0,3577.0,,11,0,2,0,0.0
133327,0,0.282276753,36,0,0.1753122,4163.0,7,0,0,1,1.0
134796,0,0.014317872,83,0,0.009596162,5001.0,8,0,0,0,0.0
72821,0,0.00837571,52,0,0.325535714,5599.0,8,0,1,0,0.0
95653,0,0.966016992,35,0,0.144285238,3000.0,2,0,0,0,3.0
73954,0,0.074973224,82,0,0.006659267,900.0,2,0,0,0,0.0
78060,0,0.408979551,53,0,0.295653089,9500.0,9,0,1,0,2.0
56132,1,0.732326767,37,4,0.299717453,4600.0,9,0,0,0,2.0
47875,0,0.127091861,67,0,0.433624547,4692.0,8,0,1,0,1.0
63918,1,0.378299203,33,0,0.840889502,5800.0,14,0,4,0,0.0
46201,0,0.070032079,67,0,0.32513395,4105.0,11,0,2,0,0.0
76400,0,0.304756508,53,0,0.388268381,12444.0,9,0,2,0,2.0
36717,0,0.052645768,65,1,0.374930517,10793.0,12,0,2,0,0.0
6374,0,0.0,36,0,0.468454503,6450.0,8,0,2,0,3.0
116795,0,0.48122231,42,0,0.322304213,4200.0,11,0,1,0,1.0
88416,0,0.412729364,37,1,0.274509804,2345.0,6,0,0,0,2.0
114692,0,0.154428632,51,0,0.191380292,15800.0,11,0,2,0,3.0
109116,0,0.753365951,48,1,0.038559229,50000.0,8,0,0,0,2.0
98195,0,0.040610473,26,0,0.002999539,4333.0,2,0,0,0,0.0
114321,0,0.735316161,51,1,0.147770446,5000.0,9,0,0,0,1.0
98675,0,0.9999999,41,6,0.330119621,5600.0,6,0,1,1,2.0
140280,0,0.160903748,39,1,0.220696302,8300.0,13,0,2,0,0.0
72261,1,0.776223776,33,1,0.044865664,11500.0,2,1,1,1,2.0
58072,0,0.512266185,42,2,0.183202167,7750.0,13,0,0,0,3.0
7037,0,0.138155962,42,0,0.390463749,7654.0,19,1,3,0,0.0
122211,0,0.006286177,40,0,0.001661743,5415.0,3,0,0,0,0.0
15889,0,0.006993623,72,0,2352.0,,10,0,1,0,1.0
117532,0,0.043221076,56,0,0.277790355,8833.0,20,0,2,0,0.0
94638,0,0.101126038,34,0,510.0,,3,0,0,0,0.0
1089,0,0.9999999,66,0,0.229471417,11142.0,6,0,1,0,0.0
123563,0,0.023959042,35,0,3242.0,,6,0,2,0,0.0
94229,0,0.089634326,74,1,0.271489971,4187.0,13,0,2,0,0.0
21662,0,0.002049898,62,0,0.000101698,9832.0,2,0,0,0,1.0
99387,0,0.194494597,47,0,0.673875131,5733.0,20,0,5,0,2.0
49124,0,0.0,88,0,0.0,,4,0,0,0,0.0
145676,1,1.115128449,34,1,0.132099553,4700.0,4,0,0,0,1.0
73321,0,0.521919851,40,0,0.66758794,7959.0,12,0,2,0,0.0
1996,0,0.343657564,58,2,0.316710411,8000.0,14,0,1,0,0.0
76086,0,0.862303442,60,0,0.419684822,10850.0,11,0,2,0,0.0
34173,1,0.74537521,40,4,0.368051422,8400.0,20,0,1,0,0.0
149612,0,0.412587413,59,0,0.756481785,3046.0,5,0,1,0,0.0
118819,0,0.16341229,43,0,0.537355671,8833.0,11,0,3,0,2.0
57795,0,0.005310162,67,0,0.107964012,3000.0,16,0,0,0,0.0
125394,0,0.428034178,67,0,0.34021125,4070.0,7,0,0,0,0.0
37928,0,0.141545775,51,1,0.256305385,4400.0,5,0,2,2,3.0
70671,0,0.447992407,36,0,1.055626762,3900.0,10,0,2,0,0.0
133861,0,0.065416183,43,1,0.463817023,8000.0,7,0,1,0,2.0
109378,0,0.143857097,50,0,3587.0,,9,0,2,0,3.0
12203,0,0.049665484,44,0,0.219055266,7472.0,10,0,1,0,3.0
98579,0,0.054911897,42,0,0.008981712,9240.0,5,0,0,0,0.0
87342,0,0.863427315,52,0,0.081447141,11000.0,5,0,0,0,0.0
98863,0,0.014467743,48,0,0.233910717,7100.0,13,0,0,0,1.0
49827,0,0.018105973,64,0,649.0,,7,0,0,0,0.0
116062,0,0.003476313,65,0,0.24215157,5000.0,16,0,1,0,0.0
1735,0,0.096565911,40,0,0.120809423,3310.0,4,0,0,0,1.0
102400,0,0.291904365,44,0,0.374871619,2920.0,9,0,0,0,2.0
8141,0,0.048963829,67,0,0.02869913,4250.0,13,0,0,0,0.0
29242,0,0.926332756,43,0,1.016753453,4416.0,11,0,2,0,1.0
136869,0,0.013920686,51,0,1145.0,,8,0,1,0,
136748,0,0.898927468,56,0,1704.0,,5,0,1,0,1.0
78920,0,0.016953817,40,0,0.534900944,5400.0,12,0,2,0,2.0
31864,0,0.06826028,50,0,3603.0,,9,0,2,0,0.0
102831,0,0.262000668,56,0,0.362211396,4720.0,9,0,2,0,0.0
34983,0,0.037087144,54,0,3182.0,,11,0,2,0,2.0
126531,1,0.9999999,23,0,0.213317619,1696.0,2,0,0,0,0.0
146682,0,0.0,91,0,521.0,,7,0,1,0,0.0
79584,0,0.455699738,45,0,0.486102779,5000.0,9,0,3,0,2.0
132758,0,0.027389439,55,0,0.2176,10624.0,8,0,1,0,1.0
53322,0,0.011729981,64,0,0.368877041,3000.0,8,0,0,0,0.0
129398,0,0.598528342,46,1,0.352018816,2550.0,17,0,0,0,0.0
104354,0,0.071040187,71,0,0.438033743,4800.0,11,0,2,0,0.0
40207,0,0.022244284,58,0,0.078427016,4500.0,8,0,0,0,2.0
4505,0,0.521652181,41,0,0.353445198,2800.0,5,0,1,0,1.0
48784,0,0.023665245,81,0,0.061041806,10500.0,15,0,1,0,0.0
39187,0,0.066781779,68,0,2754.0,,5,0,1,0,0.0
33132,0,0.377829925,48,0,0.266563147,7727.0,12,0,1,0,1.0
148238,0,0.138227877,52,0,0.35078007,5960.0,6,0,1,0,0.0
38631,0,0.69356301,70,1,1.201863354,643.0,3,0,0,0,0.0
146786,0,0.906690592,36,0,1126.0,,4,0,1,0,0.0
78875,0,0.445279523,68,0,0.26292734,10500.0,23,0,1,0,0.0
78423,0,0.129729815,39,0,0.54279219,7477.0,18,0,3,0,0.0
24820,0,0.762931327,51,2,0.287106703,11695.0,7,0,2,0,1.0
118870,0,0.107144526,69,0,866.0,,3,0,1,0,
138876,0,0.123351751,35,0,0.611574004,6600.0,9,0,0,0,0.0
29290,0,0.9999999,40,0,502.0,,2,0,0,0,0.0
26504,0,0.0,71,0,0.0,,3,0,0,0,0.0
100901,0,0.015485355,89,1,0.002767017,1806.0,1,0,0,0,0.0
92680,0,0.9999999,29,0,0.139772046,5000.0,5,0,0,0,0.0
5977,1,0.480311073,59,3,0.304925894,4587.0,17,0,1,0,0.0
49981,0,0.023363064,51,0,0.167017718,8070.0,7,0,1,0,2.0
49543,0,0.433227168,48,0,0.188077859,8219.0,8,0,1,0,1.0
71233,0,0.465521661,29,1,0.169165705,2600.0,4,0,0,1,0.0
69908,0,0.182199643,46,0,0.302671047,7000.0,11,0,2,0,2.0
83159,0,0.679813777,41,1,2075.0,,6,0,1,0,0.0
88446,0,0.015633073,71,0,1235.0,,11,1,1,0,0.0
117267,0,0.0,57,0,4321.0,,12,0,2,0,0.0
104029,0,0.315134243,43,0,0.295463067,8000.0,6,0,1,0,0.0
122688,0,0.051198862,73,0,1042.0,,5,0,1,0,0.0
87155,0,0.716967007,43,0,0.477386007,5416.0,6,0,1,0,0.0
117270,1,0.285088431,37,0,0.093381324,5000.0,4,0,0,1,2.0
42696,0,0.036999351,46,0,0.01511879,8333.0,9,0,0,0,2.0
70221,0,0.013749407,27,0,1.319201995,400.0,5,0,0,0,0.0
33339,0,0.531468531,30,0,0.002015858,7440.0,1,0,0,0,2.0
94808,0,0.346254522,46,0,0.582536164,17143.0,14,0,5,0,3.0
25849,0,0.445140648,26,0,0.077444501,5900.0,5,0,0,0,0.0
149381,0,0.078618098,58,0,0.198849027,8166.0,13,0,1,1,2.0
119864,0,0.026007554,61,0,0.713473565,3517.0,8,0,2,0,0.0
103546,1,0.993025573,25,0,0.221044663,1320.0,5,0,0,0,0.0
140912,0,0.612859679,50,0,0.585788562,7500.0,7,0,2,0,2.0
11577,0,0.026693784,54,0,18.0,,4,0,0,0,
142641,0,0.050999981,66,0,0.567095588,9791.0,11,0,3,0,2.0
444,0,0.051077957,74,0,0.306409131,3416.0,9,0,1,0,0.0
