,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
79436,1,0.725338388,72,0,0.563393973,7200.0,12,0,2,0,0.0
68656,0,0.166494004,34,0,2850.0,,12,0,2,0,2.0
71303,0,0.082867545,93,0,0.028379432,16666.0,3,0,0,0,0.0
105063,0,0.147837491,58,2,0.328953007,7000.0,10,0,1,0,1.0
47227,0,0.528606423,58,0,2718.0,,10,0,1,0,0.0
131874,0,0.960254968,53,0,0.368006807,4700.0,6,0,0,0,1.0
4939,0,0.80620801,48,0,0.294032375,8277.0,9,0,2,0,2.0
30699,0,0.296550916,43,1,0.502199707,7500.0,10,0,1,0,3.0
36141,0,0.027230842,66,0,4072.0,,8,0,1,0,0.0
72177,0,0.04947611,48,0,0.213528521,1980.0,6,1,0,0,1.0
128450,0,0.261815829,42,0,0.487040134,7175.0,7,0,2,0,2.0
59318,1,0.948481097,59,3,0.306461692,8000.0,8,0,1,0,0.0
31307,0,0.362987045,51,0,0.123024349,2340.0,4,0,0,0,1.0
77398,1,0.302921378,70,5,0.730074979,3600.0,13,0,2,1,0.0
10982,1,0.289963755,48,3,0.493597614,5700.0,6,0,2,2,2.0
122456,0,0.128452491,62,0,0.72959467,1800.0,4,0,1,0,0.0
55825,0,0.0,50,1,0.12271932,4000.0,2,0,0,0,4.0
112198,0,0.000961501,69,0,0.0,6000.0,3,0,0,0,0.0
47069,0,0.032095328,73,1,0.327803659,8800.0,12,0,2,0,1.0
124353,0,0.510661541,52,0,0.397742965,21000.0,8,0,1,0,2.0
125763,0,0.044277808,57,0,0.02435273,3900.0,6,0,0,0,4.0
109809,0,0.0,63,0,760.0,,8,0,1,0,0.0
40056,0,0.194023928,82,0,2303.0,,11,0,1,0,0.0
102585,0,0.75735672,32,0,0.381091212,2400.0,8,0,0,0,0.0
126227,0,0.082995771,49,0,0.361391695,4454.0,13,0,1,0,3.0
139039,0,0.193098651,69,0,0.402775101,5188.0,7,0,2,0,0.0
98804,0,0.562667744,52,2,0.319484559,4500.0,11,1,2,0,3.0
131527,0,0.24010132,41,0,0.187479187,3002.0,3,0,0,0,0.0
11631,0,0.009308922,69,0,0.002749656,8000.0,4,0,0,0,0.0
124347,0,0.0,37,0,0.0,,2,0,0,0,0.0
13274,0,0.02517895,70,0,526.0,,5,0,1,0,0.0
104985,0,0.129123818,52,0,0.446548459,5808.0,4,0,1,0,0.0
42804,1,0.85618493,39,0,0.357607065,6000.0,4,0,2,0,0.0
35053,0,0.405822673,40,0,4097.0,,5,0,2,0,0.0
44865,0,0.198760154,47,0,1.420622363,3791.0,15,0,2,0,1.0
107534,0,0.082196712,59,1,0.335613761,5115.0,12,0,2,0,0.0
117331,0,0.067656114,62,0,0.012426796,7000.0,11,0,0,0,0.0
61956,0,0.044929687,46,0,0.166696964,5500.0,14,0,0,0,2.0
110209,0,0.202721879,57,0,0.398294058,6916.0,11,0,3,0,0.0
70244,0,0.026498107,47,0,0.001284687,7783.0,2,0,0,0,0.0
110505,1,0.522799317,46,4,0.182233648,3500.0,5,0,0,1,2.0
21717,0,0.27968008,28,0,0.00969163,3404.0,3,0,0,0,0.0
110455,0,0.005698992,40,0,0.503747149,6137.0,7,0,1,0,0.0
4518,0,0.054743094,42,2,0.212930892,6062.0,19,0,1,1,2.0
12603,0,0.008624641,44,0,0.497200448,6250.0,13,1,2,0,0.0
127010,0,0.682572334,63,1,3333.0,,10,0,1,0,0.0
116801,0,0.085468912,48,0,0.369283724,6100.0,8,0,2,0,2.0
135297,0,0.835758212,39,0,0.345724451,8150.0,11,0,1,0,2.0
121462,0,0.042068789,76,0,0.005053394,10487.0,8,0,0,0,0.0
81918,0,0.09922739,36,0,0.533489097,5135.0,11,0,2,0,0.0
120255,0,0.0,62,0,1438.0,,12,0,1,0,
70762,0,0.013438869,56,0,198.0,,4,0,1,0,1.0
38301,0,0.19594065,48,0,1.676529388,2500.0,9,0,1,0,0.0
49835,0,0.081974597,77,0,27.0,,4,0,0,0,
90956,0,0.215810438,64,0,0.638143177,3575.0,15,0,1,0,0.0
106990,0,0.19474519,45,0,1364.0,,4,0,1,0,0.0
22233,0,0.486217482,41,0,0.347591782,2968.0,8,0,0,0,2.0
41816,0,0.467647131,27,0,0.29149078,4500.0,8,0,0,0,1.0
105472,0,0.83610926,49,0,0.164840897,1916.0,3,0,0,0,0.0
147886,1,0.023255814,60,0,0.0,2675.0,1,0,0,0,2.0
107815,0,0.223432301,60,0,0.132556965,33660.0,10,0,1,0,0.0
124813,0,0.967722962,34,0,0.236670616,3375.0,5,0,0,0,0.0
134926,0,0.41315915,40,0,0.361408567,4855.0,7,0,1,0,0.0
82781,0,0.001580965,56,0,0.297764043,5500.0,8,0,1,0,1.0
4094,0,0.196335124,52,0,0.354529094,5000.0,8,0,1,0,0.0
34132,0,0.788822576,40,0,0.425165359,6500.0,10,0,0,0,0.0
120787,0,0.341016901,44,0,0.919292852,1300.0,8,0,1,1,0.0
134187,0,0.0,47,0,0.0,8000.0,6,0,0,0,2.0
75909,0,0.942459776,45,0,0.125568432,6816.0,3,0,0,0,3.0
60358,0,0.02671047,29,0,0.00092302,5416.0,2,0,0,0,0.0
147737,0,0.9999999,51,0,0.294765221,4450.0,4,0,1,0,1.0
64349,0,0.009487731,34,0,0.51662682,4600.0,8,0,2,0,1.0
14138,0,0.01859814,63,0,814.0,,3,0,1,0,0.0
21187,1,0.9999999,38,1,0.096028689,7528.0,2,1,1,0,4.0
123857,0,0.0,57,0,0.518423308,4667.0,7,0,3,0,0.0
30969,0,0.001110957,47,0,0.0,,2,0,0,0,0.0
97474,0,0.422858656,51,0,0.424873305,7300.0,23,0,1,0,1.0
143028,0,0.428476463,64,0,0.297197737,7600.0,13,0,1,0,0.0
11449,0,0.500998004,42,0,0.001521408,4600.0,1,0,0,0,0.0
17561,0,0.039304985,33,0,0.585793137,4166.0,8,0,2,0,0.0
33104,0,0.133146671,53,0,0.321653378,4765.0,3,0,1,0,0.0
99425,0,0.043817746,59,0,1179.0,,11,0,2,0,0.0
130650,0,0.015910938,76,0,0.311965812,6785.0,9,0,1,0,1.0
117109,0,0.321770697,53,0,0.140196078,2039.0,3,0,0,0,0.0
7193,0,0.084405787,55,0,0.394260574,10000.0,9,0,2,0,2.0
63932,0,0.268597018,67,0,0.330533893,5000.0,12,0,1,0,0.0
66107,0,0.68004102,38,0,0.278731021,8100.0,7,0,1,0,2.0
146029,0,0.08091538,35,0,0.266312228,60000.0,10,0,5,0,3.0
95656,0,0.154309774,37,0,0.951612903,6633.0,12,0,3,0,1.0
148893,0,0.620653187,68,1,0.289892532,7350.0,9,0,0,0,0.0
85723,0,0.28367908,35,0,635.0,,9,1,0,0,0.0
56383,0,0.350235377,42,0,1688.0,,8,0,1,0,0.0
130047,0,0.584510395,30,1,0.159976123,6700.0,13,0,0,2,0.0
21502,0,0.924415117,38,0,0.274227423,3332.0,6,0,0,0,3.0
14920,0,0.081905368,75,0,4853.0,,8,0,4,0,
81102,0,0.00323375,43,0,0.139900662,6039.0,8,0,1,0,0.0
50735,0,0.074197527,58,0,0.25525858,6322.0,7,0,2,0,0.0
137727,0,0.9999999,40,1,0.477048477,2330.0,3,2,0,0,2.0
11554,0,0.067017632,54,0,0.271793473,11000.0,8,0,1,0,5.0
143911,0,0.096850122,51,0,0.600254499,5500.0,12,0,1,0,0.0
61997,0,0.334366563,49,0,4886.0,,7,0,2,0,0.0
49039,0,0.0,29,0,286.0,0.0,8,0,0,0,0.0
93322,0,0.041756659,52,0,20.0,,8,0,0,0,0.0
124957,0,0.011544405,29,0,0.008625539,5332.0,3,0,0,0,0.0
70422,0,0.015433273,55,3,0.123960695,10583.0,14,0,1,0,0.0
8674,0,0.78910703,61,0,0.556520098,5298.0,8,0,2,0,2.0
94300,0,0.109835208,67,0,421.0,,8,0,0,0,0.0
138323,0,0.575871013,50,0,0.48465775,5083.0,13,0,1,0,2.0
137453,1,1.219390305,58,2,0.28101945,8945.0,7,2,1,0,0.0
102620,0,0.012569147,48,1,0.136304063,7629.0,7,0,1,0,1.0
149764,1,1.098371777,33,4,5225.0,,7,1,2,0,0.0
34274,0,0.011299623,60,0,0.158892875,1950.0,9,0,0,0,0.0
81513,0,0.9999999,75,0,0.0,4000.0,1,0,0,0,0.0
97647,0,0.953463007,53,0,0.619147817,1900.0,10,0,0,0,1.0
44212,0,0.000973994,70,0,0.0,2083.0,10,0,0,0,0.0
121184,0,0.237910556,53,0,0.368810935,20923.0,9,0,2,0,0.0
11900,0,0.052368817,42,0,0.184317974,12000.0,13,0,1,0,1.0
72185,0,0.059365586,47,0,2211.0,0.0,4,0,1,0,1.0
113121,0,0.005446693,52,0,1949.0,,7,0,1,0,0.0
7662,0,0.055065443,53,0,0.020851185,3500.0,9,0,0,0,1.0
58665,1,0.705515487,31,2,0.539481738,4900.0,9,0,1,0,2.0
2758,0,0.0,46,0,0.0,4428.0,1,0,0,0,1.0
149813,0,0.246633992,48,0,0.56567222,2580.0,6,0,1,0,2.0
10991,0,0.058828689,31,0,0.007593975,7900.0,2,0,0,0,2.0
127567,0,0.011509817,32,1,0.189375893,4197.0,6,0,0,1,0.0
49398,0,0.054999068,39,0,1140.0,0.0,7,0,1,0,1.0
71076,0,0.694287566,64,1,0.369356559,2812.0,8,0,0,0,0.0
63706,0,0.044916472,66,0,675.0,,18,0,1,0,0.0
36354,0,0.082045898,83,0,0.051864195,4800.0,7,0,0,0,0.0
144446,0,0.0,73,0,0.00223314,4477.0,15,0,0,0,0.0
80871,0,0.158158388,78,0,1620.0,,9,0,2,0,0.0
130253,0,0.022948853,90,0,398.0,,2,0,0,0,0.0
106329,0,0.007361726,63,1,7870.0,,24,0,6,0,0.0
88383,0,0.29788628,85,1,0.560523446,1833.0,14,0,1,0,0.0
145014,0,0.027998445,81,0,0.734106357,2500.0,9,0,1,0,0.0
42530,0,0.9999999,73,0,0.0,385.0,0,0,0,0,0.0
117318,0,0.9999999,32,3,0.310980865,5800.0,8,0,1,3,2.0
51611,1,0.3504802,49,0,0.278200391,4600.0,6,0,1,0,3.0
142909,0,0.689011915,48,0,1398.0,0.0,13,0,0,0,1.0
54284,0,0.013968553,48,0,0.270060606,8249.0,11,0,3,0,2.0
24068,0,0.0,39,0,0.162199,2200.0,2,0,0,1,2.0
135873,0,0.001612817,33,0,0.375728488,5833.0,6,0,1,0,2.0
96138,0,0.06672804,75,1,0.383090686,5700.0,8,0,2,0,1.0
84752,0,0.256778754,51,0,0.288177956,4000.0,5,0,1,0,1.0
68909,0,0.0,48,0,0.067488752,6000.0,6,0,0,0,1.0
27451,0,0.620291787,39,0,0.624458514,3000.0,11,0,1,0,3.0
56775,0,0.815133028,66,1,0.541729135,2000.0,5,0,0,0,1.0
102393,0,0.299940012,31,0,0.317721172,3650.0,8,0,1,0,1.0
44056,0,0.039064062,81,0,0.00531084,3200.0,2,0,0,0,0.0
93420,0,0.9999999,37,0,0.240389544,1950.0,3,1,0,0,1.0
55234,0,0.9999999,59,0,0.023238191,3958.0,1,0,0,0,1.0
148896,0,0.182108201,49,1,0.451818885,5167.0,28,0,1,0,2.0
86545,0,0.010223626,60,0,0.231862655,10833.0,8,0,4,0,0.0
2877,0,0.120429319,58,0,0.536238585,8650.0,10,0,2,0,1.0
29051,0,0.015615822,60,0,0.281705948,9800.0,12,0,2,0,1.0
140302,0,0.12569581,63,0,0.035301468,3200.0,3,0,0,0,0.0
13815,0,0.054039958,37,0,0.46960281,3700.0,8,0,1,0,0.0
88487,0,0.036117321,51,0,0.094484253,6000.0,13,0,0,0,0.0
83907,0,0.028130323,47,1,0.440568762,4500.0,4,0,2,0,0.0
34769,0,0.018438241,40,0,9.0,,2,0,0,0,0.0
4819,0,0.100641139,32,0,0.008331945,6000.0,2,0,0,0,0.0
118575,0,0.0,60,0,3631.0,,7,0,2,1,2.0
53020,0,0.581917103,49,0,0.906395449,5800.0,15,0,3,0,3.0
88006,1,0.897001304,28,2,773.0,,4,2,0,0,0.0
107491,0,0.088759982,54,0,0.307230798,16000.0,7,0,1,0,1.0
104858,1,1.105788423,30,1,973.0,,7,3,0,5,
93866,0,0.213199305,48,0,0.214177726,5952.0,6,0,1,0,1.0
136903,1,0.943660038,44,0,0.638451253,17200.0,16,0,4,0,2.0
135774,0,0.9999999,35,1,0.222654081,1800.0,1,0,0,0,4.0
45180,0,0.149845318,59,0,0.250125733,5964.0,11,0,1,0,0.0
138906,0,0.394450694,67,0,4882.0,,6,0,1,0,0.0
110415,0,0.100117136,50,1,0.208879185,12365.0,15,0,2,0,0.0
58781,0,0.0,43,1,0.220253912,3386.0,13,0,1,0,0.0
48035,0,0.001052576,63,1,610.0,,5,0,1,0,
71146,0,0.089862673,61,0,60.0,,5,0,0,0,0.0
76654,0,0.039405757,38,0,0.609254499,3500.0,15,0,2,0,2.0
116638,0,0.09286149,50,0,0.162761637,3200.0,5,0,0,0,0.0
6473,0,0.050464985,67,0,0.318025617,3200.0,2,0,1,0,0.0
58386,0,0.9999999,48,1,0.331222926,3000.0,3,0,1,0,0.0
71496,0,0.0,44,0,0.0009113,9875.0,4,0,0,0,0.0
89568,0,0.08604062,43,0,0.440889778,4000.0,3,0,1,0,0.0
2755,0,0.034043108,63,0,0.075630252,9519.0,9,0,0,0,0.0
55558,0,0.0,50,0,1428.0,,5,0,1,0,0.0
53078,0,0.314207796,69,0,0.429928345,6000.0,23,0,2,0,0.0
122735,0,0.307969692,53,1,0.936531734,2000.0,10,0,1,0,0.0
107200,0,0.11026866,56,1,0.088007214,5544.0,7,0,0,0,2.0
100514,0,0.36552135,60,0,0.259730758,6833.0,17,0,1,0,0.0
145336,0,0.902763889,28,2,0.626199616,2083.0,8,0,0,1,0.0
34537,0,0.333777482,24,0,0.105094521,3120.0,2,0,0,0,0.0
148186,0,0.340641175,41,0,0.74022496,5600.0,6,0,3,0,2.0
69540,0,0.079137118,44,0,0.371553542,12802.0,7,0,2,0,3.0
52286,0,0.140156769,42,0,0.37634982,7500.0,7,0,2,0,3.0
11035,0,0.036387054,48,0,3717.0,,9,0,3,0,0.0
127179,0,0.020934328,38,0,0.375200099,8120.0,8,0,2,0,3.0
9129,0,0.0,53,0,0.460619361,4100.0,9,0,1,0,4.0
98357,0,0.9999999,23,0,0.0,,0,0,0,0,
57700,0,0.02176559,79,0,31.0,,7,0,0,0,0.0
117063,0,0.704302611,75,0,1379.0,,6,0,1,0,0.0
93726,0,0.006289176,43,0,0.160106232,10542.0,6,0,1,0,0.0
5749,0,0.075686053,66,0,0.108600721,15800.0,28,0,1,0,1.0
15337,0,0.152307726,69,0,0.165079365,1259.0,4,0,0,0,0.0
23902,0,0.9999999,22,0,200.0,0.0,1,0,0,0,0.0
50334,0,0.058173628,54,0,0.454489036,4833.0,12,0,2,0,3.0
10620,1,0.985602879,53,1,0.381117001,13016.0,5,0,1,0,4.0
94210,0,0.002440976,73,0,0.306309958,7400.0,15,0,2,0,1.0
13137,0,0.175552192,42,1,5705.0,,7,0,2,0,0.0
107759,0,0.9999999,37,0,379.0,0.0,1,0,0,0,0.0
124686,0,0.350477874,52,0,0.477658905,3177.0,15,0,2,0,1.0
84707,0,0.041628331,66,0,0.011712612,7000.0,6,0,0,0,0.0
67492,0,0.9999999,58,0,0.334016898,12190.0,7,0,2,0,2.0
35161,0,0.0,41,0,944.0,0.0,4,0,1,0,2.0
102996,0,0.0,65,0,0.0,400.0,5,0,0,0,0.0
95558,0,0.982869379,77,0,0.029673591,1347.0,4,0,0,0,0.0
101531,0,1.001817961,60,0,392.0,,6,0,0,0,0.0
106324,0,0.096250913,39,0,0.531522998,9500.0,6,0,2,0,1.0
30765,0,0.422116464,66,0,0.060250191,3916.0,6,0,0,0,0.0
32697,0,0.890105382,38,0,1828.0,,6,0,0,0,0.0
97575,0,0.312036788,51,3,0.442944632,8000.0,29,0,2,0,2.0
44976,0,0.036636155,62,0,0.046423045,8400.0,16,0,0,0,1.0
86631,0,0.573172753,54,0,0.49323181,5909.0,12,0,2,0,1.0
116250,0,0.444318523,52,0,0.179040299,70000.0,17,0,3,0,4.0
60113,0,0.033482312,38,0,0.257214269,4400.0,8,0,1,0,0.0
91578,0,0.45347539,63,0,7229.0,,24,0,2,0,0.0
12772,0,0.109567802,53,0,0.190534878,4056.0,15,0,0,0,2.0
127850,0,0.586210288,62,0,1.178102926,1981.0,7,0,2,0,0.0
128971,0,0.96108291,64,0,195.0,,3,1,0,0,0.0
86475,0,0.087283849,31,0,0.009918846,2217.0,2,0,0,0,1.0
142151,0,0.078934211,51,0,0.295974612,5986.0,11,0,1,0,3.0
73867,0,0.080148972,37,0,0.006713327,7000.0,2,0,0,0,0.0
79735,0,0.285841074,55,0,0.114999036,10373.0,6,0,0,0,0.0
125553,0,0.248662175,57,0,2.940724479,910.0,14,0,3,0,0.0
135634,0,1.121171771,57,0,306.0,,4,0,0,0,
43443,1,0.9999999,49,0,0.024958403,600.0,0,0,0,0,1.0
122137,0,0.081446296,45,0,0.397856343,6250.0,9,0,1,0,1.0
811,0,0.9999999,24,0,0.0,3833.0,1,0,0,0,0.0
136042,0,0.383745155,52,0,0.665233415,4883.0,15,0,2,0,1.0
124924,0,0.866853259,31,0,389.0,,3,0,0,0,0.0
44196,0,0.023569745,52,0,0.056616195,6075.0,2,0,0,0,2.0
91549,0,0.0,73,0,1238.0,,10,0,1,0,
27779,0,7696.0,55,0,0.178210764,8416.0,3,0,1,0,0.0
144747,0,0.463961337,26,0,0.207480593,4250.0,11,0,0,0,0.0
106233,0,0.104031969,30,0,0.138311522,3896.0,12,0,0,0,1.0
139417,0,0.014934458,38,0,0.157300256,14430.0,5,0,1,0,1.0
21634,0,0.386328003,53,0,0.580733111,3300.0,16,0,2,1,1.0
86594,0,0.634448678,63,0,0.382934201,4300.0,6,0,0,0,0.0
104516,0,0.0,65,0,2207.0,,8,0,1,0,0.0
6636,0,0.127312933,61,0,0.099092688,5620.0,9,0,0,0,1.0
111207,0,0.00627401,53,0,0.001621329,5550.0,8,0,0,0,0.0
147747,0,0.037999441,62,0,0.170023075,9533.0,5,0,1,0,0.0
22332,0,0.40121899,27,0,0.30142253,2600.0,3,0,0,0,0.0
103031,0,0.005206185,68,0,0.152622007,6597.0,10,0,1,0,0.0
112631,1,0.9999999,44,98,0.0,,0,98,0,98,0.0
88572,0,0.021850094,32,0,0.31716656,4700.0,11,0,2,0,2.0
24506,0,0.662125738,53,1,0.710695775,6366.0,13,0,2,0,1.0
70080,0,0.944001965,57,0,0.578416791,6050.0,7,0,2,0,0.0
81897,0,0.945894901,61,0,0.117979883,4771.0,4,0,0,0,0.0
102240,0,0.946624371,34,0,2553.0,0.0,7,0,2,0,2.0
130843,0,0.0,51,0,0.000959923,12500.0,7,0,0,0,1.0
108196,0,0.9999999,48,0,0.582095544,2490.0,8,0,1,0,2.0
50019,0,0.015092699,30,0,0.085559206,7000.0,10,0,0,0,0.0
119147,0,0.027974927,67,0,0.314314469,25833.0,8,0,3,0,0.0
139221,0,0.0,50,0,0.232403165,2400.0,6,0,0,0,0.0
105531,0,0.073725001,74,0,0.271933193,10417.0,8,0,1,0,0.0
27168,0,0.166924597,55,0,4957.0,,6,0,2,0,2.0
44830,0,0.003835485,67,0,2156.0,,8,0,2,0,0.0
143412,0,0.039283683,74,0,68.0,,4,0,0,0,0.0
4812,0,0.001990172,80,0,0.000249958,12001.0,8,0,0,0,0.0
124531,0,0.0,27,0,0.009035173,3098.0,1,0,0,0,0.0
106822,0,0.008816852,50,0,0.927322592,5833.0,15,0,4,0,0.0
136098,0,0.467195052,42,0,0.44431946,8000.0,11,0,1,0,1.0
43822,0,0.043665696,36,0,0.284102271,7000.0,5,0,2,0,0.0
109384,0,0.010757304,40,1,0.301587302,8000.0,14,1,2,3,0.0
76634,0,0.006404353,70,0,2033.0,,8,0,1,0,0.0
55777,0,0.025136125,38,0,0.42433936,7189.0,6,0,2,0,0.0
8036,0,0.062288796,63,0,136.0,,5,0,0,0,0.0
81724,0,0.613851753,49,0,0.489407284,4200.0,12,0,1,0,1.0
46715,1,0.474305505,40,0,0.320607713,7700.0,10,0,1,0,2.0
106221,0,0.199317726,75,0,0.4635778,4035.0,5,0,1,0,0.0
104968,0,0.047135943,73,0,1.080816497,4800.0,10,0,2,0,0.0
12036,0,0.582243867,45,0,5732.0,,10,0,4,0,3.0
103776,0,0.032845492,68,0,0.002790373,2866.0,7,0,0,0,0.0
11628,0,0.352297886,66,0,0.372533544,3800.0,11,0,0,0,0.0
132377,0,0.9999999,54,1,293.0,,2,0,0,1,0.0
69825,0,1.147410359,33,1,0.149931849,2200.0,3,0,0,0,0.0
99315,0,0.02018697,47,0,2.228739003,3068.0,16,0,4,0,0.0
13641,0,0.000435387,79,0,0.394949141,5701.0,15,0,3,0,0.0
50138,0,0.468016412,52,0,1.342701937,4233.0,19,0,2,0,2.0
39652,0,0.110062998,67,1,1916.0,,8,0,1,0,2.0
84602,0,0.544403475,63,0,0.244982041,9465.0,6,0,2,0,0.0
37531,0,0.41923579,49,0,0.472160825,9500.0,17,0,2,0,7.0
80414,0,1.006312467,28,0,0.131873044,2236.0,2,0,0,0,0.0
5442,0,0.086391361,47,0,0.243832142,8673.0,11,0,1,0,0.0
115903,0,0.013447348,40,0,0.232944291,8310.0,6,0,2,0,3.0
111130,0,0.034542314,49,0,0.002538071,4333.0,4,0,0,0,3.0
21049,0,0.177705365,65,0,8778.0,,20,0,2,0,1.0
79533,0,0.385598405,35,0,1753.0,,8,0,1,0,0.0
48416,0,0.96480352,61,0,0.467523419,12916.0,6,1,2,0,1.0
81327,0,0.172126596,26,0,0.793017456,400.0,4,0,0,0,0.0
82780,0,0.041377657,55,0,0.221349518,2800.0,6,0,1,0,0.0
27042,0,0.001940202,81,0,1.0,,2,0,0,0,0.0
137022,0,0.222267419,46,0,0.465372114,11998.0,13,0,3,0,1.0
88319,0,0.830507296,47,0,0.671679909,7047.0,12,0,1,0,0.0
35992,1,0.9999999,28,0,0.0,1.0,0,0,0,0,1.0
75004,0,0.025838966,40,0,0.191694606,17000.0,4,0,2,0,3.0
119949,0,0.055184508,75,0,0.054811206,6567.0,4,0,0,0,0.0
26993,0,0.086989512,82,0,2297.0,,9,0,4,0,
129061,1,0.974471589,44,0,1293.5,1.0,6,0,0,0,2.0
82598,0,0.000596926,40,0,0.173459876,11800.0,7,0,1,0,1.0
30206,0,0.81517069,34,0,0.238050609,3200.0,4,0,0,0,1.0
87773,0,0.0,35,0,0.248289654,9500.0,7,0,1,0,0.0
133234,0,0.9999999,28,0,0.183798711,3258.0,1,0,0,0,0.0
85100,0,0.012794536,67,0,0.000719977,20833.0,6,0,0,0,0.0
124907,0,1.272425249,36,0,0.003665445,3000.0,1,1,0,0,0.0
108567,0,0.013828729,62,0,539.0,,9,0,1,0,0.0
82279,0,0.074662431,63,0,0.213540923,7000.0,18,0,1,0,0.0
117133,0,0.021021386,34,0,0.650175374,5416.0,10,0,1,0,1.0
148833,0,0.054485872,61,0,0.647285033,6500.0,13,0,1,0,3.0
19025,0,0.08670688,60,1,0.074301146,13700.0,11,0,0,0,0.0
93355,0,0.232592247,58,0,0.345239874,6690.0,6,0,2,0,1.0
40864,0,0.9999999,23,98,0.0,3635.0,0,98,0,98,0.0
13612,1,0.929628918,41,1,1.116400857,4200.0,9,4,1,1,3.0
2798,0,0.087225384,39,0,180.0,,6,0,0,0,0.0
113708,0,0.018054715,62,0,28.0,,4,0,0,0,0.0
5466,0,0.043273614,60,0,0.25809121,10875.0,12,0,1,0,1.0
72569,0,0.899780005,56,3,0.468962644,7200.0,12,0,2,1,3.0
553,0,0.9999999,45,0,461.0,,2,0,0,0,0.0
27416,0,0.9999999,92,0,0.252773004,6400.0,3,0,1,0,0.0
108869,0,0.799127186,58,2,5760.0,,10,0,2,0,0.0
86086,0,0.635200727,65,0,0.421483668,10500.0,13,0,4,0,0.0
40139,0,0.9999999,30,2,26.0,,2,1,0,0,
54481,0,0.022195561,63,0,0.000480692,6240.0,3,0,0,0,0.0
81850,0,0.480502785,26,0,0.138578131,5541.0,3,0,0,0,0.0
72876,0,0.034372877,60,0,0.208315974,12000.0,21,0,2,0,1.0
145602,0,0.764522174,23,0,0.283143371,1666.0,5,0,1,0,0.0
34235,0,0.151656728,62,0,0.425208154,3482.0,7,0,1,0,0.0
59154,0,0.0,65,0,453.0,,5,0,0,0,1.0
147991,0,0.055595426,35,1,0.202949263,4000.0,14,0,0,0,0.0
72401,0,0.0,31,0,0.455665025,2029.0,5,0,1,0,0.0
121327,0,0.039466003,50,0,0.171066447,13333.0,8,0,2,0,0.0
78699,0,0.07152861,54,0,0.360662762,7000.0,13,0,1,0,2.0
68843,0,0.0,50,0,0.0,1916.0,3,0,0,0,0.0
7260,0,0.060794936,76,0,790.0,,9,0,0,0,0.0
137294,0,0.000457448,64,0,0.266348888,11957.0,21,0,2,0,0.0
15341,0,0.9999999,86,0,0.000761832,10500.0,5,0,0,0,0.0
109344,0,0.190317001,58,0,3352.0,,9,0,1,0,3.0
129503,0,0.088516077,52,0,5860.0,,10,0,2,0,2.0
29983,0,0.015414715,49,0,5025.0,,6,0,2,0,4.0
21239,0,0.0,75,0,0.048991835,6000.0,8,0,0,0,0.0
111044,0,0.001300946,62,0,0.385688991,9600.0,8,0,1,0,2.0
100038,0,0.355653553,63,0,0.417534027,4995.0,10,0,1,0,1.0
36426,0,0.022799349,68,0,1.104952294,2200.0,9,0,2,0,0.0
98667,0,0.18376601,45,0,0.539860681,2583.0,14,0,1,0,2.0
68644,0,0.036671653,45,0,5350.0,,15,0,4,0,0.0
34952,0,0.06589688,50,1,0.223569696,7008.0,8,0,1,0,2.0
76543,0,0.339059047,45,0,0.438714364,11013.0,14,0,2,0,4.0
94350,0,0.202481416,62,0,0.032326369,7083.0,5,0,0,0,0.0
132040,0,0.65014209,30,0,0.204698825,4000.0,3,0,0,0,0.0
5140,0,0.127382988,75,0,0.370234178,5166.0,6,0,2,0,0.0
83867,0,0.9999999,36,2,0.22417547,12400.0,9,1,1,0,1.0
67673,1,1.168010319,33,4,0.22697187,3625.0,10,1,0,0,0.0
101013,0,0.285888273,35,0,0.189459337,2200.0,6,0,0,0,0.0
96338,1,1.153692615,32,2,0.172236504,2333.0,4,0,0,0,1.0
16989,0,0.321466563,78,0,0.250999556,2250.0,10,0,0,0,0.0
148182,0,0.057588482,60,0,0.067109544,7375.0,3,0,0,0,0.0
25985,0,0.602341324,69,0,0.424136593,7730.0,14,0,1,0,1.0
80478,0,0.9999999,47,0,0.0,,0,0,0,0,0.0
96053,1,0.44451931,30,0,0.74341661,1480.0,7,0,0,1,0.0
69678,0,0.162607658,32,0,0.328675238,3577.0,7,0,1,0,0.0
84826,0,0.164887234,51,0,0.400919816,5000.0,11,1,2,0,3.0
115352,0,0.035594573,68,0,0.278582317,2623.0,16,0,0,0,0.0
6517,0,0.193533866,45,0,0.365136731,8300.0,16,0,2,0,4.0
123889,0,0.522444325,48,0,0.526182965,9509.0,10,0,1,0,0.0
77426,0,0.069764434,68,0,0.106741573,3381.0,12,0,1,0,0.0
51141,0,1.053592854,36,0,734.0,,3,0,0,0,0.0
100677,0,0.194457742,34,0,0.838808251,1308.0,11,0,2,0,2.0
142765,0,0.009190681,98,1,0.634069401,950.0,8,0,1,0,0.0
45848,0,0.278245965,27,0,922.0,,7,0,0,0,0.0
90122,0,1.082305898,29,0,0.767331151,3360.0,11,0,1,0,1.0
20108,0,0.022283118,76,0,1263.0,,7,0,1,0,0.0
