X,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
21696,0,1.210940919,23,0,0.053964024,1500,4,1,0,0,0
78140,0,0.000749813,24,0,0,3724,2,0,0,0,0
76011,0,0.288092536,29,0,0.294463498,2040,7,0,0,0,0
35565,0,0.488767004,51,0,0.358948722,7000,11,0,0,0,3
10910,0,0.136232129,48,0,0.437001079,9269,23,0,2,0,3
15702,0,0.653765133,39,0,0.701059788,5000,5,0,1,0,2
138503,0,0.368657564,49,3,0.414998754,12040,7,0,2,0,1
90267,0,0.327048068,44,0,0.105649058,6000,4,0,0,0,0
19247,0,0.957673721,62,0,0.237168378,7500,6,0,1,0,2
121761,0,0.057864095,77,0,46,,4,0,0,0,
11939,0,0.208259447,63,0,0.17877095,3400,10,0,1,0,0
117476,0,0.9999999,42,0,2030,0,2,0,1,0,0
31903,0,0.752921787,68,0,0.747460261,8366,25,0,1,0,1
138240,0,0.786979416,37,0,0.549059244,6430,15,0,1,0,3
118468,0,0.308125795,30,0,0.38209266,1920,3,0,0,0,0
146232,0,0,46,0,0.349779628,8167,7,0,1,0,0
108743,0,0.290494688,43,0,0.362161019,18916,8,0,2,0,3
93885,0,0.001409992,39,0,0.28238823,7000,11,0,2,0,2
82179,0,0.006702389,73,0,76,,8,0,0,0,0
42864,0,0.011382864,30,1,0.101694915,2300,5,0,0,0,0
53189,0,0.006504112,77,0,0.370057452,2958,6,0,1,0,1
43251,0,0.033573141,23,0,0.048144433,1993,3,0,0,1,1
42546,0,0.012833396,68,0,0.033149171,3800,8,0,0,0,0
115253,0,0.195447727,56,1,0.271123309,5100,6,0,1,0,1
64825,0,0,41,0,1679,,3,0,1,0,0
42199,0,0.165404942,47,0,0.517827391,3000,8,0,1,0,3
36419,0,0.24857871,70,0,0.354778555,2144,8,0,1,0,0
92541,0,0.772112214,57,1,0.323514507,15785,17,0,2,0,1
139828,0,0.110915563,65,0,124,,3,0,0,0,0
88330,0,0.10549989,58,0,0.165484344,8175,5,0,1,0,1
5563,0,0.272079755,62,0,0.30934738,11200,15,0,1,0,2
63996,0,0.412671436,64,0,0.488386402,6500,5,0,2,0,0
92131,0,0.849479028,52,0,0.620819136,14380,16,0,2,0,1
78182,0,0.950874132,65,0,0.545375218,4583,10,0,1,0,0
37995,0,0.012524501,85,0,10,,4,0,0,0,0
15764,0,0.745518177,30,5,1.613846538,4000,13,0,3,1,0
30120,0,0.397272121,60,0,3661,,16,0,1,0,0
134037,0,0.040533711,49,0,0.167566487,5000,9,0,1,0,0
123964,0,0.041298623,72,0,0.153406656,7000,5,0,1,0,1
83387,1,0.539639662,49,0,0.111774362,6700,21,0,0,0,1
88195,0,0.716197338,36,0,0.700562527,2310,7,0,0,0,0
121894,0,0.690366008,48,0,1.213274091,3600,14,0,3,0,2
40302,0,0.569781975,48,0,122,,3,2,0,0,1
111822,0,0.917908209,58,1,0.224159147,4875,8,0,0,0,1
15966,0,0.9999999,85,0,210,,1,0,1,0,0
123336,0,0.291984632,49,0,0.114477535,5808,13,0,0,0,3
98294,0,0.904093151,78,0,3576,0,8,0,1,0,0
128344,0,0.018150955,43,0,0.719700125,2400,8,0,2,0,2
21414,0,0.019436516,39,0,0.262080457,4200,13,0,1,0,1
9763,0,0.672064777,38,0,0.306058222,5083,6,0,2,0,0
84493,1,0.199667221,29,1,0.067893211,10000,5,3,0,0,2
60677,0,0.098737495,74,0,2822,,12,0,1,0,0
47645,0,0.660968039,49,0,0.73470204,7500,21,0,2,0,1
31040,0,0.128524765,77,0,57,,1,0,0,0,0
130697,0,0.245542505,60,0,0.409160827,5850,12,0,1,0,1
74024,1,0.092331633,37,2,3.818787475,1500,12,0,4,0,0
24691,0,0.086723668,60,0,0.492236025,7083,8,0,1,0,1
107482,0,0.9999999,52,0,0,4590,0,0,0,0,2
49170,0,0.379713584,28,0,0.484131923,1606,10,0,0,0,0
54271,0,0.478508201,31,0,0.412889625,6640,10,0,2,0,3
66919,0,0.49820024,80,0,0.037308461,3001,1,0,0,0,0
144980,1,0.230977484,36,0,0.606960763,4510,15,0,1,0,0
4714,0,0.236010581,43,0,0.794037448,5500,15,0,4,0,2
11881,0,0.012122356,36,1,0.932840687,4600,10,0,1,0,1
96888,1,0.519153182,58,0,0.220229344,3400,9,0,0,0,0
146562,0,0.143965334,55,1,0.484148036,15833,16,0,3,0,1
19562,0,0.06122563,72,0,1299,,4,0,1,0,0
15031,0,0.117973365,33,1,0.717227852,3058,12,0,3,0,0
120150,0,0.024595081,42,0,0.395103419,4737,4,0,1,0,0
12520,0,0.146217076,51,0,0.139408043,13750,9,0,1,0,3
77423,0,0.204374555,48,2,0.212062633,5172,16,0,0,0,0
45990,0,0.642535524,51,0,0.272362293,6226,6,0,0,0,1
121180,0,0.050139997,68,0,0.214275795,7200,5,0,1,0,1
43002,0,0.041281409,57,0,0.355669745,14400,13,0,2,0,3
89298,0,0.631409215,55,2,0.395789271,10401,13,0,3,0,0
69950,0,0.509832326,56,0,0.400023414,17083,13,0,3,0,1
127027,0,0.556170159,39,1,0.235486891,6407,14,0,0,0,0
130080,0,0.239284945,72,0,0.42183539,5916,7,0,1,0,0
134918,0,0.159808651,58,0,0.337159254,23000,14,0,3,0,1
121639,0,0.121838396,43,0,0.537292541,5000,10,0,1,0,2
116210,0,1.01332889,33,0,0.084652558,6000,5,0,0,0,1
30290,1,0.642685851,26,2,0.315570358,1200,8,1,0,1,0
7914,0,0.353181976,65,0,0.392800543,8833,16,0,2,0,0
71293,0,0.148718884,32,0,0.152358183,4600,9,0,0,0,0
117388,0,0.140730316,58,0,0.12433229,5428,3,0,1,0,0
31601,0,0.113411478,34,0,0.080611536,4316,4,0,0,0,2
130289,0,0.153047491,37,2,0.535166994,2544,10,0,1,0,2
11962,0,0.783155206,41,5,0.345209962,5500,14,1,2,0,2
79198,0,0,49,0,1651,,3,0,1,0,0
24554,0,0.000602003,69,0,3.312134218,2562,28,0,1,0,0
126900,0,0.99001996,33,0,0.087004813,2700,3,3,0,1,0
87848,0,0.067729084,52,2,0.540129327,2628,6,0,1,1,1
32171,1,0.93555667,43,0,280,,5,0,0,0,5
140458,0,0,49,0,0,,3,0,0,0,0
62471,0,0.052279767,30,0,0.211372064,4853,7,0,1,0,0
3353,1,0.87064117,53,0,1238,,4,1,0,1,0
134995,0,0.084089782,52,0,0.243098234,10250,24,0,2,0,0
35179,1,0.894611539,51,2,2.941529235,2000,31,4,4,0,0
119435,0,0.236217431,50,0,2449,,8,0,2,0,0
6894,0,0.9999999,51,1,106,,0,0,0,0,0
108788,1,0.486183794,49,2,0.296351824,2000,7,0,0,1,0
71160,0,0.03139686,71,0,0.002695055,7420,3,0,0,0,0
134177,0,0.507815961,39,2,0.346723404,5874,10,0,1,0,4
101504,0,0.16339183,33,0,0.228554289,5000,6,0,0,0,0
28664,0,0.044723207,77,0,0.213816407,5326,10,0,1,0,0
3059,0,0.05674818,32,1,0.856535866,4000,10,1,1,1,0
95738,0,0.160165494,45,0,0.325958242,3208,7,0,1,0,2
16185,0,0.011294526,23,1,0,,2,0,0,0,
3577,0,0,37,0,0.091171108,17000,2,0,1,0,0
24695,0,0.743773105,48,0,0.315515446,2880,5,0,1,0,0
40867,0,0.019965486,50,0,0.420782209,13039,7,0,1,0,1
97944,0,0.308482167,56,0,0.39389784,5833,8,0,1,0,2
72,0,0.142013011,67,0,1824,,7,0,2,0,0
59621,0,0.105632509,81,0,0.146783626,3419,11,0,0,0,0
146306,0,0,62,0,1835,,9,0,1,0,0
122799,0,0.487085486,37,0,0.368463154,10000,6,0,2,0,2
25598,0,0.674263869,58,0,0.429204357,5416,19,0,0,0,1
121924,0,0.023755139,52,0,0.392582418,3639,6,0,2,0,0
122063,0,0.008163667,68,0,0.00466563,4500,5,0,0,0,0
102331,0,0.123590178,49,0,0.476502082,1680,9,0,0,0,1
60197,0,0.017714917,50,0,0.098597417,7200,8,0,0,0,2
110226,0,0.847235662,32,0,0.259532841,5008,5,0,0,0,4
118334,0,0.045623859,49,0,3207,,12,0,2,0,1
1204,0,0.9999999,68,0,0.196745562,1351,3,0,0,0,0
144255,0,0.048683046,71,0,0.549260571,4800,12,0,1,0,0
23496,0,0.008287575,41,0,0.369375803,7000,7,0,2,0,2
135528,0,0.9999999,41,0,0,0,0,0,0,0,0
70853,0,0.034196947,32,0,0.111744413,20000,5,0,1,0,2
44557,0,0.008850866,44,0,0.00188566,11666,7,0,0,0,4
106243,0,0.03727129,35,0,0.047658724,6000,13,0,0,0,0
15305,0,1.007998,48,0,0.348094748,5825,3,0,1,0,4
133527,1,0.718917609,48,1,0.189358093,11200,12,0,1,0,1
97589,0,0.274999373,48,0,0.152113389,3950,6,0,0,0,1
62956,0,0.340698399,44,2,0.190989776,8900,12,0,1,0,4
54779,0,0.061090427,44,0,0.340352463,11064,8,0,2,0,3
120021,0,0.780260939,69,0,4708,,21,0,1,0,0
146181,0,0.208604687,69,0,2011,,5,0,1,0,0
16230,0,0.044713568,65,0,0.293630391,3500,14,0,1,1,0
72044,0,0.056095427,69,0,0.036600496,4835,17,0,0,0,0
49909,0,0.024621377,58,1,818,,6,0,1,0,
64495,0,0.226283067,70,0,0.650347972,4166,14,0,2,0,0
23914,0,0.14341611,55,0,0.325334497,6875,13,0,1,0,1
12506,0,0.025761608,44,0,0.143352401,5768,5,0,1,0,0
106734,0,0.53971907,30,0,3456,,8,0,1,0,0
114730,0,0.046623057,47,0,2514,,8,0,1,0,0
38106,0,0.030323232,36,1,0.073493876,12000,4,0,0,0,0
17194,0,0.667619008,28,0,0.279663247,3800,5,0,0,0,0
87393,0,0.002371983,58,0,1984,,5,0,1,0,0
75759,0,0.205307565,63,0,0.071708683,3569,3,0,0,0,0
93488,0,0.037591973,64,0,1.615237051,3648,8,0,2,0,0
66592,0,0.042240369,51,0,0.362404177,9000,6,0,1,0,0
130790,1,0.841660261,41,0,68,,5,5,0,0,0
41688,0,0.022839346,54,0,0.68143952,3000,6,0,1,0,0
140818,0,0.139134932,42,0,0.560121967,7542,5,0,2,0,1
134479,0,0,82,0,2,,9,0,0,0,
33461,0,0.175386731,55,0,0.456571497,8300,17,0,2,0,2
14343,0,0.347314601,51,0,0.066011818,38583,6,0,1,0,0
81057,0,0.402168383,39,0,0.404118404,3107,6,0,0,0,1
123628,0,0.097560976,64,0,2369,,5,0,1,0,0
91754,0,0.226346707,30,0,0.238616071,4479,6,0,1,0,0
1080,0,0.179110121,41,0,0.27491843,9500,10,1,1,0,2
50653,0,0.9999999,30,0,692,,2,0,0,0,
149137,0,0.064499152,83,0,0.012794882,2500,3,0,0,0,0
41833,0,0.052464416,32,0,0.438771095,2310,6,0,1,0,0
140105,0,0.133736486,80,0,0.403783102,3964,11,0,3,0,1
148759,0,0.07992008,23,0,2,0,1,0,0,0,0
129744,0,0.99694769,39,0,0.211943482,3750,2,0,0,0,0
35983,0,0.030702252,47,0,0.512697461,5000,3,0,1,0,2
124116,0,0.401999759,39,0,0.4119962,7368,12,0,2,0,0
106511,0,0.586124238,42,0,0.304364545,5200,17,0,0,0,0
133816,0,0.12652392,52,0,0.190521934,6245,7,0,2,0,3
9503,0,0.030298485,37,0,0.314575412,3944,7,0,1,0,1
86579,0,0.06262175,63,0,0.463314631,4633,6,0,1,0,0
149617,0,0.007495422,54,0,5,,4,0,0,0,0
41686,0,0.168095681,62,0,0.177792591,10500,10,0,1,0,0
67419,0,0.001399944,88,0,0.0061689,4700,9,0,0,0,0
94335,0,0.684935082,53,0,1025,,8,0,0,0,0
88743,0,0.648019238,26,1,0.342484557,1456,5,0,0,0,0
102696,0,0.445829902,57,0,0.025794841,5000,4,0,1,0,0
19439,0,0,36,0,0.756659142,2214,7,0,1,0,0
45071,0,0.040569321,33,0,0.751292186,3288,9,0,1,0,1
76643,0,0.220222279,64,0,0.306144148,13166,8,0,2,0,0
77749,1,0.634920635,44,1,0.30345801,2833,5,4,0,0,2
22680,0,0.019077478,50,0,0.223720267,9122,9,0,1,0,1
106498,0,0,55,0,3592,,7,0,1,0,0
94709,0,0,84,0,0,,3,0,0,0,
148576,0,0.307757394,47,0,0.181313158,18900,10,0,2,0,3
33565,0,0,73,0,343,,5,0,0,0,0
62790,0,0.862530896,50,0,0.762691854,5081,13,0,0,0,0
122987,0,0.037187618,64,0,120,,10,0,0,0,0
25631,0,0.728408949,64,1,0.187562488,5000,8,0,0,0,0
14468,0,0.176562174,60,0,0.11364097,14800,16,0,2,0,2
118098,0,0.043461431,53,0,0.317954578,7000,9,0,2,0,1
15606,0,0.01379931,58,0,8,,2,0,0,0,0
68633,0,0.9999999,56,0,0.628731343,2679,4,0,1,0,1
85052,0,0.227019989,71,0,0.358962152,4200,15,0,1,0,0
97713,0,0.554998107,35,3,0.405370661,7000,12,0,2,0,1
10538,0,0.950212072,54,0,0.617578055,5540,11,1,2,0,1
67873,0,0.223820798,36,0,0.235018658,13666,12,0,2,0,0
121373,0,0.037140855,66,0,2838,,14,0,2,0,1
123919,0,0.046865104,92,0,0.007998546,5500,5,0,0,0,1
87078,0,0.555784041,37,0,2.042931162,1350,8,0,2,0,2
86875,0,0.879487797,44,0,0.838100528,3600,8,0,1,0,3
76792,0,0.019396121,67,0,0.200767591,11724,5,0,1,0,1
5296,0,0,38,0,0.092774342,27000,8,0,1,0,3
75376,0,0.741576254,72,2,0.355011599,12500,9,0,2,0,0
33976,0,0.550924914,46,0,0.626162272,7850,22,0,2,0,1
22449,0,0.011418986,43,1,0.347080878,5600,5,0,1,0,2
24747,0,0.294657686,53,1,0.322305543,6800,14,0,0,0,0
113154,0,0.830754707,83,0,2802,,19,0,0,0,0
9135,0,0.023609784,48,0,0.394160584,3972,5,0,1,0,1
103425,0,0.397736265,65,0,1.31984008,2000,13,0,0,0,0
134429,0,0.365070078,31,0,0.264683829,4000,6,0,0,0,0
124979,0,0,67,0,0.006914894,3759,8,0,0,0,0
43995,0,0.011045814,47,0,0.295058555,3500,5,0,1,0,2
113017,0,0.056953414,63,0,0.261726858,4817,12,0,1,0,0
10465,0,0.021608338,38,0,0.002499107,2800,5,0,0,0,0
77908,0,0.08959552,56,0,0.366042224,3362,3,0,1,0,0
112044,0,0.131643929,60,0,0.176091195,20000,11,0,2,0,2
91678,0,0.107915106,81,0,0.006094658,10500,13,0,0,0,0
86599,0,0.795068311,25,0,0.251642388,3500,3,0,0,0,0
108701,0,0.027314352,84,0,15,,3,0,0,0,
50555,0,0.06677379,39,0,0.48129106,3500,3,0,1,0,0
19104,0,1.443890274,60,2,0.452599719,9250,22,0,2,0,0
61842,0,0.162779901,46,0,0.535051716,6090,9,0,1,0,0
99707,0,0.271294809,60,1,0.208355844,5552,6,0,1,0,0
40413,0,0.020389788,54,0,0.242551406,4765,7,0,1,0,0
107371,0,0,76,0,0.498456109,6800,9,0,1,0,0
50986,0,0.899028306,55,1,0.441336876,7150,7,0,2,0,2
102766,0,0.246707289,62,0,3279,,14,0,1,0,1
14936,0,0.9999999,33,0,89,,2,3,0,0,0
140020,0,0.030848458,59,0,0.354130956,5833,2,0,1,0,1
43213,0,0.124750014,41,0,0.115864968,8086,6,0,1,0,0
127520,0,0.011950896,61,0,0.001260789,10310,5,0,0,0,2
118351,0,0.00055492,38,0,0.443413912,10134,19,0,2,0,1
95954,0,0.240561208,77,0,0.340331934,5000,12,0,1,0,0
42805,0,0.642401022,69,0,2104,,6,0,1,0,0
16906,0,0.058360984,48,0,1.378069353,5334,6,0,5,0,0
51325,0,0.117906498,41,0,0.67807294,2220,4,0,1,0,1
64724,0,0.088819069,47,0,0.168566287,5000,4,0,0,0,1
106713,0,0.992503748,57,3,0.32231734,5022,7,3,1,2,0
27679,0,0.009094128,43,0,0.177823471,13130,48,0,2,0,0
6237,0,0,43,1,289,,10,0,0,0,0
20956,1,0.9999999,42,1,0.145713187,2600,1,2,0,0,4
13434,0,0.144233683,30,0,0.095756499,4500,5,0,0,0,1
120865,0,0.011882645,40,0,1974,,19,0,1,0,3
46755,0,0.661625133,69,2,2748,,16,0,1,0,
149728,0,0.12889666,57,0,0.347917765,7587,13,0,1,0,0
2210,0,0.546226887,26,0,0.071192375,5140,3,2,0,2,1
148291,0,0.004096509,44,0,2263,,13,0,2,0,0
10107,0,0.007639694,77,0,0.240088362,8600,4,0,1,0,0
4864,1,0.75128109,38,3,0.701099633,3000,7,1,1,1,2
116805,0,0.386565293,46,1,0.132975798,7271,6,0,0,0,2
67625,0,0.035538929,52,0,0.014623172,8000,8,0,0,0,1
20661,0,0.008952762,59,0,0.095734496,9400,11,0,1,0,0
55301,0,0.067757403,79,0,0.652417303,3929,13,0,2,0,1
44843,0,0.132749262,70,0,0.01332889,3000,9,0,0,0,0
65580,0,0.050931636,31,0,0.347204493,3916,4,0,2,0,0
120615,0,0.144482624,60,0,0.275213993,5373,4,0,1,0,0
126246,0,0.07839776,70,0,85,,6,0,0,0,0
143162,0,0.084076637,65,0,1373,,4,0,1,0,0
6342,0,0.126098761,57,0,0.152950129,17083,9,0,1,0,2
37836,0,0.379024839,86,2,0.356131509,8333,9,0,1,0,0
49494,0,0.025317349,70,0,0.223871367,4850,11,0,0,0,0
81697,0,0.595361855,53,1,0.045881126,958,1,0,0,0,0
72228,0,0.010025063,58,0,0.379925505,5100,12,0,1,0,1
139826,0,0.226651557,44,0,0.310448617,6976,7,0,2,0,1
54365,0,0.002608558,82,0,0.434714211,9534,19,0,2,0,1
45200,0,0.339350273,26,0,1.285815102,2833,9,0,2,0,0
91218,0,0.841631674,52,0,0.426048326,9228,9,0,2,0,0
48079,0,0.025477153,43,0,0.269278181,7300,4,0,1,0,1
12909,0,0.473189434,61,0,0.532340339,4900,9,0,2,0,1
30648,0,0.051722571,42,0,0.008495752,2000,2,0,0,0,0
145170,0,0.923131866,49,0,0.301224898,12000,8,0,1,0,5
44458,0,0.825458313,65,0,0.952698201,1500,5,0,1,0,0
57872,0,0.569886023,54,0,0.067887324,7099,4,0,0,0,0
13878,0,0.698441797,26,0,0.226073047,3750,8,0,0,0,1
101142,1,0.676928671,41,1,0.449091818,6000,11,0,2,0,1
101200,0,0,61,0,0,,4,0,0,0,0
40091,0,0.250957608,59,0,0.376405899,4000,21,0,0,0,0
46867,0,0.067825486,53,0,0.226830849,10800,8,0,2,0,2
146303,0,0.425534154,30,0,11.25870647,200,6,0,2,0,0
55787,0,0.115199355,63,0,0.21554878,9839,7,0,2,0,1
143381,0,0.9999999,46,2,0.392911296,5275,5,0,1,1,1
22717,0,0.001044745,65,0,1,,10,0,0,0,1
420,0,0.032769199,70,0,724,,11,0,1,0,0
123600,0,0.097610119,26,0,0.227939216,3750,7,0,0,0,0
102817,0,0.428380968,33,0,0.251139241,3949,6,0,0,0,0
7823,0,0.011089033,30,0,1.474764282,1802,7,0,2,0,0
138544,1,0.734069542,31,2,0.152735351,3600,4,0,0,0,0
96241,0,0.033307885,63,0,76,,9,0,0,0,0
67510,0,0.9999999,33,0,0.013493253,2000,0,0,0,0,0
76452,0,0.810879934,41,2,0.396400313,11500,16,0,2,0,3
112140,0,0.004020326,63,0,2173,,7,0,1,0,0
35008,0,0,38,0,0.497682029,11000,9,0,2,0,1
90004,0,0.449601904,34,0,0.340995054,10310,8,0,2,0,2
79436,1,0.725338388,72,0,0.563393973,7200,12,0,2,0,0
68656,0,0.166494004,34,0,2850,,12,0,2,0,2
71303,0,0.082867545,93,0,0.028379432,16666,3,0,0,0,0
105063,0,0.147837491,58,2,0.328953007,7000,10,0,1,0,1
47227,0,0.528606423,58,0,2718,,10,0,1,0,0
131874,0,0.960254968,53,0,0.368006807,4700,6,0,0,0,1
4939,0,0.80620801,48,0,0.294032375,8277,9,0,2,0,2
30699,0,0.296550916,43,1,0.502199707,7500,10,0,1,0,3
36141,0,0.027230842,66,0,4072,,8,0,1,0,0
72177,0,0.04947611,48,0,0.213528521,1980,6,1,0,0,1
128450,0,0.261815829,42,0,0.487040134,7175,7,0,2,0,2
59318,1,0.948481097,59,3,0.306461692,8000,8,0,1,0,0
31307,0,0.362987045,51,0,0.123024349,2340,4,0,0,0,1
77398,1,0.302921378,70,5,0.730074979,3600,13,0,2,1,0
10982,1,0.289963755,48,3,0.493597614,5700,6,0,2,2,2
122456,0,0.128452491,62,0,0.72959467,1800,4,0,1,0,0
55825,0,0,50,1,0.12271932,4000,2,0,0,0,4
112198,0,0.000961501,69,0,0,6000,3,0,0,0,0
47069,0,0.032095328,73,1,0.327803659,8800,12,0,2,0,1
124353,0,0.510661541,52,0,0.397742965,21000,8,0,1,0,2
125763,0,0.044277808,57,0,0.02435273,3900,6,0,0,0,4
109809,0,0,63,0,760,,8,0,1,0,0
40056,0,0.194023928,82,0,2303,,11,0,1,0,0
102585,0,0.75735672,32,0,0.381091212,2400,8,0,0,0,0
126227,0,0.082995771,49,0,0.361391695,4454,13,0,1,0,3
139039,0,0.193098651,69,0,0.402775101,5188,7,0,2,0,0
98804,0,0.562667744,52,2,0.319484559,4500,11,1,2,0,3
131527,0,0.24010132,41,0,0.187479187,3002,3,0,0,0,0
11631,0,0.009308922,69,0,0.002749656,8000,4,0,0,0,0
124347,0,0,37,0,0,,2,0,0,0,0
13274,0,0.02517895,70,0,526,,5,0,1,0,0
104985,0,0.129123818,52,0,0.446548459,5808,4,0,1,0,0
42804,1,0.85618493,39,0,0.357607065,6000,4,0,2,0,0
35053,0,0.405822673,40,0,4097,,5,0,2,0,0
44865,0,0.198760154,47,0,1.420622363,3791,15,0,2,0,1
107534,0,0.082196712,59,1,0.335613761,5115,12,0,2,0,0
117331,0,0.067656114,62,0,0.012426796,7000,11,0,0,0,0
61956,0,0.044929687,46,0,0.166696964,5500,14,0,0,0,2
110209,0,0.202721879,57,0,0.398294058,6916,11,0,3,0,0
70244,0,0.026498107,47,0,0.001284687,7783,2,0,0,0,0
110505,1,0.522799317,46,4,0.182233648,3500,5,0,0,1,2
21717,0,0.27968008,28,0,0.00969163,3404,3,0,0,0,0
110455,0,0.005698992,40,0,0.503747149,6137,7,0,1,0,0
4518,0,0.054743094,42,2,0.212930892,6062,19,0,1,1,2
12603,0,0.008624641,44,0,0.497200448,6250,13,1,2,0,0
127010,0,0.682572334,63,1,3333,,10,0,1,0,0
116801,0,0.085468912,48,0,0.369283724,6100,8,0,2,0,2
135297,0,0.835758212,39,0,0.345724451,8150,11,0,1,0,2
121462,0,0.042068789,76,0,0.005053394,10487,8,0,0,0,0
81918,0,0.09922739,36,0,0.533489097,5135,11,0,2,0,0
120255,0,0,62,0,1438,,12,0,1,0,
70762,0,0.013438869,56,0,198,,4,0,1,0,1
38301,0,0.19594065,48,0,1.676529388,2500,9,0,1,0,0
49835,0,0.081974597,77,0,27,,4,0,0,0,
90956,0,0.215810438,64,0,0.638143177,3575,15,0,1,0,0
106990,0,0.19474519,45,0,1364,,4,0,1,0,0
22233,0,0.486217482,41,0,0.347591782,2968,8,0,0,0,2
41816,0,0.467647131,27,0,0.29149078,4500,8,0,0,0,1
105472,0,0.83610926,49,0,0.164840897,1916,3,0,0,0,0
147886,1,0.023255814,60,0,0,2675,1,0,0,0,2
107815,0,0.223432301,60,0,0.132556965,33660,10,0,1,0,0
124813,0,0.967722962,34,0,0.236670616,3375,5,0,0,0,0
134926,0,0.41315915,40,0,0.361408567,4855,7,0,1,0,0
82781,0,0.001580965,56,0,0.297764043,5500,8,0,1,0,1
4094,0,0.196335124,52,0,0.354529094,5000,8,0,1,0,0
34132,0,0.788822576,40,0,0.425165359,6500,10,0,0,0,0
120787,0,0.341016901,44,0,0.919292852,1300,8,0,1,1,0
134187,0,0,47,0,0,8000,6,0,0,0,2
75909,0,0.942459776,45,0,0.125568432,6816,3,0,0,0,3
60358,0,0.02671047,29,0,0.00092302,5416,2,0,0,0,0
147737,0,0.9999999,51,0,0.294765221,4450,4,0,1,0,1
64349,0,0.009487731,34,0,0.51662682,4600,8,0,2,0,1
14138,0,0.01859814,63,0,814,,3,0,1,0,0
21187,1,0.9999999,38,1,0.096028689,7528,2,1,1,0,4
123857,0,0,57,0,0.518423308,4667,7,0,3,0,0
30969,0,0.001110957,47,0,0,,2,0,0,0,0
97474,0,0.422858656,51,0,0.424873305,7300,23,0,1,0,1
143028,0,0.428476463,64,0,0.297197737,7600,13,0,1,0,0
11449,0,0.500998004,42,0,0.001521408,4600,1,0,0,0,0
17561,0,0.039304985,33,0,0.585793137,4166,8,0,2,0,0
33104,0,0.133146671,53,0,0.321653378,4765,3,0,1,0,0
99425,0,0.043817746,59,0,1179,,11,0,2,0,0
130650,0,0.015910938,76,0,0.311965812,6785,9,0,1,0,1
117109,0,0.321770697,53,0,0.140196078,2039,3,0,0,0,0
7193,0,0.084405787,55,0,0.394260574,10000,9,0,2,0,2
63932,0,0.268597018,67,0,0.330533893,5000,12,0,1,0,0
66107,0,0.68004102,38,0,0.278731021,8100,7,0,1,0,2
146029,0,0.08091538,35,0,0.266312228,60000,10,0,5,0,3
95656,0,0.154309774,37,0,0.951612903,6633,12,0,3,0,1
148893,0,0.620653187,68,1,0.289892532,7350,9,0,0,0,0
85723,0,0.28367908,35,0,635,,9,1,0,0,0
56383,0,0.350235377,42,0,1688,,8,0,1,0,0
130047,0,0.584510395,30,1,0.159976123,6700,13,0,0,2,0
21502,0,0.924415117,38,0,0.274227423,3332,6,0,0,0,3
14920,0,0.081905368,75,0,4853,,8,0,4,0,
81102,0,0.00323375,43,0,0.139900662,6039,8,0,1,0,0
50735,0,0.074197527,58,0,0.25525858,6322,7,0,2,0,0
137727,0,0.9999999,40,1,0.477048477,2330,3,2,0,0,2
11554,0,0.067017632,54,0,0.271793473,11000,8,0,1,0,5
143911,0,0.096850122,51,0,0.600254499,5500,12,0,1,0,0
61997,0,0.334366563,49,0,4886,,7,0,2,0,0
49039,0,0,29,0,286,0,8,0,0,0,0
93322,0,0.041756659,52,0,20,,8,0,0,0,0
124957,0,0.011544405,29,0,0.008625539,5332,3,0,0,0,0
70422,0,0.015433273,55,3,0.123960695,10583,14,0,1,0,0
8674,0,0.78910703,61,0,0.556520098,5298,8,0,2,0,2
94300,0,0.109835208,67,0,421,,8,0,0,0,0
138323,0,0.575871013,50,0,0.48465775,5083,13,0,1,0,2
137453,1,1.219390305,58,2,0.28101945,8945,7,2,1,0,0
102620,0,0.012569147,48,1,0.136304063,7629,7,0,1,0,1
149764,1,1.098371777,33,4,5225,,7,1,2,0,0
34274,0,0.011299623,60,0,0.158892875,1950,9,0,0,0,0
81513,0,0.9999999,75,0,0,4000,1,0,0,0,0
97647,0,0.953463007,53,0,0.619147817,1900,10,0,0,0,1
44212,0,0.000973994,70,0,0,2083,10,0,0,0,0
121184,0,0.237910556,53,0,0.368810935,20923,9,0,2,0,0
11900,0,0.052368817,42,0,0.184317974,12000,13,0,1,0,1
72185,0,0.059365586,47,0,2211,0,4,0,1,0,1
113121,0,0.005446693,52,0,1949,,7,0,1,0,0
7662,0,0.055065443,53,0,0.020851185,3500,9,0,0,0,1
58665,1,0.705515487,31,2,0.539481738,4900,9,0,1,0,2
2758,0,0,46,0,0,4428,1,0,0,0,1
149813,0,0.246633992,48,0,0.56567222,2580,6,0,1,0,2
10991,0,0.058828689,31,0,0.007593975,7900,2,0,0,0,2
127567,0,0.011509817,32,1,0.189375893,4197,6,0,0,1,0
49398,0,0.054999068,39,0,1140,0,7,0,1,0,1
71076,0,0.694287566,64,1,0.369356559,2812,8,0,0,0,0
63706,0,0.044916472,66,0,675,,18,0,1,0,0
36354,0,0.082045898,83,0,0.051864195,4800,7,0,0,0,0
