"X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
38624,0,0.00059996,50,0,0.306453674,7824,5,0,1,0,2
99988,0,0.823424205,49,0,0.306453106,10800,12,0,1,0,1
26015,0,0.309921089,59,1,0.306444135,2156,8,0,2,0,0
116416,0,0.327229063,64,0,0.306432638,21250,20,0,2,0,0
11645,0,0.988743179,65,0,0.306432564,12700,8,0,2,0,3
53287,0,0.027194561,55,0,0.306432281,7508,5,0,2,0,1
129187,0,0.174161313,29,0,0.306426332,1275,3,0,0,0,0
18440,0,0.116866884,30,0,0.306423394,4000,6,0,1,0,3
48410,0,0.33405125,55,0,0.306417825,5250,6,0,0,0,0
14001,0,0.019254986,63,0,0.306398417,6063,7,0,2,0,2
108778,0,0.220236508,40,0,0.306396384,7300,11,0,3,0,0
144046,0,0.01017294,32,0,0.306394558,3674,10,0,0,0,0
54,0,0.028562367,51,0,0.306381499,5750,5,0,1,0,0
126080,0,0.9999999,24,0,0.306371191,1804,1,0,0,0,0
61005,0,0.535963255,61,0,0.306364412,10542,13,0,1,0,1
131723,0,0.022662051,47,0,0.306360363,5832,9,0,2,0,4
32343,1,0.064198614,55,0,0.306355511,6041,12,0,1,0,3
94319,0,0.102239775,64,0,0.306354843,8166,9,0,1,0,0
23929,0,0.374335527,59,1,0.306354612,13800,16,0,2,0,5
26533,0,0.096972701,55,0,0.306346827,2000,9,0,1,0,0
41724,0,0.233754608,51,0,0.306336708,8000,11,0,2,0,2
23648,0,0.616526956,41,0,0.306323483,3146,3,0,0,0,2
146321,0,0.190178207,42,0,0.306320908,1850,5,0,0,0,2
131325,0,0.242152064,33,0,0.306319344,12437,11,0,2,0,1
131422,0,0.04609347,55,0,0.306316134,9166,8,0,2,0,2
94210,0,0.002440976,73,0,0.306309958,7400,15,0,2,0,1
18839,0,0.103438636,75,0,0.306303804,3600,4,0,1,0,1
70347,0,0.063389634,53,2,0.30630091,8347,27,0,2,0,1
102827,0,0.27465446,48,0,0.306297229,11909,6,0,1,0,1
27075,0,0.449551682,38,0,0.306296692,6558,11,0,2,0,3
74606,0,0.252364848,63,0,0.306278004,19416,13,0,3,0,0
90700,0,0.9999999,51,2,0.306268986,3620,2,0,0,0,4
98736,0,0.067403299,63,0,0.30625641,4874,10,0,1,0,0
98995,0,0.100771434,57,0,0.30625101,6190,17,0,2,0,0
6028,0,0.125449984,50,0,0.306241965,7000,6,0,2,0,2
115538,0,0.418812166,54,3,0.306241965,7000,8,0,0,0,2
87455,0,0,49,0,0.306239566,9583,6,0,2,0,3
28286,0,0.009708738,63,0,0.306224443,2200,4,0,1,0,0
144613,0,0.351849521,61,0,0.306215203,8800,11,0,2,0,0
142005,0,0.003153965,71,0,0.30621435,3330,14,0,1,0,0
125354,0,0.249313262,54,2,0.306207827,7409,6,0,1,1,0
43078,1,0.9999999,35,1,0.306203082,2530,7,0,0,0,0
130688,1,0.9999999,51,0,0.306192101,2050,3,0,0,0,0
106440,0,0.029051161,49,0,0.306182947,7083,13,0,2,0,0
129301,0,0.617546165,26,0,0.306182122,2393,7,0,0,0,3
41404,0,0.292134003,62,0,0.306169965,11166,11,0,1,0,1
29317,0,0.82263389,36,0,0.306169022,13583,12,0,2,0,3
3590,0,0.465622114,32,0,0.306154246,3850,5,0,0,0,2
76643,0,0.220222279,64,0,0.306144148,13166,8,0,2,0,0
7134,0,0.038302372,59,0,0.306140506,5650,13,0,1,0,1
82734,0,0.00997094,74,0,0.306134969,6519,15,0,1,0,0
25043,0,0.363126612,48,0,0.306129174,9103,14,0,1,0,2
38485,0,0.981023446,32,0,0.306117591,4200,8,0,0,0,1
87928,0,0.128135923,47,0,0.306101556,9767,7,0,3,0,0
41170,0,0.016644087,48,0,0.306091215,3266,3,0,1,0,1
76289,1,0.9999999,36,0,0.306063085,11000,5,0,4,0,4
141936,0,0.334610898,64,0,0.306058713,1600,2,0,1,0,0
9763,0,0.672064777,38,0,0.306058222,5083,6,0,2,0,0
110019,0,0.004937029,65,0,0.306057866,6635,9,0,2,0,0
11727,0,0.017488278,70,0,0.306056579,5266,18,0,1,0,1
149186,0,0.274597363,52,0,0.306051437,13219,7,0,2,0,3
144514,0,0.439973334,52,0,0.306038895,12700,6,0,2,0,4
133882,0,0.26098013,69,0,0.306030856,3564,6,0,1,0,0
72200,0,0.106206648,32,1,0.306026104,3600,9,0,1,0,0
147638,0,0.113848712,74,0,0.306013238,7100,8,0,1,0,1
29306,0,0.335116663,67,2,0.30598723,8300,12,0,1,0,0
91716,0,0.795200436,39,0,0.305983177,6300,4,0,1,0,3
38210,0,0.006929377,54,0,0.305969403,10000,18,0,2,0,0
126548,0,0.104019911,38,0,0.305969403,10000,19,0,1,0,0
9275,0,0.016386832,73,0,0.30596556,3251,9,0,1,0,0
141864,0,0.697389745,30,0,0.305962232,4712,6,0,0,0,2
105148,0,0.846895567,47,0,0.305959205,7500,8,0,2,0,1
111225,0,0.069946503,66,0,0.305955236,5003,4,0,1,0,0
85743,0,0.003066931,65,0,0.305949008,6000,8,0,1,0,0
30801,1,0.314437351,36,0,0.305936073,8759,7,0,1,0,1
63343,0,0.69030969,49,0,0.305932015,4500,6,0,1,0,2
132253,0,0.381911118,36,2,0.305927027,6056,9,0,1,0,0
26675,0,0.842397641,36,0,0.305923519,4000,7,0,0,0,1
61745,0,0.040353537,47,0,0.305923519,4000,5,0,2,0,0
146175,0,0.085044619,39,0,0.305918524,1300,3,0,0,0,0
28126,0,0.123279929,36,0,0.30591819,2297,7,0,0,0,0
81565,0,0.86689176,61,0,0.305904924,4690,4,0,1,0,0
144024,0,0.968235828,52,0,0.305899743,23000,26,0,4,0,1
84848,0,0.935486803,60,0,0.305886415,5792,4,0,1,0,1
92841,0,0.185395968,47,0,0.305882353,3484,8,0,1,0,1
46005,0,0.379930922,53,0,0.305881427,12700,7,0,1,0,2
58069,0,0.018659948,37,0,0.305877649,2500,9,0,0,0,2
57722,0,0.57181683,59,0,0.305869074,12403,16,0,2,0,3
117714,0,0.193618639,51,0,0.305855162,7787,10,0,1,0,1
18150,0,0.017588236,67,0,0.305840392,4485,10,0,1,0,1
673,0,0.964561473,35,4,0.305839582,4400,10,3,0,2,2
76907,1,0.761974687,46,0,0.30583677,8000,15,0,1,0,0
54572,0,0.013108968,60,0,0.305827825,13160,11,0,3,0,0
82008,0,0.029774903,46,0,0.305800072,8292,5,0,1,0,2
123818,0,0.084459837,31,1,0.30578977,3557,6,0,1,1,5
14791,0,0.038794281,66,0,0.305788776,4525,11,0,1,0,0
4334,0,0.035568888,53,0,0.305772812,2684,6,0,1,0,0
34033,1,1.055014308,36,2,0.305763529,19900,12,10,2,3,3
13366,0,0.13827913,44,0,0.305761099,3783,2,0,1,0,3
100779,0,0.096965499,33,0,0.305757471,8666,7,0,1,0,2
82387,0,0.023234379,52,0,0.305738852,5000,6,0,1,0,2
41401,0,0.003105825,33,0,0.305698372,4667,8,0,1,0,0
83814,0,0.444179533,65,0,0.305679227,9208,8,0,1,0,0
93019,0,0.507615341,48,0,0.305674818,10713,11,0,1,0,1
137359,0,0,61,1,0.305625694,9900,8,0,1,0,3
41217,0,0.064340412,47,2,0.305611105,8500,8,0,2,0,3
4529,0,0.124111803,53,0,0.305608581,11000,8,0,2,0,3
8495,0,0.587972824,57,0,0.305595872,6200,11,0,1,0,0
108691,0,0.017495626,26,0,0.30558325,2005,2,0,0,0,0
108416,0,1.281512105,44,0,0.305577984,29723,14,0,1,0,3
123074,0,0.068953524,52,0,0.305576147,12140,11,0,1,0,1
88469,0,0.02966865,53,0,0.305562676,3900,15,0,1,1,0
59568,0,0.024460786,58,0,0.305555556,13355,8,0,4,0,1
12329,0,0.400574928,32,0,0.305551112,6250,3,0,1,0,3
60607,0,0.546126978,53,0,0.305539692,5252,6,0,1,0,0
141054,0,0.017271942,55,0,0.305538892,5000,10,0,1,0,1
124249,0,0.029519453,42,1,0.305538723,8250,13,0,1,0,1
70086,0,0.109663011,40,0,0.305534026,6450,7,0,1,0,2
141158,0,0.635902666,53,0,0.305512508,4516,5,0,1,0,1
37114,0,0.036474088,60,0,0.305498694,28333,12,0,2,0,1
15533,0,0,38,1,0.305491463,6500,6,0,1,0,1
126767,0,0.1028485,33,0,0.305487669,4500,7,1,1,0,1
111062,0,0.713627021,60,0,0.305483907,8916,6,0,1,0,0
59366,0,0.008313623,46,0,0.305453249,8416,7,0,1,0,1
41303,0,0.9999999,68,0,0.305441963,3178,3,0,0,0,0
99450,0,0.191063851,34,0,0.30542477,4884,3,0,0,0,0
117275,0,0.070356716,55,0,0.30541939,7343,13,0,2,0,0
69837,0,0.046079493,64,0,0.305417358,3617,8,0,1,0,0
120320,0,0.883153139,32,0,0.30541051,9000,9,0,1,0,0
2033,1,0.752445768,55,2,0.305395683,2779,5,2,0,1,0
28205,0,0.020703266,65,0,0.305392977,4783,18,0,1,0,0
36652,0,1.060780956,48,0,0.30537557,8333,10,0,1,1,0
16475,0,0.650313373,41,0,0.305373257,4875,10,0,0,0,1
15101,0,0.059809229,46,1,0.305359777,6100,14,0,1,0,1
88980,0,0.0181477,53,0,0.305341331,3500,13,0,1,0,4
148567,0,0.526021516,49,5,0.305334788,19250,16,0,2,0,0
63636,0,0.728542914,60,1,0.305331179,3094,5,0,1,0,0
22833,0,0.277315328,70,0,0.305322886,3700,14,0,0,0,0
76004,0,0.344710353,31,0,0.305292628,7500,6,0,1,0,2
147414,0,0.009666419,59,0,0.305269473,10000,13,0,1,0,0
59440,0,0.067554054,53,0,0.305269473,10000,4,0,1,0,1
142315,0,0.195218007,69,0,0.305268595,9679,14,0,2,0,0
30936,0,0.005020738,61,0,0.30525558,12500,16,0,3,0,0
97768,0,0.373610795,31,0,0.305248619,8687,7,0,2,0,0
92499,0,0.374048404,31,0,0.305243875,4366,3,0,1,0,2
20987,0,0,80,0,0.305220884,2738,4,0,0,0,0
63761,0,0.545610816,42,1,0.305212746,5428,5,0,0,0,4
85301,0,0.135711054,54,0,0.305211849,8000,14,0,2,0,1
23001,0,0.031503089,46,0,0.30519616,9583,9,0,1,0,1
147177,0,0.022434392,60,0,0.305190311,4334,5,0,1,0,0
92746,0,0.332555566,47,0,0.305189652,6300,8,0,0,1,2
109955,0,0.038531859,63,0,0.305183818,6500,9,0,1,0,0
18153,0,0.176273503,63,0,0.305176551,14584,19,0,3,0,0
64956,0,0.108587106,46,0,0.305174644,7729,17,0,2,0,3
73421,0,0.333385415,48,0,0.305173707,4000,9,0,0,0,0
51086,0,0.186340747,36,2,0.305166098,7916,9,0,1,0,2
39813,0,0,34,0,0.305157919,4400,8,0,1,0,1
44084,0,0.10325638,69,0,0.305145592,2506,6,0,1,0,0
99999,0,0.087245638,44,0,0.305138972,5000,5,0,2,0,2
79267,0,0.70828595,59,0,0.305136881,3250,7,0,0,0,1
12391,1,0.957035854,49,2,0.305136795,7163,6,1,1,1,3
138203,0,0.952395003,41,0,0.305115814,6000,4,0,1,0,3
72209,0,0,45,0,0.305107988,5833,9,0,1,0,1
61237,0,0.213883365,45,0,0.305105287,6600,21,0,1,0,2
106595,0,0.03124132,50,0,0.305102516,8583,15,0,1,0,0
55437,1,0.361445872,60,1,0.305088562,13323,12,0,2,2,0
109784,0,0.17301569,66,0,0.305087466,6230,14,0,1,0,0
143168,0,0.029027165,86,0,0.305072195,2700,7,0,1,0,1
34954,0,0.356743583,45,0,0.305055698,3500,8,0,0,0,2
80186,0,0.26871641,40,0,0.305051254,8096,7,0,2,0,2
34827,0,0.034300053,64,0,0.305046552,16862,14,0,2,0,0
29462,0,0.697632242,29,0,0.305037126,4982,7,0,1,0,3
61207,0,0.05776382,65,0,0.305017255,11300,13,0,1,0,0
127037,0,0.036338162,37,0,0.305015599,8333,8,0,2,0,0
51596,0,0.026298685,56,0,0.305015599,12500,8,0,2,0,0
82001,0,0.045277483,53,0,0.305010209,6366,22,0,2,0,1
125008,0,0.039028368,43,0,0.304991058,6150,6,0,1,0,3
48863,0,0.460835685,51,1,0.304985337,3750,11,0,0,0,2
148957,0,0.438070184,63,0,0.304975728,8239,5,0,1,0,1
72064,0,0.492795624,36,0,0.304969302,10423,10,0,2,0,1
119064,0,0.745162963,63,0,0.30495922,32000,13,0,3,0,1
142824,0,0.728668333,31,0,0.304952215,1150,5,0,0,0,0
9366,0,0.711524921,73,0,0.30495158,5472,9,0,0,0,0
134793,0,1.005428054,28,0,0.304939012,5000,9,0,0,0,0
22291,0,0.206978533,32,0,0.304936579,5833,7,0,1,0,0
77486,0,0.014540148,58,0,0.304923137,5138,7,0,2,0,0
39596,0,0.954627949,56,2,0.304916986,3131,6,1,0,0,3
75548,0,0.64683829,44,0,0.304915993,4820,5,0,1,0,2
2226,0,0.431177706,65,0,0.304904717,3200,3,0,0,0,0
57069,0,0.033873051,45,0,0.304898367,3000,5,0,1,0,0
144675,0,0.147786084,47,0,0.304898367,3000,9,0,0,0,0
80699,0,0,51,0,0.304892681,7500,4,0,1,0,0
99873,0,0.001622395,60,1,0.304889818,12433,10,0,2,0,2
14198,0,0.211738756,33,0,0.304889443,3210,14,0,0,0,0
105804,0,0.151987841,52,0,0.304881374,11000,6,0,1,0,2
67220,0,0.333829273,66,0,0.304878049,5083,6,0,1,0,0
32177,0,0.305963267,52,1,0.304873546,10833,7,0,1,0,2
99466,0,0.9999999,26,0,0.30487297,2400,5,0,0,0,1
134389,0,0.011403395,56,0,0.304853663,5500,22,0,2,0,1
46893,0,0.295321037,53,0,0.304851557,9666,13,0,2,0,0
96235,0,0.003646016,42,0,0.304849885,3030,10,0,1,0,0
46679,0,0.02456455,41,0,0.304847576,8003,6,0,2,0,3
56668,0,0.10891438,61,0,0.304841764,3696,9,0,1,0,1
97541,0,0.412814896,45,0,0.304839349,10083,8,0,1,0,3
4912,0,0.587841216,33,0,0.304836895,2666,5,0,0,0,0
16244,0,0,27,0,0.30483065,1800,8,0,0,0,0
101841,0,0.966377993,44,1,0.304822706,13000,6,0,1,0,0
2880,0,0.793543472,29,0,0.304821151,4500,7,0,0,0,1
18494,0,0.026591294,56,0,0.304805232,7033,24,0,1,0,0
22448,0,0.337164008,59,0,0.304794198,10616,14,0,1,0,1
52088,0,0.085810857,68,0,0.304793643,3900,12,0,1,0,0
62516,0,0.091864039,43,0,0.304775281,5695,16,0,2,0,2
21092,0,0.861071258,58,0,0.304757964,12084,10,0,2,0,0
20839,0,0.22056898,37,0,0.30475124,6250,6,0,1,0,2
66687,0,0.000321094,47,0,0.304732883,10500,10,0,2,0,0
99449,0,0.049628967,44,0,0.304709141,5775,6,0,1,0,4
28037,0,0,56,0,0.304695624,12500,15,0,2,0,1
90317,0,0.184360521,66,0,0.3046875,6655,5,0,1,0,0
70866,0,0.049084534,53,2,0.304678129,2500,10,0,0,0,1
138546,0,0.031329852,38,1,0.304678129,2500,9,0,1,0,1
94045,0,0,56,0,0.304678129,2500,8,0,1,0,0
94013,0,0.515737574,54,1,0.304677979,32000,7,0,1,0,1
27756,0,0.103752336,53,0,0.304674255,4128,10,0,2,0,0
132610,0,0.255332636,29,0,0.304673832,4000,12,0,0,0,0
3076,0,0.020921244,40,0,0.304663738,5917,4,0,2,0,0
6240,0,0,70,0,0.304650897,8750,7,0,1,0,0
134099,1,0.332547324,42,3,0.304649742,18000,10,0,2,0,2
53071,0,0,28,0,0.304642671,3833,4,0,1,0,0
80097,0,0.221156803,44,0,0.304637601,3600,9,0,1,0,0
76814,0,0.873708764,50,2,0.30462605,7500,10,0,1,3,0
102062,0,0.323220238,34,0,0.304616849,2100,6,0,0,0,0
61829,0,0.027238298,60,0,0.304596437,4546,13,0,2,0,0
142534,1,0.517572518,53,1,0.304592315,3200,11,0,0,0,1
138302,0,0.000207368,45,0,0.304555653,10250,9,0,1,0,3
107089,0,0.461107778,54,0,0.304543674,5105,8,0,1,0,0
132464,0,0.373339159,46,0,0.304537142,11482,15,0,1,0,0
107987,0,0.35626627,49,1,0.304537106,14700,11,0,3,0,0
5998,0,0.079229246,48,0,0.304534156,11666,15,0,1,0,2
55776,1,0,37,0,0.304529393,9338,6,0,2,0,2
52546,0,0.244612308,42,0,0.304510736,6938,7,0,1,0,1
130220,0,0.074677013,48,0,0.304505908,7700,4,0,1,0,5
66541,1,1.015320398,57,1,0.30448869,16975,11,0,2,0,0
11261,1,1.010786635,35,0,0.304461942,2666,4,0,0,0,2
12911,1,0.499197033,37,0,0.304461656,9166,4,0,1,0,0
122002,0,0.199738264,53,0,0.304452055,5839,9,0,1,0,0
55778,0,0.00515345,40,0,0.304448631,6900,4,0,1,0,0
43289,0,0.05618582,54,0,0.304429341,12800,14,0,2,0,1
52819,0,0.01464897,60,0,0.304420583,7170,9,0,1,0,0
126906,0,0,62,0,0.30441793,3100,9,0,0,0,0
26748,0,0.042948926,58,0,0.304414705,6500,8,0,1,0,1
57006,0,0.043152264,67,0,0.304413696,9900,9,0,1,0,1
26111,0,0.174408816,51,0,0.304412036,5416,7,0,2,0,1
132723,0,0.502088343,36,1,0.304407088,2200,7,0,0,0,3
42352,0,0.574691905,40,2,0.304406649,10347,13,0,2,1,2
66074,0,1.008886914,53,0,0.304405621,5265,2,0,1,0,5
142894,0,0.018450185,63,0,0.304404629,5357,12,0,1,0,0
144451,0,1.001999,23,0,0.304397487,1750,5,0,0,0,0
100163,0,0.192067328,39,1,0.304384845,4697,6,0,0,1,0
25235,0,0.358557512,45,0,0.304366302,9412,7,0,1,0,0
106511,0,0.586124238,42,0,0.304364545,5200,17,0,0,0,0
108895,0,0.097576076,43,0,0.304352873,8614,14,0,1,0,4
111715,0,0.03863961,53,0,0.304339385,10300,10,0,1,0,0
83823,0,0.147294737,59,0,0.30432763,25833,32,0,2,0,1
41590,0,0.9999999,47,0,0.304326768,6193,1,0,1,0,2
71678,0,0.052912274,49,0,0.304316286,5513,9,0,1,0,2
105660,0,0.077809635,59,0,0.304305757,6200,13,0,2,0,0
111015,0,0.000799968,45,0,0.304299522,9000,9,0,2,0,1
32126,0,0.507696356,43,0,0.304295656,12500,5,0,2,0,0
100359,0,0.029119305,52,0,0.304283205,7400,14,0,2,0,0
59606,0,0.116817257,66,0,0.304281925,15833,10,0,2,0,0
97642,0,0.148127681,52,0,0.304278693,6917,13,0,1,0,3
78197,0,0.591252177,29,1,0.304259043,3427,11,0,0,0,2
141171,1,0.006364022,77,0,0.304231923,3000,22,0,1,0,0
64620,0,0.017869543,56,0,0.304220827,6846,11,0,2,0,2
1622,0,0.041104587,28,0,0.3041988,3500,8,0,0,0,0
89656,0,0.139866901,51,0,0.304195498,11416,7,0,2,0,0
41617,0,0,39,0,0.30419199,6416,7,0,2,0,0
138086,0,0.455822774,26,0,0.304184884,1600,6,0,0,0,0
141809,0,0.050338993,67,0,0.304180418,3635,8,0,1,0,0
16402,0,0.478154724,59,0,0.304179567,3875,8,0,0,0,1
107773,0,0.019999163,67,0,0.30417708,2800,19,0,2,0,0
34212,0,0.192634561,33,0,0.304173957,4000,3,0,1,0,0
34023,0,0.071081885,53,0,0.304169583,10000,15,0,2,0,2
83492,0,0.155939706,44,0,0.304157397,14383,20,0,3,0,1
86488,0,0.050235703,46,0,0.30414604,9695,3,0,1,0,3
34943,0,0.306923174,55,0,0.304141051,8620,7,0,1,0,1
142777,0,0.183163135,56,0,0.304140969,5674,7,0,1,0,0
44252,0,0.235479759,41,0,0.304126522,5500,10,0,2,0,2
77292,0,0.162417141,63,0,0.304124645,16558,24,0,5,0,0
22340,0,0.003748438,65,0,0.304119194,1140,2,0,0,0,1
114739,0,0.088050112,50,0,0.304105993,16000,6,0,1,0,1
83760,0,0.1281345,82,0,0.304093567,3419,5,0,1,0,0
104416,0,0.112209754,43,0,0.304092134,4080,6,0,0,0,0
69439,0,0,52,0,0.304087507,8684,12,1,1,0,1
141034,0,0.245932862,52,0,0.304069593,10000,16,0,7,0,1
49630,0,0.057580469,36,0,0.304033541,6916,10,0,1,0,0
80072,0,0.197257668,39,0,0.304029927,11761,23,0,3,0,3
123697,0,0.398440104,44,0,0.304012971,7400,6,0,1,0,3
88826,0,0.029733547,49,1,0.303975682,12500,8,0,1,0,2
124552,0,0.148455061,63,0,0.303962153,13527,9,0,2,0,1
111788,0,0.190229874,57,1,0.303960628,8533,12,1,3,0,0
33374,0,0.9999999,55,0,0.303953238,6500,3,0,2,0,0
75468,0,0.009193011,36,0,0.30394493,3776,9,0,2,0,0
68066,0,0.023418851,35,0,0.303944073,9583,8,0,2,0,6
61080,0,0.000920437,60,0,0.303935514,6326,9,0,0,0,1
52870,0,0.6776396,27,3,0.303913405,1200,7,0,0,0,1
47290,0,0.002952287,46,0,0.303913168,3500,7,0,1,0,3
140098,0,0.749172814,32,0,0.303904011,5583,7,0,0,0,0
124872,0,0.220318645,45,0,0.303898927,7360,4,0,2,0,3
43261,0,0.061145536,56,0,0.303895022,4800,5,0,1,0,5
108853,0,0.540491902,54,0,0.303884609,6100,5,0,1,0,0
11634,0,0.000693849,46,0,0.303874308,5600,10,1,2,0,3
141619,0,0,47,2,0.303870595,12116,9,0,2,0,2
11548,0,0.548450074,53,0,0.303856642,7700,5,0,1,0,2
141096,1,0.767912147,54,1,0.303841229,7809,10,0,0,0,3
21898,0,0.115527458,50,0,0.30383702,8000,9,0,2,0,0
98731,0,0.601457039,41,0,0.303826104,10166,10,0,1,0,4
110163,0,0.017191646,54,0,0.303799415,6500,5,0,2,0,1
53254,0,0.97580242,52,0,0.303792251,2425,6,0,0,0,0
36449,0,0.587096552,36,1,0.303791393,6250,10,0,1,0,1
117334,0,0.099382057,55,0,0.303790564,14667,18,0,2,0,0
95880,0,0.052689201,53,0,0.303787644,12883,10,0,2,0,0
33043,0,0.721943202,57,0,0.303780965,2300,9,0,0,0,0
27119,0,0.056598434,48,0,0.303738318,3209,5,0,1,0,0
20381,0,0.691294398,48,0,0.303718363,9600,8,0,2,0,1
72929,0,0,52,0,0.30371628,5300,12,0,1,0,1
108116,0,0.884200771,57,0,0.303706337,11250,7,0,1,0,0
26101,0,0.194766548,58,1,0.303703193,14500,22,0,2,0,0
113050,1,0.937824498,38,0,0.3037012,5916,10,0,2,0,0
85537,0,0.079355286,47,0,0.303698047,9166,12,1,1,0,1
115483,0,0.210210533,44,0,0.303686017,6700,7,0,1,0,2
90760,0,0.291843164,76,0,0.303682964,9285,15,0,2,0,0
107809,0,0.405255402,48,0,0.303682449,2090,5,0,0,0,0
28764,0,0.146221344,68,0,0.303680289,4428,4,0,1,0,1
72958,0,0.226834737,42,0,0.303671353,7326,11,0,1,0,0
59264,0,0.363129562,55,0,0.303661972,12424,11,0,1,0,1
105408,0,0.024700703,40,0,0.30364201,7083,11,0,1,0,2
105295,0,0.333794437,34,0,0.303635817,6655,5,0,1,0,2
37646,0,0.199211155,87,1,0.303633649,2008,11,0,0,1,0
117963,1,0.036604951,64,1,0.30363293,9000,9,0,2,0,1
73228,0,0.040219196,67,0,0.303632236,3523,8,0,2,0,1
24700,0,0.344887348,65,0,0.30362349,2400,7,0,2,0,0
139035,0,0.269031781,63,0,0.303608896,4765,8,0,1,0,0
94629,0,0.269397166,52,0,0.303601834,7634,10,0,2,0,3
30367,0,0.431056894,38,0,0.303594444,6982,3,0,1,0,5
96407,0,0.033259424,55,0,0.303585408,6386,4,0,2,0,1
19313,0,0.71470382,40,0,0.303580284,10082,9,0,1,0,0
146947,0,0.9999999,68,0,0.303575714,8333,5,0,2,0,0
42395,0,0.001804492,58,0,0.303571429,5991,24,0,2,0,0
76235,0,0.063593383,58,0,0.303559525,7500,9,0,1,0,1
7707,0,0.065132248,57,1,0.303554457,5260,14,0,2,0,1
97769,0,0.09395889,40,0,0.303539292,5000,12,0,1,0,3
146053,0,0.22577957,59,0,0.303523788,17991,10,0,2,0,1
116329,0,0.29375511,43,0,0.303517229,5600,7,0,0,0,0
88902,0,0.226611689,33,0,0.303486998,6767,7,0,1,0,2
77749,1,0.634920635,44,1,0.30345801,2833,5,4,0,0,2
103690,1,0.828165987,49,4,0.303457447,7519,14,0,1,0,2
15409,0,0.785522261,56,1,0.303455534,5700,8,0,2,0,0
137383,0,0.01292846,58,0,0.303449425,6000,11,0,1,0,0
149942,1,0.149764181,28,0,0.303431505,3700,12,0,1,0,0
34137,0,0.35054812,47,0,0.303424476,11300,13,1,4,0,1
82452,0,0.244656061,55,0,0.303423188,10720,12,0,2,0,1
89863,0,0.000495179,60,0,0.30341781,4300,12,0,1,0,1
107099,0,0.9999999,46,0,0.303404378,10368,6,0,1,0,2
17532,0,0.00059381,73,0,0.303391384,3272,10,0,1,0,0
41027,0,0.329909868,33,0,0.303379319,7900,13,0,2,0,0
24245,0,0.948107886,47,0,0.303370787,5250,8,0,1,0,0
95742,0,0.216247249,48,0,0.303354747,1400,7,0,1,0,0
100237,0,0.004655862,62,0,0.303353755,15832,22,0,3,0,0
8333,0,0.206981184,43,0,0.303341902,3500,7,0,2,0,2
22878,0,0.001900912,82,0,0.303339332,5000,12,0,2,0,1
12462,0,0.909138336,46,0,0.303321175,15626,7,0,2,0,3
90347,0,0.127854621,37,0,0.303303598,10200,17,0,3,0,0
106531,1,0.043093186,64,1,0.303289378,6900,8,1,1,0,3
2617,0,0.019462905,67,0,0.303270725,6175,17,0,2,0,1
53486,0,0.230929815,40,0,0.303265941,4500,6,0,0,0,3
88459,0,0.007883825,59,1,0.30326366,8180,12,0,2,0,0
126333,0,0.215421273,88,0,0.303262956,4167,5,0,1,0,0
103516,0,0.141753501,74,0,0.30325844,8500,8,0,2,0,0
68501,0,0.35374202,34,0,0.303249097,3877,4,0,1,0,4
138318,1,1.032322559,72,3,0.303242886,7554,4,2,1,0,0
35235,1,0.9999999,42,0,0.303239352,3333,1,2,0,0,3
96691,0,0.014618922,39,0,0.303229788,4860,6,0,2,0,0
4319,0,0,51,0,0.303221289,5711,8,0,1,0,0
29256,0,0.469352236,58,1,0.303209148,2710,8,0,0,0,1
116775,0,0.701912122,60,0,0.303205377,18000,12,0,1,0,0
87654,0,0.029150926,59,0,0.303199405,2687,8,0,0,0,0
10397,0,0.15423701,28,0,0.303188958,2100,7,0,0,0,0
112074,0,0.177398553,81,0,0.303180347,5250,6,0,2,0,3
90765,0,0.076900023,47,0,0.303178193,8400,14,0,2,0,3
21185,0,0.257418555,64,0,0.303174206,4000,11,0,1,0,0
22326,0,0.012684721,54,0,0.303159579,7500,6,0,1,0,0
136000,0,0.011523444,66,0,0.303139372,5000,7,0,1,0,0
71344,0,0.287287677,51,0,0.303116147,6000,12,0,0,0,3
26395,0,0.229443152,78,0,0.303107489,5888,15,0,2,0,1
42604,0,0.033109836,57,0,0.303097938,11200,8,0,2,0,2
97312,0,0.084549625,63,0,0.303095752,12500,13,0,3,0,4
101435,0,0.09914542,59,2,0.30308417,11250,9,0,2,0,2
20256,0,0.097183444,51,0,0.303078137,3800,14,0,0,0,0
50765,0,0.312303626,68,0,0.303077726,5750,7,0,2,0,0
136624,0,0.001698081,61,0,0.303076147,3965,14,0,2,0,0
114580,0,0.072315559,63,0,0.303058316,12980,17,0,1,0,2
75825,0,0.390734658,49,1,0.303058078,12000,34,0,2,0,0
17412,0,0.763283712,55,2,0.303051198,5800,11,1,2,1,0
123177,0,0.334917998,38,0,0.30305108,5833,10,0,0,0,3
104209,1,0.9999999,47,0,0.303049422,4754,2,1,1,0,3
20708,0,0.633574301,68,1,0.303049238,8001,11,0,1,0,0
107146,0,0.392129873,41,1,0.303043606,6833,12,0,1,0,0
29389,0,0.57633599,48,1,0.303041578,10750,17,0,1,0,3
