SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30.59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60.89DaysPastDueNotWorse,NumberOfDependents
y,0.467536126,40,0,0.388768539,6000,8,0,2,0,0
y,0.9999999,54,0,0.012332245,2756,1,0,0,1,0
y,0.9999999,45,0,0,3000,0,1,0,0,0
y,0.023460787,53,0,0.471168831,9624,7,1,3,0,0
y,0.929868562,46,3,0.580886505,7083,12,1,2,1,1
y,0.009299768,58,0,0.065789474,18467,7,0,2,0,2
y,0.546953752,32,0,0.276059565,6110,5,0,1,0,2
y,0.883058711,52,0,0.325521393,4650,7,0,1,0,0
y,0.006803611,79,2,0.003998401,2500,12,0,0,1,0
y,0.9999999,25,0,1055,,1,5,1,1,0
y,0.822736752,61,1,1.965395894,1704,9,0,1,0,1
y,0.9999999,38,0,693,,3,8,0,0,0
y,0.9999999,25,98,0,3360,0,98,0,98,0
y,0.739146488,63,1,0.285156885,6150,12,0,0,0,1
y,0.414352366,30,2,0.029506438,1863,3,0,0,0,0
y,1.478405316,53,1,106,,2,2,0,0,0
y,0.875124875,48,1,0.089988751,8000,4,0,0,2,1
y,0.710028478,60,1,0.350087159,3441,13,0,1,0,0
y,0.9999999,61,0,0,,0,0,0,0,
y,0.9999999,35,98,0,2250,0,98,0,98,2
y,0.9999999,43,1,625,,4,1,0,0,
y,0.862842893,47,1,0.046613443,7765,4,4,0,1,1
y,0.991863619,50,0,0.223088063,14500,8,0,2,1,0
y,0.644737806,52,1,0.792832266,8900,15,0,3,0,2
y,0.925216534,36,4,0.847475006,3900,18,0,1,1,2
y,1.31281198,29,0,0.271469741,1734,3,0,0,2,0
y,0.9999999,53,1,0.034510563,6200,1,3,0,0,0
y,0.9999999,21,98,0,3545,0,98,0,98,0
y,0,43,1,0.022837236,10333,7,0,0,0,0
y,0.563502072,50,3,0.672297946,5208,8,1,1,0,0
y,0.209580838,27,0,0.380309845,2000,3,1,0,1,2
y,0.90708209,50,7,1.07261247,3800,8,2,1,2,4
y,0.075022023,48,0,0.278307612,5766,13,0,2,0,1
y,0.970388412,40,0,0.391001607,5600,5,0,1,0,1
y,0.233234219,65,0,0.493948005,9500,10,0,3,0,0
y,0.9999999,24,0,0,1706,0,1,0,0,0
y,0.019279214,79,2,0.378515757,2950,13,1,0,1,0
y,0.656673296,49,1,3406,,15,0,1,0,0
y,0.673065387,56,1,0.511131849,7500,9,0,2,0,4
y,0,51,0,0.579399474,12921,8,0,5,0,2
y,0.120540834,58,0,0.277908721,14000,13,0,2,0,2
y,0.69151671,71,1,0.568520538,2750,4,0,0,0,0
y,1.376873662,61,3,0.334577446,3750,10,1,0,2,2
y,0.9999999,46,3,0.080923507,4287,2,1,0,0,0
y,1.887043189,43,1,0.155965688,7693,5,1,0,2,1
y,0.036273324,50,0,0.206745581,6166,5,0,1,0,3
y,0.8947183,36,0,0.792795309,3580,8,0,1,0,0
y,0.871934605,38,0,571,,6,1,1,0,0
y,0.170781347,36,2,0.150257498,3300,7,0,0,0,1
y,0,44,0,6046,,9,0,3,0,0
y,0.350251884,38,1,0.830067973,2500,10,0,0,1,0
y,0.328348797,46,0,0.326719577,3023,9,0,2,0,1
y,0.9999999,27,0,0,,1,0,0,0,0
y,0.061226905,39,0,0.432293967,11320,14,0,5,0,5
y,2.925311912,55,3,1489,,5,7,0,1,0
y,0.024127851,69,0,0.423622413,4300,16,0,1,0,2
y,0.070671977,46,1,0.278292522,6043,5,0,2,1,0
y,0.792218319,49,1,0.680746863,3266,9,1,1,2,0
y,0.839109262,45,1,0.611049107,3583,16,0,0,0,4
y,0.024080605,64,0,0.244777718,5600,6,0,1,0,0
y,1.003333175,42,0,0.261998921,11125,12,0,2,0,4
y,0.9999999,50,0,0.513381995,8219,5,0,2,0,3
y,1.04494382,61,0,25,,1,0,0,0,0
y,0.907706171,45,1,0.360045912,19166,15,0,2,0,2
y,0.108528641,48,0,0.357389566,5500,15,0,2,0,0
y,0.446341876,47,1,0.458419528,4833,5,0,1,0,4
y,0.9999999,38,0,0.587804065,3000,4,3,1,1,0
y,0.952095808,30,1,0.089636788,3000,10,0,0,0,0
y,0.115114261,72,0,0.01995184,5813,6,0,0,0,0
y,0.078122966,46,1,0.159613462,3000,7,0,0,0,0
y,1.013986708,63,4,0.464346712,4683,10,0,1,1,3
y,1.71536069,35,0,0.824530817,9750,16,0,2,0,2
y,0.194532565,47,0,0.34343755,6300,11,0,2,0,1
y,1.016983017,57,1,0.155837004,1815,3,0,0,0,0
y,0.351071593,40,0,0.498611265,9000,6,0,4,0,0
y,0.841901067,32,2,474,,3,3,0,2,3
y,0.32183908,28,0,0.317835671,2494,8,0,0,0,0
y,0.129965798,25,2,0.18293902,3000,4,0,0,2,0
y,0.9999999,29,0,58,0,2,0,0,0,0
y,0.728386883,40,1,0.191233017,3900,3,1,0,0,0
y,1.309612984,23,1,0.331138288,2125,4,0,0,0,1
y,0.941547454,50,4,1360,,8,0,0,2,0
y,0.314563258,45,0,1.142857143,4500,16,0,5,1,0
y,0.9999999,24,98,0,,0,98,0,98,0
y,0.94363921,61,2,1.448937629,1458,15,0,2,0,3
y,0.012526208,57,0,0.102867651,17400,9,0,1,0,0
y,0.915197313,32,2,0.642622352,5475,10,0,2,0,2
y,0.854675178,38,4,0.240837696,2100,13,4,0,1,2
y,0.913773615,55,2,0.881655429,4300,17,0,2,0,1
y,0.99605367,45,0,0.24306642,7030,7,0,1,0,0
y,0.854291417,80,0,0.331557923,750,3,0,0,0,0
y,1,48,0,0.628058104,2615,9,0,0,0,0
y,0.945113242,68,0,0.140797437,5617,2,0,0,0,0
y,0.670036663,42,3,0.52087666,6250,8,2,1,2,1
y,0.124760567,28,0,0.841541756,1400,6,0,0,0,0
y,0.906996958,29,0,0.140599807,3100,3,0,0,1,1
y,0.960151992,63,3,9237,,10,0,5,0,0
y,0.9999999,31,0,419,,3,4,0,2,
y,0.088828398,35,0,0.335305391,12000,9,0,1,0,0
y,0.071448979,46,1,1.402515723,635,7,0,0,0,0
y,0.684933598,30,2,0.56535866,4000,5,1,1,2,3
y,1.020020625,44,1,0.573895655,5500,10,0,1,1,0
y,0.604697651,27,0,0.132289237,3000,8,0,0,0,0
y,0.90438247,43,0,511,,3,0,0,3,0
y,0.769220036,47,1,0.648274623,5563,13,0,2,1,2
y,0.9999999,58,2,0.725818545,4000,8,2,1,0,2
y,0.331931595,33,0,0.448183042,5200,7,0,2,0,0
y,0.45020701,45,1,0.872130686,7100,15,0,3,0,0
y,0.9999999,62,1,0.398198198,3329,1,0,1,0,0
y,0.9999999,31,0,0,,0,0,0,0,
y,0.250903686,44,0,0.170575693,7034,5,0,1,1,1
y,0.840524702,49,0,0.213638155,10147,9,1,0,0,2
y,0.859665382,59,1,0.324544744,8950,9,4,5,1,0
y,0.590288807,46,3,0.806771849,5640,13,0,2,2,2
y,0.918216357,32,0,330,,2,1,0,1,0
y,0.43042149,55,0,0.668178119,8600,12,0,3,0,1
y,0.9999999,65,0,1106,,3,1,0,2,0
y,0.566024268,32,0,1252,,4,1,0,1,4
y,0.783471333,35,0,0.25379979,7631,10,0,1,0,1
y,0.902409759,57,1,4921,,9,0,4,2,0
y,0.495929751,43,2,1.136114733,3834,17,0,2,0,2
y,1.301096067,47,2,0.612877425,5000,9,2,1,2,1
y,0.985122134,39,0,0.621563073,6000,10,0,1,0,0
y,0.790818215,53,3,0.554016164,6062,8,1,1,3,1
y,0.9999999,24,0,0,1700,0,0,0,0,0
y,1.059588082,40,1,0.224189141,8416,2,0,1,2,2
y,0.02832022,73,1,1.118658352,5932,10,0,3,0,1
y,0.485002631,53,6,0.262155869,7300,9,2,1,4,1
y,0,27,0,0.659816718,3600,4,0,1,0,0
y,0.9999999,58,0,0.023801968,3150,0,1,0,0,3
y,0.971830986,35,0,0.330334833,2000,4,0,0,1,0
y,0.708582834,27,1,0.290903032,3000,7,2,0,0,0
y,0.521478521,26,1,0.005861665,2558,1,0,0,1,1
y,0.904968271,48,1,0.497275595,3486,10,0,1,1,2
y,0.994005994,49,2,0.061508368,4600,5,1,0,0,0
y,0,43,6,0.420948617,7083,5,1,1,1,3
y,0.940252591,35,3,0.397077672,3900,9,0,0,0,3
y,0.186570644,55,0,0.134893408,8161,7,0,1,0,2
y,0.904789851,50,2,1.422040674,5752,13,1,2,6,0
y,0.952686224,48,0,0.189889618,6250,5,0,0,0,0
y,1.026993252,53,3,0.265767344,5707,21,1,0,1,1
y,0.954351795,57,0,0.395256917,4300,11,0,0,0,0
y,1.033793241,44,1,0.464635854,2855,1,2,1,1,1
y,0.111439723,46,0,371,,9,0,0,0,2
y,0.985569986,36,6,1.514218009,4641,12,1,6,3,1
y,0.9999999,30,0,0.050885961,2200,2,1,0,0,0
y,0.098060129,56,0,0.239253582,3000,10,0,0,0,2
y,0.855749645,46,0,0.336348532,5416,5,0,1,0,0
y,0.948103792,27,0,0.526973547,4800,6,0,1,0,0
y,0.152529145,39,1,0.351440029,2742,13,0,0,1,2
y,0.880440256,52,0,0.811495894,2800,10,0,0,0,0
y,0.9999999,36,6,0.8007998,4000,3,1,2,1,1
y,0.918718756,57,1,0.319262386,4500,5,0,1,0,0
y,0.9999999,77,0,0.006944444,2159,1,1,0,0,0
y,0.153692615,45,0,0.87187642,2200,7,1,1,1,1
y,0.9999999,28,2,0.270331667,2200,7,1,0,0,0
y,0.289963755,48,3,0.493597614,5700,6,0,2,2,2
y,0.9999999,32,0,113,,0,0,0,1,0
y,1.119920053,36,0,0.166798211,3800,4,0,0,0,0
y,0.9999999,52,0,0,,1,0,0,0,2
y,0.956690727,50,0,0.055145362,4333,5,4,0,0,0
y,1.311844078,40,1,0.625334523,4483,9,0,2,2,2
y,0.263146749,40,0,0.578710645,2000,10,0,1,0,0
y,0.154523569,27,0,0.620908131,2840,8,0,2,0,0
y,0.095427984,39,0,2847,,17,0,2,0,2
y,0.833020074,41,2,0.980011105,1800,11,1,0,0,2
y,0.9999999,49,0,0.378006873,3200,3,2,2,0,0
y,0.9999999,33,1,0.165912878,4200,4,0,0,1,1
y,0.741920484,27,0,0.070418512,7000,4,0,0,2,3
y,0.637450199,32,0,0.166731745,2560,2,1,0,0,0
y,0.964672555,40,3,0.382964747,13700,9,3,1,1,2
y,0.877415057,30,3,0.191382205,5360,5,0,0,0,2
y,0.691918598,60,0,0.427929951,2226,8,0,0,0,0
y,0.898362283,35,0,0.193307559,7500,5,0,1,0,1
y,0.9999999,35,98,10,,0,98,0,98,0
y,0.509674906,36,0,0.359234395,7000,9,0,1,0,2
y,0.9999999,56,1,0,5166,0,3,0,0,0
y,0.791885839,71,2,0.69356301,5514,14,1,1,1,0
y,0.683305336,32,0,0.18376948,3400,3,0,0,0,0
y,0.9999999,44,0,0.149046794,7500,4,3,0,3,3
y,0.9999999,41,0,219,,1,2,0,1,
y,0.917041479,25,0,0.044213764,2600,3,0,0,0,0
y,0.9999999,27,0,0.164275798,2160,1,0,0,1,0
y,0.003526377,75,0,769,,8,0,1,0,0
y,0.073615289,34,0,0.336665334,2500,5,0,0,0,2
y,0.507029494,55,0,1.162945685,3000,13,0,1,0,2
y,0.863424384,51,1,897,,2,0,1,1,0
y,0.070117666,32,0,2059,,15,0,1,0,0
y,0.618413352,52,0,3795,,21,0,1,1,1
y,0.332647877,39,0,4044,,9,0,2,0,0
y,1.004608295,51,1,0.896037495,2346,5,0,1,0,2
y,1.009135948,67,0,0.979564638,2250,6,0,0,0,0
y,0.807192807,35,1,0.171957011,4000,2,3,0,0,0
y,0.613545817,32,0,0.101767542,5600,3,0,0,1,0
y,0.9999999,35,0,0.098360656,2500,4,5,0,0,2
y,0.9999999,41,1,0.565311889,4600,1,5,0,0,1
y,0.391733982,30,1,0.212210251,6125,12,0,0,0,0
y,0.654636313,46,1,0.005637887,6207,2,1,0,0,2
y,0.458616553,35,0,0.013746563,4000,2,1,0,0,3
y,0.271643215,39,3,0.470962323,8333,13,0,2,0,3
y,0.108178364,36,0,0.662162162,9397,10,0,2,0,1
y,0.197775753,51,2,0.533717303,8333,12,0,3,0,3
y,0.685563177,50,0,0.324670132,2500,4,0,0,1,4
y,1.00532978,25,1,0.121491734,2600,6,0,0,0,0
y,0.437767424,32,0,0.74970344,5900,11,0,3,0,1
y,0.666637038,46,0,0.713805884,8633,11,0,4,0,1
y,1.123752495,35,1,0.276030237,4100,3,3,1,0,1
y,0.9999999,41,0,0.071061875,3700,1,0,0,0,2
y,1.206937096,55,0,1120,,7,0,0,2,0
y,0.9999999,42,0,0.016558675,8333,1,1,0,0,4
y,0.9999999,35,1,0.306203082,2530,7,0,0,0,0
y,0.520593606,38,0,1.808869457,1600,6,0,2,0,0
y,0.002363422,62,0,0.434734918,2734,8,0,1,0,0
y,0.785375811,54,0,1.09343332,4933,14,0,2,0,2
y,0.814039326,54,3,0.168777496,7500,10,0,0,0,0
y,0.574322369,32,0,0.460269865,2000,8,0,0,0,1
y,0.803132238,40,0,3590,,22,0,2,0,0
y,0.679526706,26,0,0.556721639,2000,12,0,0,0,0
y,0.9999999,62,0,0.287512195,10249,2,0,1,0,0
y,0.254685133,47,0,0.291454012,9208,7,0,2,0,0
y,0.04729527,52,1,0.550556984,2333,9,0,0,0,0
y,0,26,0,0.122944749,6750,8,0,0,0,0
y,0.519153182,58,0,0.220229344,3400,9,0,0,0,0
y,0.324621569,44,1,1.000898992,15572,30,0,13,0,3
y,0.9999999,27,1,0.166797797,2541,1,0,0,0,1
y,1.042473454,35,2,0.028994201,5000,5,0,0,0,2
y,0.9999999,25,1,0.116627791,3000,5,1,0,2,1
y,0.945007548,30,0,0.086608927,1500,2,0,0,0,0
y,0.13455683,88,1,822,,11,0,0,0,0
y,0.9999999,54,0,0,,0,0,0,0,0
y,0.798829024,56,7,2101,,12,0,1,0,0
y,0.306126593,47,2,1220,,10,0,1,1,0
y,0.829351536,41,3,0.279297023,13200,7,0,1,0,0
y,0.044711986,46,0,0.430632121,10883,10,0,2,0,0
y,0.491694352,56,2,889,,5,3,0,1,0
y,0.9999999,30,98,0,800,0,98,0,98,0
y,0.52505311,47,3,0.723055389,5000,14,0,1,0,4
y,0.991085411,61,4,0.462236579,6500,14,1,2,0,0
y,0.408084559,51,0,0.23068625,12050,10,0,0,0,1
y,0.838301114,41,1,0.470856669,4820,6,0,1,0,0
y,0.567843297,44,1,0.448109413,2485,7,0,1,0,2
y,1.011191047,29,0,481,,4,1,0,0,3
y,0.998901099,27,1,0.272680677,1950,2,1,0,0,0
y,0.610778443,41,1,0.223667646,2382,4,0,0,2,3
y,0.048073681,60,2,2421,,20,0,1,0,3
y,0.827968923,33,2,3956,,11,1,2,2,0
y,0.799291581,72,0,1.159466667,3749,12,0,2,0,0
y,0.808881781,48,4,0.851642336,10959,23,2,2,2,3
y,1.026504329,37,4,0.6298518,5667,10,0,1,1,1
y,0.794029424,40,1,887,,3,1,0,0,2
y,0.849620051,65,1,0.811621368,3200,8,0,2,1,0
y,0.9999999,28,0,54,,0,2,0,0,0
y,0.810478482,43,0,2707,,11,0,1,0,2
y,0.186585266,37,1,0.914642012,4650,11,0,1,0,3
y,0.999336524,57,0,5021,,11,0,2,0,0
y,0.667192927,57,6,0.429494411,9750,12,0,1,0,2
y,0.620619357,50,2,0.705746159,4750,8,0,1,3,0
y,0.660930795,38,0,0.39287945,1600,7,0,0,0,3
y,1.248439451,45,2,3374,,3,2,1,2,0
y,0.9999999,44,0,0.019223376,2600,2,0,0,0,3
y,0.9999999,32,0,449,,3,2,0,0,0
y,0.9999999,43,1,0.198704104,4166,1,2,0,1,0
y,0.906976744,40,0,0.911325141,3010,6,6,1,2,0
y,0.127916552,40,1,0.398087569,5960,9,0,2,0,3
y,0.9999999,32,1,721,,3,0,0,2,0
y,0.577753286,52,1,0.553194813,6400,10,0,1,1,0
y,0.767554236,36,0,0.400729514,15900,18,0,2,0,0
y,0.814628418,49,2,0.568767768,10200,10,0,2,0,3
y,0.911813644,29,1,0.163579168,2860,5,1,0,1,1
y,0.054052553,58,0,0.251961237,2166,4,0,0,0,0
y,0.9999999,61,1,0.467365028,1240,2,0,0,0,0
y,0.9999999,35,0,0.136789057,8333,4,0,0,0,0
y,0.9999999,55,0,52,,3,2,0,0,0
y,0.9999999,41,4,0.515566981,3500,6,0,0,2,3
y,0,51,0,0.132575373,9850,7,0,1,0,0
y,0,49,1,0.356085368,5200,5,2,0,3,3
y,0.207560257,46,0,0.257626095,3310,3,1,0,0,3
y,0.962732919,67,1,1245,,15,0,0,0,0
y,0.882705852,62,0,0.518160613,3000,10,0,2,0,0
y,0.25748503,36,0,3,,1,2,0,0,0
y,1.079052599,36,1,3866,,12,0,2,2,
y,0.944094667,30,2,0.378124375,5000,12,1,1,0,1
y,0.892388101,57,0,0.497158014,7916,8,0,1,1,1
y,0.9999999,45,0,0.04041721,2300,1,0,0,1,0
y,1.006916253,55,3,1.073774393,2100,11,1,1,1,0
y,0.624175946,54,0,0.568947368,5699,10,0,4,0,0
y,0,55,0,14,,8,0,0,0,0
y,1.1005996,53,1,0.772305496,1400,4,1,0,2,0
y,0.786233137,67,2,0.222222222,3320,5,1,0,1,2
y,0.916853218,45,0,1.013058559,4900,6,0,2,0,3
y,0.9999999,48,1,0.807192807,1000,3,0,1,0,2
y,0.032786885,46,2,0.459135216,4000,14,1,2,1,1
y,0.393552664,37,0,1.175164967,5000,17,0,3,0,0
y,0.996007984,51,0,14,,1,0,0,0,0
y,0.983221477,55,1,0.970007498,4000,8,0,2,0,1
y,0.856154511,49,1,0.239800685,6421,19,0,0,0,1
y,0.763184178,60,3,0.509782726,9250,16,0,2,0,1
y,0.818238928,35,1,0.177587263,4898,5,1,0,0,3
y,1.296173045,44,4,0.243277444,3160,8,0,1,0,5
y,0.217953902,51,0,0.451726746,11900,18,1,2,1,0
y,0.930581346,56,1,0.065459347,5300,9,1,0,0,2
y,0.453943231,45,5,0.747024282,6300,16,0,2,2,3
y,0.875749786,36,1,706,,4,0,0,0,0
y,0.867798762,36,4,0.18832467,2500,7,2,0,0,0
y,0.830564784,35,1,1480,,2,0,0,0,0
y,0.479724325,32,1,0.151832461,4583,6,0,0,0,1
y,0.569681709,47,0,6.163152053,900,11,0,2,0,2
y,0.77909288,46,0,0.98987276,3850,19,0,2,0,1
y,1.105788423,35,1,0.062377072,3558,2,0,0,0,4
y,1.00519896,36,2,0.267629967,19100,7,0,3,0,1
y,0.9999999,26,0,0.265631223,2510,3,0,0,0,2
y,0.611473382,66,0,3994,,12,0,2,0,0
y,0.297304504,33,0,0.353842785,13700,15,1,1,0,1
y,1.009092719,33,1,0.661112535,3900,6,0,2,2,0
y,0.903395311,47,6,0.85553379,4083,8,5,2,1,1
y,0.252745291,63,1,2290,,7,0,1,0,0
y,0.773660803,50,0,0.42251107,7000,17,0,1,0,1
y,0.510998842,35,3,0.055704244,34000,8,0,1,0,0
y,0.980110741,53,0,0.538544519,12050,9,0,2,0,5
y,0.886363636,52,2,0.068626129,7416,4,0,0,0,1
y,0.9999999,42,1,0.145713187,2600,1,2,0,0,4
y,0.9999999,29,98,0,,0,98,0,98,0
y,0.907573813,25,3,619,0,5,2,0,1,1
y,0.287972001,52,0,0.418877483,7500,8,0,1,0,3
y,0.9999999,51,1,1375,,4,0,1,1,0
y,1.002920225,52,0,0.264631043,2750,6,0,0,0,0
y,0.173949443,53,0,1.493728413,5500,9,0,4,0,0
y,0.721447418,53,0,0.354822335,11819,10,0,2,0,0
y,0.827725182,53,1,0.280543891,5000,5,1,0,1,0
y,0.610430193,56,2,0.390531122,4160,12,0,1,0,0
y,0.152292821,60,6,0.682263547,5000,23,0,2,0,0
y,0,56,0,2662,0,14,0,2,0,1
y,0.9999999,38,1,0.164785553,3100,1,0,0,0,4
y,0.9999999,50,2,0.625074985,5000,9,1,1,0,0
y,1.230842456,27,1,141,,8,0,0,1,0
y,0.949296865,33,3,0.140732408,8000,5,1,0,2,0
y,0.752173468,60,2,1978,,9,1,2,4,0
y,0.9999999,71,4,1.042454122,3650,3,2,1,0,0
y,0.711336998,61,0,203,,9,0,0,0,0
y,0.156745116,33,0,1.156445267,4320,8,0,2,0,0
y,1.824351297,48,0,0.009639414,2800,5,2,0,4,0
y,0.890246612,47,0,0.220945502,18275,7,0,3,0,0
y,1.295540892,74,0,1.163560054,8100,11,0,6,0,0
y,0.9999999,39,98,0,2200,0,98,0,98,1
y,0.04757394,56,0,0.772458629,1691,12,0,1,0,0
y,0.270755895,48,0,0.322512077,5174,10,0,1,0,1
y,0.9999999,36,0,0,3000,0,0,0,0,0
y,0.985395849,33,5,0.446868286,6050,10,0,1,0,2
y,0.9999999,31,1,0.213251849,3108,2,3,0,0,2
y,0,42,0,3,,3,0,0,0,0
y,0.9999999,37,2,0.065682657,2709,2,2,0,1,1
y,0.273012729,51,0,0.435100548,5469,10,1,1,1,0
y,0.086608927,26,0,3,,1,0,0,0,1
y,0.841881879,44,4,0.388193467,13500,10,1,2,1,2
y,0.159789347,56,0,1706,,2,0,1,0,0
y,0.9999999,51,0,0.441437238,15000,5,0,2,0,2
y,0.070253837,57,1,0.590392268,3517,19,0,2,1,0
y,0.9999999,39,0,0,5200,0,2,0,0,1
y,0.9999999,31,1,0.149875104,1200,5,1,0,3,0
y,0.978556747,42,0,0.214506453,5500,7,0,0,0,3
y,0.434745251,49,1,1.107111693,4583,36,0,2,0,0
y,0.947565543,31,0,0.366187303,2850,4,1,2,1,2
y,0.04872816,66,0,0.843247026,2857,9,0,2,0,0
y,0.320639979,48,0,0.20305399,5500,5,1,0,0,2
y,0.434445061,51,2,0.004499875,36000,11,0,0,0,0
y,0.831168831,33,0,0.287884846,2500,3,1,0,0,0
y,0.410635746,48,0,0.085201794,2452,10,1,0,0,1
y,0.941515206,65,1,5251,,11,5,2,4,0
y,0.895300276,40,1,0.284821986,1600,9,1,0,0,1
y,0.9999999,52,0,0.040416933,4700,2,3,0,0,1
y,0,64,0,0.325945676,6000,7,0,2,0,0
y,0.632801363,63,1,1.272959777,4300,21,0,2,1,0
y,1.021978022,22,0,0.109630123,3000,2,0,0,0,0
y,0.31534221,75,1,0.530747588,4975,12,0,3,0,0
y,0.363520384,54,0,0.35503717,3900,6,0,1,0,0
y,0.778693722,44,0,0.96753705,1416,10,0,0,2,2
y,0.875496409,47,1,0.383301982,6910,7,0,2,0,0
y,0.565974846,61,0,0.682341416,8165,10,1,3,0,1
y,0.9999999,39,0,0.200724419,3312,3,1,0,0,1
y,0.743187448,28,2,0.40878553,1934,4,3,0,0,2
y,0.725659293,41,0,0.432313495,4771,7,0,1,0,0
y,0.849780523,26,0,0.250780901,2240,14,0,0,0,0
y,0.895473635,56,2,0.322056495,12000,9,0,2,0,0
y,1.009946442,50,1,0.661039174,6100,4,0,1,0,0
y,0,71,1,0.028630032,11700,6,0,1,0,0
y,1.823920266,46,1,0.193437619,2620,24,1,0,0,3
y,0.491040783,46,1,1.431960731,3666,12,0,3,0,1
y,0.9999999,45,0,49,,0,0,0,0,0
y,0.450523697,50,0,0.230292294,5644,17,0,0,0,0
y,0.720060856,27,2,634,,3,0,0,2,0
y,0.709035617,45,0,0.527155816,8708,12,0,3,0,3
y,0.28992259,43,0,0.12815338,5945,13,0,0,0,5
y,0.9999999,28,0,0.048694425,2833,2,2,0,1,0
y,0.302921378,70,5,0.730074979,3600,13,0,2,1,0
y,0.99440112,64,2,0.546542235,4178,4,1,0,1,3
y,0.913071475,49,1,0.704683196,3629,12,2,1,3,3
y,0.9999999,79,0,0.33230498,2268,3,0,0,0,0
y,1.777408638,29,0,0.003332639,4800,1,0,0,1,2
y,0.756157035,74,3,0.232900137,2923,5,0,0,0,0
y,0.033035763,40,1,0.263298227,7500,6,0,1,0,0
y,0.117168684,65,0,0.063942723,8100,11,0,0,0,3
y,0.872340426,82,0,0.270494145,3500,5,0,0,0,0
y,0.628437349,66,1,0.523737754,1326,5,2,0,1,0
y,0.521478521,24,0,0.008375209,1790,3,0,0,0,0
y,0.248330027,51,2,0.366155604,10500,13,0,1,0,0
y,0.026211443,53,0,0.24203291,4800,12,0,1,0,1
y,1.018196361,44,3,0.232810337,4333,3,0,2,0,5
y,0.001887271,64,1,656,,8,0,0,0,0
y,0.982007197,33,1,0.24221651,3500,5,1,0,0,0
y,0.696521391,26,2,0.475873544,600,5,0,0,0,0
y,0.122221498,33,0,0.242651657,3197,7,0,0,0,0
y,0.585888314,49,2,0.441556081,5500,15,1,1,1,3
y,0.917880482,52,5,0.538576904,6000,10,0,1,3,0
y,0,40,5,1600,,6,1,1,1,0
y,0.835419908,37,0,1.546090782,5000,20,0,2,0,1
y,1.051532652,65,0,0.555555556,1133,5,0,0,0,0
y,0.289893874,41,0,0.468839885,7300,6,0,1,0,3
y,0.9999999,51,1,0.022189349,6083,3,3,0,0,8
y,0.672423196,26,2,0.133182418,5300,5,1,0,0,0
y,0.934374143,67,1,0.735373473,14083,22,0,2,0,1
y,0.09424803,57,0,0.590234961,6000,14,0,2,0,2
y,0.962415034,30,0,0.289086687,2583,6,0,0,1,0
y,1.00059996,35,1,0.630325815,3191,8,0,1,1,0
y,0.9999999,28,0,0.036973345,1162,2,0,0,0,1
y,0.57985084,42,0,0.594224361,2700,8,0,0,0,0
y,0.03491279,52,0,0.14856661,5929,6,0,1,0,0
y,0.92338441,45,1,0.388447851,3652,3,4,1,0,3
y,0.915402071,48,2,1.005998286,3500,20,0,1,0,0
y,0.9999999,33,0,123,,1,1,0,0,0
y,0.017265516,50,0,990,,7,1,1,1,0
y,1.033202428,37,0,0.04996215,5283,5,0,0,0,3
y,0.9999999,54,0,0.035394315,9040,1,0,0,0,2
y,0.379124175,65,0,0.219862586,1600,3,0,0,0,0
y,1.065593758,28,3,0.167989662,5416,6,0,0,1,0
y,0.9999999,38,0,0.194222337,3876,3,3,0,1,0
y,0.81759609,32,0,2841,,7,0,2,0,1
y,0.9999999,43,0,1727,,3,0,1,0,3
y,0,55,1,0,575,1,0,0,0,0
y,0.9999999,60,1,0.327843738,5221,2,0,1,0,2
y,0.999333555,42,2,0.610770089,3583,9,5,1,0,0
y,0.9999999,35,0,637,,2,1,0,0,0
y,0.565141887,37,0,0.74625075,5000,8,0,1,0,2
y,0.199219455,61,0,3.537089872,1401,12,0,4,0,0
y,1.060939061,39,2,0.574440433,6924,6,3,4,2,0
y,0.9999999,34,2,0.006283919,3500,4,0,0,0,0
y,0.016627345,48,4,0.529271883,8830,16,3,1,2,1
y,0.585545303,53,0,0.158786168,4250,16,0,0,0,0
y,0.8835289,52,2,4421,,8,0,1,0,0
y,0.63189077,41,2,0.16356173,9500,9,0,0,0,2
y,0.084895683,59,0,0.596420717,13186,18,0,4,0,1
y,0.872255489,26,0,0.116878124,2600,2,1,0,0,0
y,0.998809016,50,0,0.747897275,8916,7,0,1,0,2
y,0.504648201,47,0,0.134056399,9219,6,0,0,0,2
y,0.650820665,68,0,0.579335108,16152,8,0,2,0,0
y,0.831853452,49,2,0.044828982,9881,4,5,0,0,0
y,0.536601294,47,0,0.168255843,11850,7,1,0,0,3
y,0.03685028,32,0,0.506070561,7000,7,0,2,0,0
y,0.626481574,46,0,0.738863057,13333,21,0,11,0,0
y,0,22,0,0.139825218,800,2,0,0,0,0
y,0.873321916,47,1,0.276965687,6498,11,0,1,0,6
y,1.584097859,37,4,0.186833283,3280,7,1,0,0,0
y,1.031069936,46,1,0.158099047,8500,15,0,2,0,0
y,1.325581395,28,0,0.063763608,4500,2,1,0,2,0
y,0.081323514,56,0,0.411291904,5100,11,1,2,0,0
y,0.72204872,37,4,0.235770751,5059,9,1,0,1,3
