"srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","click_bool","gross_bookings_usd"
99307,37435,14,100,272,2444,"100",88339,3,9,1,0,8727,0,2,96.37,0,24379,2,16,3,0,1,1,75413,197177,0,0,28740
99308,26632,5,219,272,2444,"219",54671,2,9,1,3.4,422,0,7,190,0,18310,1,26,4,1,2,0,75413,132501,0,0,28740
99320,25073,5,219,272,2444,"219",127878,3,9,1,0.69,8720,0,14,88,0,13216,2,121,3,1,1,1,75413,289504,1,0,28740
99350,15513,5,219,272,2444,"219",27835,4,8,0,4.08,1444,0,3,119,1,11939,2,4,2,0,1,1,75413,76461,0,1,13194
99369,12622,5,219,272,2444,"219",13311,3,8,1,0.69,109,0,16,120,0,3721,3,118,1,0,1,1,75413,225038,0,0,28740
99370,34239,9,59,272,2444,"59",48184,3,7,1,2.4,2447,0,2,70.26,1,27268,3,37,2,2,1,1,75413,289504,0,0,28740
99373,37305,15,55,272,2444,"163",65066,3,2,0,2.4,58,0,14,68.13,0,18873,1,11,1,0,1,0,75413,289504,0,1,28740
99416,21269,19,158,272,2444,"158",114510,3,6,0,3.99,2585,0,27,65.93,0,13974,1,2,2,0,1,1,75413,289504,1,0,28740
99426,22142,5,219,272,2444,"219",84955,2,5,1,1.79,8720,0,10,73,0,3073,3,2,2,0,1,1,75413,129478,1,0,28740
99430,36835,5,219,272,2444,"219",893,3,7,1,2.83,76,0,7,131,0,3073,4,14,2,0,1,0,75413,111712,1,0,28740
99438,45822,32,220,272,2444,"219",56472,4,9,1,1.1,141,0,14,295.97,0,12588,5,100,2,1,1,0,75413,258857,0,0,28740
99458,31502,5,219,272,2444,"219",48883,2,5,1,1.95,779,0,25,70,0,26484,1,24,1,0,1,1,75413,35796,0,0,28740
99478,32249,24,216,272,2444,"99",112488,3,8,1,4.04,1667,0,12,98.33,0,9763,1,22,2,0,2,0,75413,289504,0,0,28740
99489,25282,5,219,272,2444,"219",47273,2,5,1,2.08,10,0,32,66,0,10794,1,1,2,0,1,1,75413,52902,0,0,28740
99490,26980,5,219,272,2444,"219",14536,3,8,0,5.55,635,0,25,195,0,4562,1,8,2,0,1,1,75413,172469,1,0,28740
99511,51999,15,55,272,2444,"55",103891,4,10,1,2.83,187,0,15,136.29,0,15850,1,33,2,0,1,0,75413,289504,0,0,28740
99512,2898,15,55,272,2444,"55",26916,5,10,1,4.94,8727,6.21,21,714.39,0,12516,3,138,4,4,2,1,75413,289504,1,0,28740
99524,56247,5,219,272,2444,"219",13800,3,9,1,0.69,8727,0,12,128,0,14797,5,1,2,0,1,0,75413,222240,0,0,28740
99538,31457,22,92,272,2444,"129",100162,3,5,0,3.26,51,0,29,130.79,0,2290,1,51,2,2,1,0,75413,289504,0,0,28740
99541,15979,5,219,272,2444,"109",138877,3,8,0,4.98,8727,0,18,122,0,22270,7,23,1,1,1,0,75413,226746,1,0,28740
99543,52944,5,219,272,2444,"219",15716,3,9,0,4.14,2772,0,6,129,0,4072,1,0,2,0,1,1,75413,61,1,0,28740
99545,58759,5,219,272,2444,"219",25148,2,7,1,1.1,161,0,21,95,0,25270,1,1,1,0,1,0,75413,274850,0,0,28740
99546,54778,32,220,272,2444,"39",3933,4,9,0,4.2,580,0,4,138.9,1,15122,3,157,2,0,1,0,75413,149830,0,0,28740
99557,175,5,219,272,2444,"219",68206,4,9,1,1.79,58,6.21,10,275,0,17713,4,53,2,2,1,0,75413,284763,0,0,28740
99576,32816,5,219,272,2444,"219",120519,2,7,1,3.09,1187,0,15,85,0,44,1,5,1,1,1,1,75413,289504,0,0,28740
99585,5408,5,219,272,2444,"219",12394,3,9,1,0.69,10,0,22,121,0,25479,6,41,2,0,1,0,75413,289504,1,0,28740
99588,35548,14,100,272,2444,"100",76142,3,6,1,1.39,2747,0,2,87.61,0,3439,1,0,2,0,1,0,75413,120420,1,0,28740
99600,1741,5,219,272,2444,"219",27911,4,9,1,3.83,5122,5.61,13,249,0,13013,1,55,2,1,1,1,75413,86379,1,0,28740
99614,32235,5,219,272,2444,"219",73665,4,9,1,2.2,61,0,8,127,1,10032,3,38,1,0,1,1,75413,131966,1,0,28740
99615,23203,5,219,272,2444,"219",109048,3,7,1,1.1,57,0,16,97,0,17621,2,11,2,2,1,0,75413,127036,0,0,28740
99632,7685,5,219,272,2444,"219",42703,3,9,1,0,8727,0,18,129,0,21126,1,8,2,0,1,1,75413,107475,0,0,28740
99633,45680,5,219,272,2444,"50",122818,3,7,0,1.95,243,0,32,81,0,9312,1,40,2,0,1,1,75413,188192,0,0,28740
99645,36760,5,219,272,2444,"219",17633,4,8,1,5.86,927,0,18,199,0,4562,1,16,2,0,1,1,75413,289504,0,0,28740
99658,26889,5,219,272,2444,"219",74754,4,9,0,5.97,4580,0,14,349,0,24700,1,277,2,0,1,0,75413,267679,1,0,28740
99679,28949,24,216,272,2444,"224",100469,5,10,0,4.92,2555,0,7,315.25,0,24042,5,56,2,0,1,0,75413,289504,1,0,28740
99696,58710,5,219,272,2444,"219",41578,3,9,0,2.56,705,0,1,95,0,24120,1,22,2,1,1,0,75413,157828,0,0,28740
99710,6288,24,216,272,2444,"219",128251,3,8,1,3.33,440,0,16,218,1,12582,6,206,2,0,1,0,75413,289504,0,0,28740
99712,23185,5,219,272,2444,"219",68282,4,9,0,2.56,255,0,1,197,1,8347,4,3,3,4,2,1,75413,112685,0,0,28740
99730,58171,14,100,272,2444,"100",97227,4,8,1,1.79,8727,0,12,103.62,0,15946,1,0,2,0,1,0,75413,212,0,0,28740
99733,40126,14,100,272,2444,"100",30245,4,9,0,4.65,7666,0,12,152.05,0,9536,3,42,2,0,1,1,75413,229406,1,0,28740
99735,20734,5,219,272,2444,"219",8471,3,8,1,1.95,8727,0,7,95,0,2631,1,67,2,0,1,1,75413,289504,0,0,28740
99740,1187,5,219,272,2444,"219",129848,4,8,0,2.2,1733,5.16,2,129,0,22164,1,1,2,0,1,0,75413,289504,0,0,28740
99769,7256,14,100,272,2444,"100",24457,0,6,0,0,8727,0,25,72.52,0,21924,1,4,2,0,1,1,75413,231601,0,0,28740
99774,18790,23,181,272,2444,"219",89699,5,9,1,3.76,8727,0,6,134.11,1,1211,3,88,2,0,1,1,75413,289504,0,0,28740
99775,45754,16,31,272,2444,"42",97428,4,11,0,0.69,8727,0,31,196.8,0,25415,1,14,2,1,1,0,75413,140894,0,0,28740
99789,36633,15,55,272,2444,"99",60262,3,8,0,1.79,8727,0,4,83.62,0,5988,3,110,2,0,1,0,75413,289504,1,0,28740
99806,36075,5,219,272,2444,"219",99380,3,9,1,2.71,160,0,28,119,0,11381,2,2,3,0,1,1,75413,95879,0,0,28740
99836,44665,5,219,272,2444,"219",5679,3,9,1,2.89,57,0,12,129,0,8740,1,4,1,0,1,1,75413,231637,1,1,28740
99849,19901,5,219,272,2444,"219",107780,2,8,1,2.3,73,0,27,99,0,18410,2,31,2,0,1,1,75413,284623,0,0,28740
99856,54192,26,39,272,2444,"92",133013,5,8,1,4.08,8727,0,4,146.06,1,13512,2,8,2,0,1,1,73344,289504,0,0,28740
99859,21810,5,219,272,2444,"219",22771,4,8,0,2.83,284,0,18,129,0,1986,3,5,1,0,1,0,75413,25182,0,0,28740
99863,25178,5,219,272,2444,"219",94534,4,7,0,3.58,8727,0,29,90,1,10343,1,18,1,0,1,0,75413,101338,0,0,28740
99865,18604,5,219,272,2444,"219",128447,2,1,0,1.1,117,0,21,140,0,11173,1,117,2,1,1,1,75413,44258,0,0,28740
99870,41836,5,117,272,2444,"216",2444,3,9,0,3.18,556,0,8,65,0,7543,2,102,2,0,1,0,75413,289504,0,0,28740
99877,21486,5,219,272,2444,"219",74454,3,8,1,1.1,17,0,6,165,0,3694,2,2,2,1,1,1,75413,130349,1,0,28740
99880,5083,14,100,272,2444,"55",5733,4,8,1,2.2,4,0,25,136.21,0,10979,5,20,2,1,1,0,75413,137461,1,0,28740
99916,29709,5,219,272,2444,"219",97009,4,10,0,1.39,8727,0,22,269,0,7220,1,4,2,0,1,1,75413,283115,0,0,28740
99924,22346,5,219,272,2444,"219",109859,4,9,0,1.39,453,0,7,96,0,9372,1,2,1,0,1,1,62713,31962,0,0,28740
99932,24981,5,219,272,2444,"100",135946,2,6,1,4.19,2900,0,28,111,0,6948,3,21,2,1,1,1,75413,132393,1,0,28740
99933,32438,15,55,272,2444,"71",3816,4,1,0,2.4,8727,0,6,165.07,0,11485,7,37,1,0,1,0,75413,289504,1,0,28740
99967,41533,5,219,272,2444,"219",105563,4,8,1,2.08,8727,0,32,199,0,2224,1,72,2,0,1,0,75413,19765,1,0,28740
99971,29405,5,219,272,2444,"219",137657,3,9,0,2.08,350,0,8,189,1,25332,1,0,4,1,1,0,75413,31904,0,0,28740
99987,44770,5,219,272,2444,"219",96587,2,7,0,1.79,599,0,2,109,0,27408,1,1,2,3,1,0,15484,112720,0,0,28740
99999,43991,5,219,272,2444,"219",12747,3,7,0,2.77,1088,0,14,179,0,22632,3,65,1,0,1,0,75413,27672,1,0,28740
100009,26507,5,219,272,2444,"219",84668,3,8,1,2.4,323,0,33,89,0,13233,2,0,2,0,1,1,75413,254940,0,0,28740
100018,54560,6,202,272,2444,"92",112668,3,7,0,2.48,8727,0,22,85.43,0,27347,2,62,3,0,1,1,75413,289504,1,0,28740
100027,49557,5,219,272,2444,"219",14441,2,6,0,2.08,8727,0,19,63,1,25578,1,17,2,1,1,1,75413,180937,1,0,28740
100049,56033,9,59,272,2444,"59",41772,3,8,0,4.28,861,0,21,429.36,1,15632,2,7,2,0,1,1,75413,289504,0,0,28740
100054,6447,5,219,272,2444,"219",56042,4,8,1,5.75,3781,0,12,272,0,24700,4,37,2,0,1,1,75413,18902,1,0,28740
100061,41497,5,219,272,2444,"219",100703,5,10,0,4.56,919,0,7,349,0,13216,1,1,2,1,1,1,75413,78672,0,0,28740
100065,55248,5,219,170,1086,"99",94315,5,9,1,1.95,9,0,32,512,0,4440,3,40,2,0,1,0,75413,168329,0,0,28740
100077,38478,5,219,272,2444,"219",86703,3,1,1,2.94,8727,0,1,10609,0,17383,1,42,2,2,1,1,75413,137715,0,0,28740
100089,4430,15,55,140,327,"55",140133,4,1,1,0,8727,0,14,68.94,0,24629,1,7,1,0,1,0,75413,289504,0,0,28740
100099,33103,5,219,272,2444,"219",26264,4,9,0,2.2,833,0,1,119,0,9908,3,30,2,1,1,1,75413,255770,0,0,28740
100111,44503,5,219,272,2444,"219",77788,3,9,1,1.95,622,0,9,119,0,25593,2,7,4,0,2,0,75413,289504,0,0,28740
100122,50462,5,219,169,121,"4",129304,5,9,1,4.75,369,0,8,177,1,6678,7,59,2,1,1,0,75413,128282,0,0,28740
100125,47106,7,100,272,2444,"219",13934,3,8,1,2.2,321,0,12,135.23,0,26928,1,8,2,2,1,0,75413,289504,0,0,28740
100129,29027,14,100,272,2444,"219",117347,4,9,1,4.81,2272,0,15,399.21,0,15208,1,18,1,1,1,1,75413,118559,1,0,28740
100149,51520,5,219,272,2444,"219",53140,2,5,1,1.79,8727,0,33,99,0,28140,2,6,2,0,1,0,75413,222379,0,0,28740
100159,39325,5,59,181,453,"59",87506,4,9,0,3.43,8727,0,8,115,1,25668,1,21,2,0,1,1,75413,289504,0,0,28740
100164,37731,14,100,152,724,"100",5988,3,8,0,3.95,2092,0,21,153.08,0,15438,1,23,3,3,2,1,75413,184259,0,0,28740
100165,52031,14,100,272,2444,"219",42875,3,8,1,4.6,4157,0,20,227.32,1,7322,5,14,2,0,1,0,75413,126460,0,0,28740
100169,19755,5,219,272,2444,"219",53660,2,9,1,3.18,8727,0,15,60,0,19889,1,9,1,0,1,1,75413,231667,0,0,28740
100174,42380,5,219,272,2444,"219",92038,3,9,1,2.08,919,0,14,209,0,13524,1,6,2,0,1,1,75413,289504,0,0,28740
100180,47448,5,219,272,2444,"219",24168,3,7,0,4.9,4321,0,8,119,1,4045,1,1,4,0,1,0,75413,237093,0,0,28740
100185,57571,18,129,272,2444,"31",41810,4,9,0,2.94,792,0,20,908.03,0,1370,7,51,2,0,1,0,75413,191267,1,0,28740
100195,1737,5,219,272,2444,"219",21140,3,9,1,1.39,8727,4.63,20,66,1,6346,3,9,2,3,1,0,23761,58167,0,0,28740
100207,35431,32,220,272,2444,"23",40879,2,1,0,3.64,8727,0,5,67.85,0,19304,4,0,1,0,1,0,75413,289504,0,0,28740
100227,11969,5,219,272,2444,"219",68135,2,7,1,1.95,4208,0,7,94,0,19625,4,3,1,0,1,0,75413,25407,0,0,28740
100264,49277,5,219,272,2444,"219",131978,4,7,1,3.4,8727,0,7,135,0,26238,1,8,3,0,1,0,75413,11549,0,1,17478
100272,11559,24,216,272,2444,"225",101641,4,8,0,4.58,467,0,21,88.74,1,11308,3,3,4,1,2,0,75413,289504,0,0,28740
100281,2202,24,216,98,692,"100",34873,4,8,0,4.51,4023,5.2,7,142.56,1,12454,4,39,2,0,1,1,75413,289504,0,0,28740
100292,49291,5,219,272,2444,"219",17874,3,9,1,1.95,8727,0,32,100,0,16598,1,4,2,0,1,1,75413,32550,0,0,28740
100295,44769,16,31,272,2444,"31",66607,4,10,0,2.08,146,0,33,190.26,0,5637,1,9,2,0,1,0,75413,107623,0,0,28740
100296,3620,5,219,272,2444,"219",33515,2,6,1,2.2,3632,0,4,46,0,1252,1,0,2,0,1,0,75413,254902,0,0,28740
100301,57921,5,219,272,2444,"219",86583,3,9,1,1.1,182,0,7,114,0,23452,1,13,3,0,1,1,75413,59419,0,0,28740
100308,32589,5,219,163,1224,"219",27540,4,9,1,5.16,3231,0,34,249,0,9402,1,4,2,0,1,1,75413,209797,0,0,28740
100313,6169,24,216,272,2444,"219",49364,2,9,0,2.4,574,0,10,104.48,0,19194,3,49,2,1,1,0,75413,289504,0,0,28740
100328,56261,5,219,272,2444,"219",59526,3,7,0,2.2,624,0,3,112,0,25964,1,14,2,0,1,1,75413,114814,1,0,28740
100331,35761,5,219,272,2444,"88",57516,3,8,0,2.77,390,0,29,108,0,26919,2,14,2,0,1,0,75413,48069,1,0,28740
100333,46232,5,219,272,2444,"219",137932,4,8,1,1.79,619,0,20,209,0,7202,1,1,1,0,1,0,75413,264850,0,0,28740
100337,28354,5,219,272,2444,"219",46688,3,6,0,1.61,105,0,16,84,0,691,1,35,2,0,1,1,75413,8314,0,0,28740
100376,1886,5,219,272,2444,"219",27511,0,1,0,3.09,462,4.8,14,180,0,18321,3,18,2,0,1,1,53093,51379,0,0,28740
100424,45777,5,219,153,1446,"219",95095,5,9,1,4.93,6292,0,3,555,0,13430,1,2,1,1,1,0,75413,134530,1,0,28740
100426,279,5,219,272,2444,"219",102413,3,7,1,0.69,8727,4.96,14,136,1,5691,2,13,4,0,2,1,75413,203581,1,0,28740
100436,17827,5,219,272,2444,"219",3854,3,8,1,3.18,87,0,26,199,0,25335,4,45,2,2,1,1,75413,154243,0,0,28740
100466,5459,22,92,272,2444,"219",23981,4,8,0,0.69,110,0,4,341.23,0,4384,2,62,2,2,1,0,75413,289504,1,0,28740
100470,28636,5,219,272,2444,"219",124244,3,8,1,1.79,2674,0,7,124,0,9417,1,2,1,0,1,0,75413,244155,0,1,4328
100476,20490,14,100,272,2444,"100",28132,4,9,0,4.19,8727,0,3,182.55,1,21871,3,16,2,0,1,1,75413,110,0,0,28740
100508,42118,5,59,272,2444,"59",62665,4,9,0,2.48,218,0,14,50,1,16770,2,2,2,0,2,0,75413,122816,0,0,28740
100531,57105,5,219,272,2444,"219",16208,3,9,1,2.48,1056,0,9,89,0,6722,1,3,2,2,1,0,75413,38630,0,0,28740
100538,25943,5,194,272,2444,"219",27142,4,8,0,3.09,1376,0,6,209,0,26067,4,54,2,0,1,0,75413,289504,1,1,28740
100544,15658,5,219,272,2444,"219",128588,3,6,0,4.91,5701,0,24,119,0,4045,1,19,2,0,1,1,75413,116790,0,1,5699
100551,367,19,158,142,1938,"158",42790,5,4,1,0,1,5.15,3,86.26,0,18024,2,0,2,1,1,1,75413,243889,0,0,28740
100570,30741,5,219,272,2444,"100",94837,3,7,1,2.77,1340,0,4,96,1,3410,1,13,3,3,2,0,75413,258211,0,0,28740
100577,38727,24,216,272,2444,"98",121775,5,9,0,4.95,660,0,9,97.79,1,24731,3,57,1,1,2,1,75413,289504,1,1,28740
100581,51077,5,219,272,2444,"219",63963,3,9,1,1.1,451,0,10,93,1,16529,1,4,2,2,1,0,75413,207095,0,0,28740
100588,24593,5,219,272,2444,"219",18635,4,9,1,4.76,860,0,13,235,0,18774,2,15,2,0,1,1,75413,75860,0,0,28740
100597,3624,5,219,272,2444,"80",72747,4,7,1,0.69,1479,0,3,99,0,24915,1,21,2,0,1,0,75413,84494,0,0,28740
100602,47218,5,219,272,2444,"219",55070,2,6,1,3.66,1053,0,35,224,0,27770,5,122,2,0,1,0,75413,282866,0,0,28740
100605,21129,22,92,272,2444,"98",110131,4,8,0,1.39,8723,0,1,54.87,1,24731,3,30,1,1,2,1,75413,289504,1,0,28740
100614,25740,5,219,272,2444,"219",52053,3,7,1,2.08,755,0,11,100,0,5837,1,0,1,1,1,1,75413,279104,0,0,28740
100620,27166,5,219,272,2444,"219",102442,2,8,1,3.18,4038,0,7,70,0,23414,1,20,8,8,4,1,75413,233141,0,0,28740
100629,38315,5,219,105,1111,"219",7996,4,9,1,1.79,153,0,6,249,0,20409,1,24,2,0,1,0,75413,102023,1,0,28740
100631,41588,5,219,272,2444,"15",115700,5,9,1,3.5,8727,0,10,422,0,7298,3,34,4,1,1,1,75413,289504,0,0,28740
100632,41910,5,219,272,2444,"219",34635,4,8,1,2.3,2340,0,2,256,0,10999,7,7,1,0,1,0,75413,76335,0,0,28740
100634,20299,5,219,272,2444,"219",12538,4,8,1,2.4,935,0,10,209,0,19194,1,25,2,0,1,1,75413,143435,0,0,28740
100655,13731,5,15,272,2444,"158",126084,4,9,1,1.79,73,0,25,39,0,6239,3,68,5,3,3,1,75413,289504,0,0,28740
100660,2003,5,219,272,2444,"219",129493,2,6,1,1.1,8727,4.96,28,60,0,14262,3,4,4,4,2,1,75413,27988,1,0,28740
100661,58152,16,31,272,2444,"31",17532,5,10,0,0.69,157,0,21,489.14,0,7860,5,44,2,2,1,0,75413,182855,0,0,28740
100704,50002,5,219,272,2444,"219",131207,2,7,0,2.94,734,0,4,97,1,16858,4,1,3,2,1,1,75413,233157,1,0,28740
100739,49662,15,55,272,2444,"55",87807,4,1,1,0.69,8727,0,8,138.8,0,19791,1,2,2,0,1,1,75413,289504,0,0,28740
100788,9282,5,219,272,2444,"219",116942,4,8,0,4.06,2100,0,36,57,1,8192,2,11,1,1,2,0,75413,141383,1,0,28740
100789,58851,5,219,272,2444,"219",67794,3,8,1,2.4,1795,0,18,159,0,22589,1,48,2,2,1,1,75413,69255,0,0,28740
100793,39906,5,219,272,2444,"219",93715,3,10,1,2.94,1346,0,18,105,0,1775,1,0,4,1,1,1,75413,197724,0,0,28740
100826,41614,22,98,272,2444,"98",37331,3,8,0,2.77,169,0,1,29.75,1,4862,1,4,4,0,2,0,75413,289504,0,1,24384
100850,26666,5,219,272,2444,"219",23982,1,4,1,2.77,1317,0,24,69,0,14304,2,5,3,0,1,0,75413,142325,1,0,28740
100862,25941,5,219,272,2444,"219",140512,2,7,0,3.37,1175,0,6,91,0,1306,3,2,3,0,1,0,75413,177387,0,0,28740
100889,11888,19,158,110,646,"219",67882,3,9,1,1.39,93,0,3,143.1,0,18410,3,17,1,1,2,0,75413,289504,0,0,28740
100899,12072,5,219,272,2444,"219",109217,4,9,1,0.69,128,0,14,93,1,15764,7,10,1,1,1,0,75413,256509,0,0,28740
100948,26844,5,219,272,2444,"219",119367,4,8,0,2.2,8727,0,8,238,1,9908,1,20,6,0,3,1,75413,201762,0,0,28740
100959,31847,14,100,272,2444,"219",57546,3,6,1,2.64,840,0,10,100.14,0,8156,1,5,2,0,1,1,75413,99574,0,0,28740
100980,28751,5,219,272,2444,"219",12323,3,8,1,2.08,188,0,4,199,0,20468,2,31,2,0,2,0,75413,25866,0,0,28740
100984,56002,5,219,272,2444,"219",128593,3,10,1,2.3,8727,0,8,119,0,15989,1,1,2,0,1,1,75413,244088,0,0,28740
100987,13076,14,100,272,2444,"100",30033,2,8,0,0,99,0,18,110.82,0,5625,1,1,2,0,1,1,75413,153402,1,0,28740
100993,35077,32,220,272,2444,"100",46431,3,9,1,0,8727,0,32,110.97,0,23237,2,74,4,1,2,1,75413,1438,1,0,28740
100994,58849,5,219,272,2444,"219",26357,4,9,1,4.6,1819,0,14,199,0,4072,3,2,2,1,1,0,75413,121525,0,1,28740
101033,18276,5,219,272,2444,"219",11717,3,10,1,3.26,1681,0,14,180,0,24131,1,19,2,0,1,1,53968,42717,0,0,28740
101049,15203,5,41,50,2269,"219",89980,3,9,1,3.26,261,0,1,116,0,4182,11,54,1,1,2,0,75413,289504,0,0,28740
101082,18539,5,219,272,2444,"219",69687,4,8,0,1.1,571,0,2,289,0,22429,2,25,2,0,1,1,50366,133298,0,0,28740
101101,38864,14,100,272,2444,"100",112301,4,9,1,4.93,7099,0,8,176.18,0,7236,1,21,2,0,1,1,75413,5419,0,1,9444
101102,47998,14,100,272,2444,"219",138600,4,9,1,5.87,5548,0,1,251.07,0,24700,4,23,2,0,1,1,75413,131411,1,1,28740
101111,47510,18,129,272,2444,"129",55274,4,9,1,1.79,136,0,13,188.93,0,4385,7,40,2,0,1,0,75413,169457,1,0,28740
101128,28876,5,219,272,2444,"219",67259,3,9,1,1.39,67,0,27,134,0,13483,1,44,2,0,1,0,75413,26137,0,0,28740
101132,31554,24,216,272,2444,"39",10159,2,1,0,4.04,8727,0,23,90.95,0,6879,1,60,2,0,1,1,75413,289504,1,0,28740
101139,3412,5,219,272,2444,"219",104648,3,9,1,3.5,1016,0,33,139,0,4182,1,0,1,0,1,0,75413,107008,0,0,28740
101141,51445,32,220,272,2444,"31",4928,3,8,0,6.86,6902,0,13,279.25,0,11530,2,79,2,0,1,1,75413,289504,0,0,28740
101147,6476,5,219,272,2444,"219",112094,3,8,0,4.91,4112,0,8,119,0,23090,1,1,4,0,1,0,75413,239237,0,0,28740
101149,45548,5,219,272,2444,"219",74290,2,7,1,2.3,371,0,19,70,0,14781,1,2,2,0,1,0,75413,283169,0,0,28740
101161,22971,5,219,272,2444,"219",81509,5,10,0,1.79,8726,0,6,275,0,18774,1,0,1,0,1,0,75413,226878,1,0,28740
101183,42833,5,219,272,2444,"219",30566,4,9,1,3,877,0,9,94,0,3821,1,14,2,3,1,1,75413,133402,1,0,28740
101184,30943,5,85,272,2444,"219",59657,5,9,0,4.33,2390,0,2,3822,1,8192,5,69,2,0,1,0,75413,289504,1,0,28740
101188,57871,5,219,272,2444,"219",29905,3,7,1,0.69,8722,0,14,60,0,7516,1,13,2,1,1,1,75413,269146,1,0,28740
101190,21795,5,219,272,2444,"55",74048,5,9,0,5.41,162,0,1,335,0,10979,3,86,2,0,1,1,75413,187170,0,0,28740
101191,168,5,219,272,2444,"219",74936,2,6,0,0,48,4.59,25,65,0,11395,4,9,2,0,1,0,75413,98568,0,0,28740
101199,33542,5,219,272,2444,"219",61899,3,8,1,1.1,18,0,9,129,0,22918,1,2,2,0,1,1,75413,11563,0,0,28740
101228,9569,14,100,272,2444,"100",69822,3,9,0,3.97,7208,0,6,173.03,0,20799,2,2,2,0,1,1,75413,40140,1,0,28740
101238,20454,5,219,272,2444,"219",50921,0,10,0,0,28,0,18,195,0,3502,3,73,2,0,1,1,63789,84303,1,0,28740
101244,36947,12,99,272,2444,"219",39939,2,7,1,2.08,8727,0,4,58.5,0,20830,1,96,4,0,2,0,75413,289504,1,0,28740
101257,41101,5,219,81,448,"219",79339,4,8,1,3.14,1210,0,26,229,0,5206,1,0,2,0,1,1,75413,33662,0,0,28740
101281,8839,16,31,131,588,"31",76125,3,9,0,1.79,220,0,8,104.75,0,16164,1,0,1,0,1,0,75413,13574,0,0,28740
101286,4401,5,219,272,2444,"219",104610,3,9,1,1.39,216,0,13,144,0,10993,3,0,1,0,1,0,75413,289504,0,0,28740
101291,15888,5,80,272,2444,"219",132232,2,8,0,0,8727,0,3,129,0,23348,1,20,3,0,1,1,75413,289504,0,0,28740
101294,6698,5,219,272,2444,"219",31955,2,6,1,1.79,707,0,4,55,0,6588,1,46,2,0,1,1,75413,18263,0,0,28740
101306,29210,31,219,86,197,"219",90408,3,9,1,2.4,505,0,7,159,0,21382,1,1,2,0,1,0,75413,82622,0,0,28740
101310,46399,5,219,272,2444,"219",12479,3,8,1,1.79,640,0,4,117,0,20300,2,4,3,1,2,1,75413,56713,0,0,28740
101314,58213,5,99,272,2444,"98",27019,4,7,0,0,97,0,4,40,0,21617,2,6,1,0,1,1,75413,289504,0,1,28740
101316,53171,15,55,272,2444,"55",15458,2,8,1,3.66,8727,0,10,97.67,0,3513,1,7,1,0,1,1,75413,289504,1,0,28740
101327,56475,5,219,272,2444,"219",128820,2,7,0,1.95,8727,0,34,79,0,17659,2,20,3,0,1,1,75413,222366,0,0,28740
101329,12761,24,216,272,2444,"39",57087,3,1,0,3.95,8727,0,28,111.83,0,26153,1,216,2,0,1,1,75413,289504,0,0,28740
101361,1616,5,219,272,2444,"219",107359,3,7,1,0.69,8727,4.49,1,95,0,8291,2,30,1,0,1,0,75413,289270,0,0,28740
101377,33427,5,219,272,2444,"219",15284,4,9,0,2.08,65,0,20,504,1,8740,1,5,2,0,1,0,75413,186574,1,0,28740
101387,21277,5,219,272,2444,"219",138831,3,6,1,2.2,83,0,3,129,0,7434,1,15,1,0,1,0,75413,289504,1,0,28740
101393,24508,5,219,272,2444,"219",46201,3,8,1,2.89,4654,0,5,107,0,18586,2,107,4,0,1,1,75413,289504,1,0,28740
101398,45588,5,219,272,2444,"219",110519,4,9,1,3.43,676,0,14,129,0,10737,2,46,2,0,1,1,75413,76343,1,0,28740
101405,6913,19,158,272,2444,"219",99025,4,8,1,1.79,65,0,3,205.13,0,9402,4,14,1,1,2,0,75413,289504,1,0,28740
101411,39781,9,219,272,2444,"219",129376,2,3,0,2.56,12,0,6,75.31,0,25335,1,0,2,0,1,1,75413,274818,0,0,28740
101412,44740,5,219,272,2444,"219",84556,3,7,1,0.69,32,0,19,172,1,10948,2,47,2,0,1,1,75413,114888,1,0,28740
101420,57058,5,219,272,2444,"219",24051,2,6,1,0.69,8727,0,14,46,0,6620,1,29,2,0,1,0,75413,171778,0,0,28740
101424,5390,34,205,272,2444,"219",106394,4,10,1,1.61,17,0,31,174.95,0,9137,5,20,1,0,1,0,75413,289504,0,0,28740
101445,36348,5,219,272,2444,"219",1904,3,10,1,3.91,143,0,4,249,0,8841,2,46,2,0,1,0,75413,136550,1,0,28740
101458,36492,5,219,272,2444,"219",8903,4,9,1,4.42,2169,0,1,194,1,21808,1,52,2,3,1,1,75413,135414,0,1,10333
101461,5013,24,216,272,2444,"205",100503,4,8,0,4.09,923,0,20,140.41,0,28317,1,6,1,0,1,0,75413,289504,0,0,28740
101471,47858,5,219,272,2444,"219",127229,4,8,1,3.47,4827,0,7,175,0,15534,1,37,2,0,1,1,75413,243619,0,0,28740
101475,37671,5,219,272,2444,"219",38649,3,8,0,2.4,311,0,2,129,0,26743,1,13,2,0,1,0,75413,10302,1,0,28740
101479,58535,5,219,272,2444,"219",134067,3,8,1,1.1,501,0,19,107,1,2496,2,8,3,0,1,0,75413,271971,0,0,28740
